,dtime,fuellevelsmooth
109,2020-01-14 14:34:01,46.31
110,2020-01-14 14:35:01,46.37
111,2020-01-14 14:36:01,46.37
112,2020-01-14 14:37:01,46.34
113,2020-01-14 14:38:01,46.28000000000001
114,2020-01-14 14:39:01,46.19000000000001
115,2020-01-14 14:40:01,46.11000000000001
116,2020-01-14 14:41:01,46.06000000000001
117,2020-01-14 14:42:01,46.080000000000005
118,2020-01-14 14:43:01,46.14000000000001
119,2020-01-14 14:44:01,46.17000000000001
120,2020-01-14 14:45:01,46.17000000000001
121,2020-01-14 14:46:01,46.22000000000001
122,2020-01-14 14:47:01,46.290000000000006
123,2020-01-14 14:48:01,46.35000000000001
124,2020-01-14 14:49:01,46.410000000000004
125,2020-01-14 14:50:01,46.42
126,2020-01-14 14:51:01,46.35000000000001
127,2020-01-16 11:01:40,41.66000000000001
128,2020-01-16 11:02:40,41.66000000000001
129,2020-01-16 11:03:40,41.650000000000006
130,2020-01-16 11:04:40,41.7
131,2020-01-16 11:05:40,41.800000000000004
132,2020-01-16 11:06:40,41.900000000000006
133,2020-01-16 11:07:40,42.010000000000005
134,2020-01-16 11:08:40,42.12000000000001
135,2020-01-16 11:09:40,42.24000000000001
136,2020-01-16 11:10:40,42.37000000000001
137,2020-01-16 11:11:40,47.10000000000001
138,2020-01-16 11:12:40,47.150000000000006
139,2020-01-16 11:13:40,47.2
140,2020-01-16 11:14:40,47.209999999999994
141,2020-01-16 11:15:40,47.13
142,2020-01-16 11:16:40,46.980000000000004
143,2020-01-16 11:17:40,46.790000000000006
144,2020-01-16 11:18:40,46.60000000000001
145,2020-01-16 11:19:40,46.370000000000005
146,2020-01-16 11:20:40,46.11
147,2020-01-16 11:21:40,45.87
148,2020-01-16 11:22:40,45.64
149,2020-01-16 11:23:40,45.5
150,2020-01-16 11:24:40,45.38
151,2020-01-16 11:25:40,45.25000000000001
152,2020-01-16 11:26:40,45.160000000000004
153,2020-01-16 11:27:40,45.11
154,2020-01-16 11:28:40,45.07000000000001
155,2020-01-16 11:29:40,45.050000000000004
156,2020-01-16 11:30:40,45.050000000000004
157,2020-01-16 11:31:40,45.050000000000004
158,2020-01-16 11:32:40,45.02
159,2020-01-16 11:33:40,44.92
160,2020-01-16 11:34:40,44.82000000000001
161,2020-01-16 11:35:40,44.77
162,2020-01-16 11:36:40,44.71000000000001
163,2020-01-16 11:37:40,44.61000000000001
164,2020-01-16 11:38:40,44.50000000000001
165,2020-01-16 11:39:40,44.50000000000001
166,2020-01-16 11:40:40,44.580000000000005
167,2020-01-16 11:41:40,44.65000000000001
168,2020-01-16 11:42:40,44.740000000000016
169,2020-01-16 11:43:40,44.84000000000002
170,2020-01-16 11:44:40,44.94000000000001
171,2020-01-16 11:45:40,45.04000000000001
172,2020-01-16 11:46:40,45.170000000000016
173,2020-01-16 11:47:40,45.33000000000002
174,2020-01-16 11:48:40,45.450000000000024
175,2020-01-16 11:49:40,45.46000000000002
176,2020-01-16 11:50:40,45.38000000000002
177,2020-01-16 11:51:40,45.27000000000002
178,2020-01-16 11:52:40,45.12000000000002
179,2020-01-16 11:53:40,44.920000000000016
180,2020-01-16 11:54:40,44.69000000000001
181,2020-01-16 11:55:40,44.45000000000001
182,2020-01-16 11:56:40,44.230000000000004
183,2020-01-16 11:57:40,44.050000000000004
184,2020-01-16 11:58:40,43.92
185,2020-01-16 11:59:40,43.760000000000005
186,2020-01-16 12:00:40,43.62000000000001
187,2020-01-16 12:01:40,43.57000000000001
188,2020-01-16 12:02:40,43.57000000000001
189,2020-01-16 12:03:40,43.580000000000005
190,2020-01-16 12:04:40,43.56000000000001
191,2020-01-16 12:05:40,43.57000000000001
192,2020-01-16 12:06:40,43.54000000000001
193,2020-01-16 12:07:40,43.420000000000016
194,2020-01-16 12:08:40,43.30000000000002
195,2020-01-16 12:09:40,43.240000000000016
196,2020-01-16 12:10:40,43.170000000000016
197,2020-01-16 12:11:40,43.02000000000002
198,2020-01-16 12:12:40,42.920000000000016
199,2020-01-16 12:13:40,42.91000000000002
200,2020-01-16 12:14:40,42.97000000000001
201,2020-01-16 12:15:40,43.01000000000001
202,2020-01-16 12:16:40,43.07000000000001
203,2020-01-16 12:17:40,43.19000000000001
204,2020-01-16 12:18:40,43.300000000000004
205,2020-01-16 12:19:40,43.400000000000006
206,2020-01-16 12:20:40,43.510000000000005
207,2020-01-16 12:21:40,43.63
208,2020-01-16 12:22:40,43.69
209,2020-01-16 12:23:40,43.69
210,2020-01-16 12:24:40,43.63
211,2020-01-16 12:25:40,43.49
212,2020-01-16 12:26:40,43.28000000000001
213,2020-01-16 12:27:40,43.050000000000004
214,2020-01-16 12:28:40,42.830000000000005
215,2020-01-16 12:29:40,42.61000000000001
216,2020-01-16 12:30:40,42.41000000000001
217,2020-01-16 12:31:40,42.24000000000001
218,2020-01-16 12:32:40,42.09000000000001
219,2020-01-16 12:33:40,42.00000000000001
220,2020-01-16 12:34:40,41.96
221,2020-01-16 12:35:40,41.99
222,2020-01-16 12:36:40,42.15
223,2020-01-16 12:37:40,42.38
224,2020-01-16 12:38:40,42.58
225,2020-01-16 12:39:40,42.72
226,2020-01-16 12:40:40,42.78
227,2020-01-16 12:41:40,42.78
228,2020-01-16 12:42:40,42.790000000000006
229,2020-01-16 12:43:40,42.77
230,2020-01-16 12:44:40,42.75000000000001
231,2020-01-16 12:45:40,42.730000000000004
232,2020-01-16 12:46:40,42.57000000000001
233,2020-01-16 12:47:40,42.28000000000001
234,2020-01-16 12:48:40,42.09000000000001
235,2020-01-16 12:49:40,42.040000000000006
236,2020-01-16 12:50:40,42.00000000000001
237,2020-01-16 12:51:40,42.010000000000005
238,2020-01-16 12:52:40,42.080000000000005
239,2020-01-16 12:53:40,42.13000000000001
240,2020-01-16 12:54:40,42.16000000000001
241,2020-01-16 12:55:40,42.19000000000001
242,2020-01-16 12:56:40,42.28000000000001
243,2020-01-16 12:57:40,42.41000000000001
244,2020-01-16 12:58:40,42.38000000000001
245,2020-01-16 12:59:39,42.250000000000014
246,2020-01-16 13:00:40,42.180000000000014
247,2020-01-16 13:01:40,42.08000000000001
248,2020-01-16 13:02:40,41.90000000000001
249,2020-01-16 13:03:40,41.73000000000001
250,2020-01-16 13:04:40,41.610000000000014
251,2020-01-16 13:05:40,41.460000000000015
252,2020-01-16 13:06:40,41.240000000000016
253,2020-01-16 13:07:40,41.05000000000001
254,2020-01-16 13:08:40,40.96000000000001
255,2020-01-16 13:09:40,40.85000000000001
256,2020-01-16 13:10:40,40.7
257,2020-01-16 13:11:40,40.550000000000004
258,2020-01-16 13:12:40,40.400000000000006
259,2020-01-16 13:13:40,40.260000000000005
260,2020-01-16 13:14:40,40.06
261,2020-01-16 13:15:40,39.870000000000005
262,2020-01-16 13:16:40,39.760000000000005
263,2020-01-16 13:17:40,39.64
264,2020-01-16 13:18:40,39.470000000000006
265,2020-01-16 13:19:40,39.32000000000001
266,2020-01-16 13:20:40,39.16000000000001
267,2020-01-16 13:21:40,35.2
268,2020-01-16 13:25:46,36.870000000000005
269,2020-01-16 13:26:46,38.53000000000001
270,2020-01-16 13:27:46,40.25000000000001
271,2020-01-16 13:28:46,41.99
272,2020-01-16 13:29:46,43.690000000000005
273,2020-01-16 13:30:46,45.34
274,2020-01-16 13:31:46,46.99
275,2020-01-16 13:32:46,48.660000000000004
276,2020-01-16 13:33:46,50.339999999999996
277,2020-01-16 13:34:46,55.81999999999999
278,2020-01-16 13:35:46,55.709999999999994
279,2020-01-16 13:36:46,55.629999999999995
280,2020-01-16 13:37:46,55.529999999999994
281,2020-01-16 13:38:46,55.46999999999999
282,2020-01-16 14:56:20,55.48999999999999
283,2020-01-16 15:05:08,55.579999999999984
284,2020-01-16 15:06:34,55.699999999999974
285,2020-01-16 15:07:34,55.81999999999997
286,2020-01-16 15:08:34,55.96999999999997
287,2020-01-16 15:09:34,56.129999999999974
288,2020-01-16 15:10:34,56.239999999999974
289,2020-01-16 15:11:34,56.30999999999997
290,2020-01-16 15:18:11,56.36999999999997
291,2020-01-16 15:20:12,50.75999999999997
292,2020-01-16 15:21:55,45.11999999999997
293,2020-01-16 15:22:55,39.479999999999976
294,2020-01-17 09:05:49,39.479999999999976
295,2020-01-17 09:06:49,39.479999999999976
296,2020-01-17 09:07:49,39.479999999999976
297,2020-01-17 09:08:49,39.479999999999976
298,2020-01-17 09:09:49,39.479999999999976
299,2020-01-17 09:11:22,39.489999999999974
300,2020-01-17 09:12:22,39.49999999999998
301,2020-01-17 09:13:22,45.13999999999997
302,2020-01-17 09:14:22,50.77999999999997
303,2020-01-17 09:15:22,56.41999999999997
304,2020-01-17 09:16:22,56.41999999999997
305,2020-01-17 09:17:22,56.41999999999997
306,2020-01-17 09:18:22,56.41999999999997
307,2020-01-17 09:19:22,56.41999999999997
308,2020-01-17 09:20:22,56.41999999999997
309,2020-01-17 09:21:22,56.40999999999997
310,2020-01-17 09:22:22,56.389999999999965
311,2020-01-17 09:23:22,56.33999999999996
312,2020-01-17 09:24:22,56.23999999999997
313,2020-01-17 09:25:22,56.139999999999965
314,2020-01-17 09:26:22,56.07999999999996
315,2020-01-17 09:27:22,56.02999999999996
316,2020-01-17 09:28:22,55.90999999999997
317,2020-01-17 09:29:22,55.75999999999997
318,2020-01-17 09:30:22,55.64999999999996
319,2020-01-17 09:31:22,55.499999999999964
320,2020-01-17 09:32:22,55.349999999999966
321,2020-01-17 09:33:22,55.27999999999997
322,2020-01-17 09:34:22,55.189999999999976
323,2020-01-17 09:35:22,55.049999999999976
324,2020-01-17 09:36:22,54.86999999999998
325,2020-01-17 09:37:22,54.69999999999999
326,2020-01-17 09:38:22,54.61999999999998
327,2020-01-17 09:39:22,54.54999999999999
328,2020-01-17 09:40:22,54.419999999999995
329,2020-01-17 09:41:22,54.33
330,2020-01-17 09:42:22,54.25
331,2020-01-17 09:43:22,54.129999999999995
332,2020-01-17 09:44:22,54.08
333,2020-01-17 09:45:22,54.08
334,2020-01-17 09:46:22,54.08
335,2020-01-17 09:47:22,54.05999999999999
336,2020-01-17 09:48:22,54.019999999999996
337,2020-01-17 09:49:22,53.999999999999986
338,2020-01-17 09:50:22,53.999999999999986
339,2020-01-17 09:51:22,53.999999999999986
340,2020-01-17 09:52:22,53.999999999999986
341,2020-01-17 09:53:22,53.999999999999986
342,2020-01-17 09:54:22,53.999999999999986
343,2020-01-17 10:01:08,54.11999999999999
344,2020-01-17 10:02:10,54.239999999999995
345,2020-01-17 10:03:10,54.36
346,2020-01-17 10:04:10,54.480000000000004
347,2020-01-17 10:05:10,54.60000000000001
348,2020-01-17 10:06:10,54.72000000000001
349,2020-01-17 10:07:10,54.84000000000002
350,2020-01-17 10:08:10,54.96000000000002
351,2020-01-17 10:09:10,55.08000000000003
352,2020-01-17 10:10:10,55.20000000000003
353,2020-01-17 10:11:10,55.20000000000003
354,2020-01-17 10:12:10,55.20000000000003
355,2020-01-17 10:13:10,55.20000000000003
356,2020-01-17 10:14:10,55.20000000000003
357,2020-01-17 10:15:10,55.20000000000003
358,2020-01-17 10:16:10,55.20000000000003
359,2020-01-17 10:17:10,55.20000000000003
360,2020-01-17 10:18:10,55.19000000000003
361,2020-01-17 10:19:10,55.15000000000002
362,2020-01-17 10:20:10,55.08000000000002
363,2020-01-17 10:21:10,55.01000000000001
364,2020-01-17 10:22:10,54.94000000000001
365,2020-01-17 10:23:10,54.870000000000005
366,2020-01-17 10:24:10,54.8
367,2020-01-17 10:25:10,54.73
368,2020-01-17 10:26:10,54.65999999999999
369,2020-01-17 10:27:10,54.58999999999999
370,2020-01-17 10:28:10,54.52999999999999
371,2020-01-17 10:29:10,54.46999999999999
372,2020-01-17 10:30:10,54.419999999999995
373,2020-01-17 10:31:10,54.36999999999999
374,2020-01-17 10:32:10,54.31999999999999
375,2020-01-17 10:33:10,54.269999999999996
376,2020-01-17 10:34:10,54.21999999999999
377,2020-01-17 10:35:10,54.169999999999995
378,2020-01-17 10:36:10,54.11999999999999
379,2020-01-17 10:37:10,54.06999999999999
380,2020-01-17 10:38:10,54.019999999999996
381,2020-01-17 10:39:10,53.999999999999986
382,2020-01-17 10:40:10,53.999999999999986
383,2020-01-17 10:41:10,53.999999999999986
384,2020-01-17 10:42:10,53.999999999999986
385,2020-01-17 10:43:10,53.999999999999986
386,2020-01-17 10:44:10,53.999999999999986
387,2020-01-17 10:45:10,53.999999999999986
388,2020-01-17 10:46:10,53.999999999999986
389,2020-01-17 10:47:10,53.999999999999986
390,2020-01-17 10:48:10,53.999999999999986
391,2020-01-17 10:49:10,53.999999999999986
392,2020-01-17 10:50:10,53.999999999999986
393,2020-01-17 10:51:10,53.999999999999986
394,2020-01-17 10:52:10,53.96999999999999
395,2020-01-17 10:53:10,53.92999999999999
396,2020-01-17 10:54:10,53.86999999999999
397,2020-01-17 10:55:10,53.81999999999999
398,2020-01-17 10:56:10,53.80999999999999
399,2020-01-17 10:57:10,53.80999999999999
400,2020-01-17 10:58:10,53.80999999999999
401,2020-01-17 10:59:10,53.80999999999999
402,2020-01-17 11:00:10,53.80999999999999
403,2020-01-17 11:01:10,53.80999999999999
404,2020-01-17 11:02:10,53.83999999999999
405,2020-01-17 11:03:10,53.87999999999998
406,2020-01-17 11:04:10,53.93999999999998
407,2020-01-17 11:05:10,53.98999999999999
408,2020-01-17 11:06:10,53.999999999999986
409,2020-01-17 11:07:10,53.999999999999986
410,2020-01-17 11:08:10,53.999999999999986
411,2020-01-17 11:09:10,53.999999999999986
412,2020-01-17 11:10:10,53.999999999999986
413,2020-01-17 11:11:10,53.999999999999986
414,2020-01-17 11:12:10,53.999999999999986
415,2020-01-17 11:13:10,53.999999999999986
416,2020-01-17 11:14:10,53.999999999999986
417,2020-01-17 11:15:10,53.999999999999986
418,2020-01-17 11:16:10,53.999999999999986
419,2020-01-17 11:17:10,53.999999999999986
420,2020-01-17 11:18:10,53.999999999999986
421,2020-01-17 11:19:10,53.999999999999986
422,2020-01-17 11:20:10,53.999999999999986
423,2020-01-17 11:21:10,53.999999999999986
424,2020-01-17 11:22:10,53.999999999999986
425,2020-01-17 11:23:10,53.999999999999986
426,2020-01-17 11:24:10,53.999999999999986
427,2020-01-17 11:25:10,53.999999999999986
428,2020-01-17 11:26:10,53.97999999999998
429,2020-01-17 11:27:10,53.91999999999998
430,2020-01-17 11:28:10,53.85999999999998
431,2020-01-17 11:29:10,53.80999999999998
432,2020-01-17 11:30:10,53.74999999999998
433,2020-01-17 11:31:10,53.719999999999985
434,2020-01-17 11:32:10,53.719999999999985
435,2020-01-17 11:33:10,53.719999999999985
436,2020-01-17 11:34:10,53.70999999999998
437,2020-01-17 11:35:10,53.66999999999998
438,2020-01-17 11:36:10,53.64999999999999
439,2020-01-17 11:37:10,53.69999999999999
440,2020-01-17 11:38:10,53.75999999999999
441,2020-01-17 11:39:10,53.80999999999999
442,2020-01-17 11:40:10,53.86999999999999
443,2020-01-17 11:41:10,53.89999999999999
444,2020-01-17 11:42:10,53.89999999999999
445,2020-01-17 11:43:10,53.87999999999998
446,2020-01-17 11:44:10,53.86999999999998
447,2020-01-17 11:45:10,53.90999999999998
448,2020-01-17 11:46:10,53.92999999999997
449,2020-01-17 11:47:10,53.90999999999998
450,2020-01-17 11:48:10,53.88999999999997
451,2020-01-17 11:49:10,53.84999999999998
452,2020-01-17 11:50:10,53.77999999999997
453,2020-01-17 11:51:10,53.709999999999965
454,2020-01-17 11:52:10,53.64999999999996
455,2020-01-17 11:53:10,53.57999999999997
456,2020-01-17 11:54:10,53.479999999999976
457,2020-01-17 11:55:10,53.30999999999997
458,2020-01-17 11:56:10,53.09999999999998
459,2020-01-17 11:57:10,52.88999999999997
460,2020-01-17 11:58:10,52.65999999999998
461,2020-01-17 11:59:10,52.41999999999998
462,2020-01-17 12:00:10,52.22999999999998
463,2020-01-17 12:01:10,52.02999999999999
464,2020-01-17 12:02:10,51.75999999999999
465,2020-01-17 12:03:10,51.499999999999986
466,2020-01-17 12:04:10,51.249999999999986
467,2020-01-17 12:05:10,50.97999999999999
468,2020-01-17 12:06:10,50.77999999999999
469,2020-01-17 12:07:09,50.669999999999995
470,2020-01-17 12:08:10,50.61999999999999
471,2020-01-17 12:09:10,50.599999999999994
472,2020-01-17 12:10:10,50.55
473,2020-01-17 12:11:10,50.51
474,2020-01-17 12:12:10,50.53
475,2020-01-17 12:13:10,50.57000000000001
476,2020-01-17 12:14:10,50.650000000000006
477,2020-01-17 14:45:48,50.78000000000001
478,2020-01-17 14:46:48,50.940000000000005
479,2020-01-17 14:47:48,51.05
480,2020-01-17 14:48:48,51.11
481,2020-01-17 14:49:48,51.17
482,2020-01-17 14:50:48,51.24000000000001
483,2020-01-17 14:51:48,51.320000000000014
484,2020-01-17 14:52:48,51.38000000000002
485,2020-01-17 14:53:48,51.37000000000002
486,2020-01-17 14:54:48,51.30000000000001
487,2020-01-17 14:55:48,51.250000000000014
488,2020-01-17 14:56:48,51.16000000000001
489,2020-01-17 14:57:48,51.010000000000005
490,2020-01-17 14:58:48,50.82000000000001
491,2020-01-17 14:59:48,50.63000000000001
492,2020-01-17 15:00:48,50.45
493,2020-01-17 15:01:48,45.28
494,2020-01-17 15:02:48,45.14
495,2020-01-17 15:03:48,45.07000000000001
496,2020-01-17 15:04:48,44.99000000000001
497,2020-01-17 15:05:48,44.84000000000001
498,2020-01-17 15:06:48,44.64000000000001
499,2020-01-17 15:07:48,44.44000000000001
500,2020-01-17 15:08:48,44.34000000000001
501,2020-01-17 15:09:48,44.33000000000001
502,2020-01-17 15:10:48,44.33000000000001
503,2020-01-17 15:11:48,49.31000000000002
504,2020-01-17 15:12:48,49.20000000000001
505,2020-01-17 15:13:48,49.02
506,2020-01-17 15:14:48,48.94
507,2020-01-17 15:15:48,48.92999999999999
508,2020-01-17 15:16:48,48.96999999999999
509,2020-01-17 15:17:48,49.029999999999994
510,2020-01-17 15:18:48,48.949999999999996
511,2020-01-17 15:19:48,48.739999999999995
512,2020-01-17 15:20:48,48.559999999999995
513,2020-01-17 15:21:48,48.41
514,2020-01-17 15:22:48,48.35
515,2020-01-17 15:23:48,48.28
516,2020-01-17 15:24:48,48.14
517,2020-01-17 15:25:48,48.050000000000004
518,2020-01-17 15:26:48,47.95
519,2020-01-17 15:27:48,47.81000000000001
520,2020-01-17 15:28:48,47.72000000000001
521,2020-01-17 15:35:27,42.97000000000001
522,2020-01-17 15:36:27,42.91000000000001
523,2020-01-17 15:37:27,42.860000000000014
524,2020-01-17 15:38:27,42.820000000000014
525,2020-01-17 15:39:27,42.860000000000014
526,2020-01-17 15:40:27,42.87000000000002
527,2020-01-17 15:41:27,42.79000000000002
528,2020-01-17 15:42:27,42.72000000000002
529,2020-01-17 15:43:27,42.68000000000002
530,2020-01-17 15:44:27,42.670000000000016
531,2020-01-17 15:45:27,47.350000000000016
532,2020-01-17 15:46:27,47.29000000000002
533,2020-01-17 15:47:27,47.17000000000002
534,2020-01-17 15:48:27,46.98000000000002
535,2020-01-17 15:49:27,46.710000000000015
536,2020-01-17 15:50:27,46.47000000000001
537,2020-01-17 15:51:27,46.33000000000001
538,2020-01-17 15:52:27,46.21000000000001
539,2020-01-17 15:53:27,46.030000000000015
540,2020-01-17 15:54:27,45.80000000000002
541,2020-01-17 15:55:27,45.59000000000002
542,2020-01-17 15:56:27,45.38000000000001
543,2020-01-17 15:57:27,45.19000000000001
544,2020-01-17 15:58:27,45.07000000000001
545,2020-01-17 15:59:27,45.00000000000001
546,2020-01-17 16:00:27,44.910000000000004
547,2020-01-17 16:01:27,44.760000000000005
548,2020-01-17 16:02:27,44.580000000000005
549,2020-01-17 16:03:27,44.49
550,2020-01-17 16:04:27,44.43
551,2020-01-17 16:05:27,44.25
552,2020-01-17 16:06:27,44.0
553,2020-01-17 16:07:27,43.760000000000005
554,2020-01-17 16:08:27,43.540000000000006
555,2020-01-17 16:09:27,43.38
556,2020-01-17 16:10:27,43.24
557,2020-01-17 16:11:27,43.07000000000001
558,2020-01-17 16:12:27,42.95
559,2020-01-17 17:16:32,38.53
560,2020-01-17 17:17:35,34.13
561,2020-01-17 17:18:35,29.840000000000003
562,2020-01-18 15:42:50,25.620000000000005
563,2020-01-18 15:43:55,21.390000000000004
564,2020-01-18 15:44:55,17.120000000000005
565,2020-01-20 09:44:03,17.150000000000006
566,2020-01-20 09:46:07,17.270000000000003
567,2020-01-20 09:47:07,17.490000000000002
568,2020-01-20 09:48:07,17.690000000000005
569,2020-01-20 09:49:07,22.180000000000003
570,2020-01-20 09:50:07,26.71
571,2020-01-20 09:51:07,31.270000000000003
572,2020-01-20 09:52:07,35.82000000000001
573,2020-01-20 09:53:07,40.31
574,2020-01-20 09:54:07,44.760000000000005
575,2020-01-20 09:55:07,44.89
576,2020-01-20 09:56:07,44.900000000000006
577,2020-01-20 09:57:07,44.77
578,2020-01-20 09:58:07,44.66000000000001
579,2020-01-20 09:59:07,44.540000000000006
580,2020-01-20 10:00:07,44.400000000000006
581,2020-01-20 10:01:07,44.24
582,2020-01-20 10:02:07,44.010000000000005
583,2020-01-20 10:03:07,43.75000000000001
584,2020-01-20 10:04:07,43.49
585,2020-01-20 10:05:07,43.22
586,2020-01-20 10:06:07,42.98
587,2020-01-20 10:07:07,42.82
588,2020-01-20 10:08:07,42.559999999999995
589,2020-01-20 10:09:07,42.279999999999994
590,2020-01-20 10:10:07,42.059999999999995
591,2020-01-20 10:11:07,41.83
592,2020-01-20 10:12:07,41.62
593,2020-01-20 10:13:07,41.48
594,2020-01-20 10:14:07,41.39
595,2020-01-20 10:15:07,41.32
596,2020-01-20 10:16:07,41.269999999999996
597,2020-01-20 10:17:07,41.19
598,2020-01-20 10:18:07,41.15
599,2020-01-20 10:19:07,41.14
600,2020-01-20 10:20:07,41.040000000000006
601,2020-01-20 10:21:07,40.89
602,2020-01-20 10:22:07,40.75
603,2020-01-20 10:23:07,40.620000000000005
604,2020-01-20 10:24:07,40.480000000000004
605,2020-01-20 10:25:07,40.32000000000001
606,2020-01-20 10:26:07,40.16000000000001
607,2020-01-20 10:27:07,40.02000000000002
608,2020-01-20 10:28:07,39.91000000000001
609,2020-01-20 10:29:07,39.81000000000002
610,2020-01-20 10:30:07,39.70000000000002
611,2020-01-20 10:31:07,39.600000000000016
612,2020-01-20 10:32:07,39.52000000000002
613,2020-01-20 10:33:07,39.45000000000001
614,2020-01-20 10:34:07,39.36000000000001
615,2020-01-20 10:35:07,39.27
616,2020-01-20 10:36:07,39.13
617,2020-01-20 10:37:07,38.94
618,2020-01-20 10:38:07,38.78
619,2020-01-20 10:39:07,38.64
620,2020-01-20 10:40:07,38.489999999999995
621,2020-01-20 10:41:07,38.35
622,2020-01-20 10:42:07,38.230000000000004
623,2020-01-20 10:43:07,38.11
624,2020-01-20 10:44:07,38.010000000000005
625,2020-01-20 10:45:07,37.92
626,2020-01-20 10:46:07,37.85000000000001
627,2020-01-20 10:47:07,37.81000000000001
628,2020-01-20 10:48:07,37.720000000000006
629,2020-01-20 10:49:07,37.60000000000001
630,2020-01-20 10:50:07,37.510000000000005
