,dtime,fuellevel,ingection,speed,height,tachometer
145,2020-01-09 09:20:07,34.4,1,0,58.7,839
146,2020-01-09 09:21:07,34.3,1,0,59.1,838
147,2020-01-09 09:22:07,34.5,1,0,59.1,837
148,2020-01-09 09:23:07,34.4,1,0,59.5,836
149,2020-01-09 09:24:07,34.2,1,0,59.4,836
150,2020-01-09 09:25:07,34.3,1,0,58.8,835
151,2020-01-09 09:26:07,34.3,1,0,58.6,834
152,2020-01-09 09:27:07,34.2,1,0,58.4,833
153,2020-01-09 09:28:07,34.2,1,0,57.5,832
154,2020-01-09 09:29:07,34.3,1,0,57.4,832
155,2020-01-09 09:30:07,34.2,1,0,57.1,832
156,2020-01-09 09:31:07,34.3,1,0,57.0,832
157,2020-01-09 09:32:07,34.3,1,0,57.9,831
158,2020-01-09 09:33:07,34.3,1,0,58.5,859
159,2020-01-09 09:34:07,34.4,1,0,61.3,986
160,2020-01-09 09:35:07,34.2,1,1,67.9,1052
161,2020-01-09 09:36:07,34.1,1,1,67.9,1127
162,2020-01-09 09:37:07,34.2,1,1,68.2,1197
163,2020-01-09 09:38:07,34.3,1,2,68.0,1259
164,2020-01-09 09:39:07,34.3,1,1,64.1,1332
165,2020-01-09 09:40:07,34.4,1,1,63.8,1387
166,2020-01-09 09:41:07,34.4,1,2,65.2,1419
167,2020-01-09 09:42:07,34.4,1,4,65.6,1483
168,2020-01-09 09:43:07,34.4,1,4,65.4,1490
169,2020-01-09 09:44:07,34.2,1,0,65.1,1484
170,2020-01-09 09:45:07,34.2,1,1,60.2,1481
171,2020-01-09 09:46:07,34.4,1,1,60.5,1498
172,2020-01-09 09:47:07,34.4,1,1,62.8,1493
173,2020-01-09 09:48:07,34.2,1,2,61.9,1474
174,2020-01-09 09:49:07,34.0,1,1,64.7,1488
175,2020-01-09 09:50:07,33.8,1,2,64.8,1487
176,2020-01-09 09:51:07,32.6,1,2,63.1,1484
177,2020-01-09 09:52:07,31.5,1,2,66.3,1492
178,2020-01-09 09:53:07,32.1,1,1,67.5,1504
179,2020-01-09 09:54:07,32.9,1,3,69.3,1506
180,2020-01-09 09:55:07,33.0,1,0,63.8,1475
181,2020-01-09 09:56:07,31.4,1,0,63.0,1442
182,2020-01-09 09:57:07,29.4,1,0,63.2,1408
183,2020-01-09 09:58:07,28.9,1,0,63.4,1375
184,2020-01-09 09:59:07,29.5,1,0,63.2,1344
185,2020-01-09 10:00:07,29.9,1,0,63.1,1316
186,2020-01-09 10:01:07,29.3,1,0,62.9,1288
187,2020-01-09 10:02:07,28.8,1,0,63.7,1261
188,2020-01-09 10:03:07,30.6,1,6,70.4,1241
189,2020-01-09 10:04:07,31.9,1,2,69.4,1244
190,2020-01-09 10:05:07,30.7,1,4,66.6,1250
191,2020-01-09 10:06:07,29.9,1,6,74.4,1253
192,2020-01-09 10:07:07,29.8,1,4,75.1,1255
193,2020-01-09 10:08:07,29.4,1,3,75.5,1245
194,2020-01-09 10:09:07,28.9,1,8,66.5,1261
195,2020-01-09 10:10:07,28.8,1,7,67.6,1304
196,2020-01-09 10:11:07,28.9,1,6,69.1,1339
197,2020-01-09 10:12:07,28.8,1,0,69.6,1359
198,2020-01-09 10:13:07,28.8,1,7,70.7,1484
199,2020-01-09 10:14:07,28.8,1,9,80.9,1529
200,2020-01-09 10:15:07,28.8,1,8,81.0,1565
201,2020-01-09 10:16:07,28.8,1,5,71.8,1571
202,2020-01-09 10:17:07,28.9,1,1,70.3,1575
203,2020-01-09 10:18:07,29.0,1,0,71.0,1541
204,2020-01-09 10:19:07,29.5,1,0,71.4,1504
205,2020-01-09 10:20:07,29.9,1,0,70.9,1471
206,2020-01-09 10:21:07,29.9,1,0,71.2,1437
207,2020-01-09 10:22:07,29.9,1,0,72.0,1398
208,2020-01-09 10:23:07,29.9,1,0,73.0,1359
209,2020-01-09 10:24:07,29.8,1,0,74.0,1329
210,2020-01-09 10:25:07,30.0,1,0,73.7,1293
211,2020-01-09 10:26:07,29.9,1,0,74.4,1262
212,2020-01-09 10:27:07,29.8,1,0,74.6,1220
213,2020-01-09 10:28:07,29.9,1,0,74.7,1177
214,2020-01-09 10:29:07,29.9,1,0,74.8,1141
215,2020-01-09 10:30:07,29.9,1,0,74.7,1121
216,2020-01-09 10:31:07,29.9,1,0,74.7,1081
217,2020-01-09 10:32:07,29.9,1,0,73.9,1039
218,2020-01-09 10:33:07,29.8,1,0,73.2,996
219,2020-01-09 10:34:07,29.9,1,0,73.2,951
220,2020-01-09 10:35:07,30.0,1,0,73.6,916
221,2020-01-09 10:36:07,29.9,1,0,74.1,884
222,2020-01-09 10:37:07,30.0,1,0,74.3,855
223,2020-01-09 10:38:07,29.9,1,0,73.6,854
224,2020-01-09 10:39:07,29.8,1,0,73.4,854
225,2020-01-09 10:40:07,29.9,1,0,73.6,853
226,2020-01-09 10:41:07,29.8,1,0,73.5,852
227,2020-01-09 10:42:07,29.9,1,0,73.6,852
228,2020-01-09 10:43:07,29.9,1,0,73.2,852
229,2020-01-09 10:44:07,29.9,1,0,72.9,852
230,2020-01-09 10:45:07,30.0,1,0,73.1,851
231,2020-01-09 10:46:07,29.9,1,0,73.1,851
232,2020-01-09 10:47:07,30.0,1,0,72.6,850
233,2020-01-09 10:48:07,30.0,1,0,72.2,850
234,2020-01-09 10:49:07,29.9,1,0,71.7,849
235,2020-01-09 10:50:07,29.9,1,0,71.4,848
236,2020-01-09 10:51:07,29.8,1,0,71.5,848
237,2020-01-09 10:52:07,29.8,1,0,72.1,848
238,2020-01-09 10:53:07,29.9,1,0,72.6,847
239,2020-01-09 10:54:07,30.0,1,0,73.6,847
240,2020-01-09 10:55:07,29.8,1,0,73.6,846
241,2020-01-09 10:56:07,29.9,1,0,72.3,845
242,2020-01-09 10:57:07,30.0,1,0,71.9,844
243,2020-01-09 10:58:07,29.9,1,0,71.6,843
244,2020-01-09 10:59:07,30.0,1,0,71.6,843
245,2020-01-09 11:00:07,29.9,1,0,71.5,843
246,2020-01-09 11:01:07,29.8,1,0,71.3,843
247,2020-01-09 11:02:07,29.9,1,0,71.7,842
248,2020-01-09 11:03:07,29.8,1,0,71.6,841
249,2020-01-09 11:04:07,29.7,1,0,71.2,841
250,2020-01-09 11:05:07,29.9,1,0,71.1,840
251,2020-01-09 11:06:07,29.9,1,0,70.6,839
252,2020-01-09 11:07:07,30.0,1,0,70.6,838
253,2020-01-09 11:08:07,29.9,1,0,70.0,838
254,2020-01-09 11:09:07,29.9,1,0,70.0,838
255,2020-01-09 11:10:07,29.9,1,0,69.7,839
256,2020-01-09 11:11:07,29.8,1,0,69.7,838
257,2020-01-09 11:12:07,29.9,1,0,70.2,838
258,2020-01-09 11:13:07,30.0,1,0,70.2,837
259,2020-01-09 11:14:07,30.0,1,0,70.1,836
260,2020-01-09 11:15:07,29.9,1,0,70.4,835
261,2020-01-09 11:16:07,29.9,1,0,71.4,835
262,2020-01-09 11:17:07,29.8,1,0,71.8,835
263,2020-01-09 11:18:07,29.9,1,0,71.8,835
264,2020-01-09 11:19:07,29.9,1,0,71.8,835
265,2020-01-09 11:20:07,29.8,1,0,72.0,835
266,2020-01-09 11:21:07,29.9,1,0,71.9,835
267,2020-01-09 11:22:07,29.9,1,0,72.0,834
268,2020-01-09 11:23:07,29.9,1,0,72.0,834
269,2020-01-09 11:24:07,30.0,1,0,72.1,834
270,2020-01-09 11:25:07,29.9,1,0,72.4,834
271,2020-01-09 11:26:07,29.9,1,0,72.2,834
272,2020-01-09 11:27:07,29.9,1,0,71.9,833
273,2020-01-09 11:28:07,29.9,1,0,71.8,833
274,2020-01-09 11:29:07,29.9,1,0,71.7,832
275,2020-01-09 11:30:07,29.8,1,0,71.7,831
276,2020-01-09 11:31:07,29.9,1,0,71.6,831
277,2020-01-09 11:32:07,29.9,1,0,71.8,831
278,2020-01-09 11:33:07,29.9,1,0,72.0,831
279,2020-01-09 11:34:07,30.0,1,0,72.1,831
280,2020-01-09 11:35:07,29.9,1,0,72.1,831
281,2020-01-09 11:36:07,29.9,1,0,71.0,831
282,2020-01-09 11:37:07,29.9,1,0,70.8,830
283,2020-01-09 11:38:07,29.9,1,0,70.0,830
284,2020-01-09 11:39:07,29.8,1,0,69.1,829
285,2020-01-09 11:40:07,29.7,1,0,67.6,829
286,2020-01-09 11:41:07,29.9,1,0,67.1,828
287,2020-01-09 11:42:07,29.9,1,0,66.9,828
288,2020-01-09 11:43:07,29.8,1,0,67.0,827
289,2020-01-09 11:44:07,30.0,1,0,67.9,827
290,2020-01-09 11:45:07,30.0,1,0,67.5,826
291,2020-01-09 11:46:07,29.9,1,0,68.3,827
292,2020-01-09 11:47:07,29.9,1,0,69.0,827
293,2020-01-09 11:48:07,29.9,1,0,70.1,828
294,2020-01-09 11:49:07,29.9,1,0,70.0,828
295,2020-01-09 11:50:07,29.9,1,0,69.6,827
296,2020-01-09 11:51:07,29.8,1,0,69.2,827
297,2020-01-09 11:52:07,29.7,1,0,69.6,826
298,2020-01-09 11:53:07,29.9,1,0,69.5,826
299,2020-01-09 11:54:07,29.9,1,0,70.3,826
300,2020-01-09 11:55:07,29.9,1,0,71.1,826
301,2020-01-09 11:56:07,30.1,1,0,71.4,827
302,2020-01-09 11:57:07,29.9,1,0,70.9,827
303,2020-01-09 11:58:07,29.9,1,0,70.4,827
304,2020-01-09 11:59:07,30.0,1,0,70.1,826
305,2020-01-09 12:00:07,29.9,1,0,69.7,826
306,2020-01-09 12:01:07,29.9,1,0,70.0,825
307,2020-01-09 12:02:07,29.9,1,0,70.8,825
308,2020-01-09 12:03:07,29.8,1,0,71.2,825
309,2020-01-09 12:04:07,29.8,1,0,71.4,826
310,2020-01-09 12:05:07,29.8,1,0,71.8,826
311,2020-01-09 12:06:07,29.9,1,0,71.7,826
312,2020-01-09 12:07:07,29.9,1,0,71.4,826
313,2020-01-09 12:08:07,29.9,1,0,71.5,826
314,2020-01-09 12:09:07,30.0,1,0,71.8,826
315,2020-01-09 12:10:07,30.0,1,0,72.0,826
316,2020-01-09 12:11:07,29.9,1,0,71.9,826
317,2020-01-09 12:12:07,29.9,1,0,71.3,826
318,2020-01-09 12:13:07,29.9,1,0,71.4,826
319,2020-01-09 12:14:07,29.9,1,0,71.5,827
320,2020-01-09 12:15:07,29.9,1,0,71.5,826
321,2020-01-09 12:16:07,29.8,1,0,71.2,826
322,2020-01-09 12:17:07,29.8,1,0,70.3,825
323,2020-01-09 12:18:07,29.9,1,0,69.7,825
324,2020-01-09 12:19:07,30.0,1,0,69.4,825
325,2020-01-09 12:20:07,30.0,1,0,69.4,826
326,2020-01-09 12:21:07,30.0,1,0,69.4,826
327,2020-01-09 12:22:07,29.9,1,0,68.7,826
328,2020-01-09 12:23:07,29.9,1,0,68.6,826
329,2020-01-09 12:24:07,29.9,1,0,68.0,825
330,2020-01-09 12:25:07,29.9,1,0,67.8,825
331,2020-01-09 12:26:07,29.9,1,0,67.7,825
332,2020-01-09 12:27:07,30.0,1,0,67.7,825
333,2020-01-09 12:28:07,29.8,1,0,67.7,824
334,2020-01-09 12:29:06,29.9,1,0,68.2,824
335,2020-01-09 12:30:07,29.9,1,0,68.3,824
336,2020-01-09 12:31:07,29.9,1,0,68.1,824
337,2020-01-09 12:32:07,29.9,1,0,68.0,824
338,2020-01-09 12:33:07,29.9,1,0,68.1,824
339,2020-01-09 12:34:07,29.5,1,0,68.8,847
340,2020-01-09 12:35:07,28.5,1,1,58.4,918
341,2020-01-09 12:36:07,28.1,1,4,58.7,951
342,2020-01-09 12:37:07,28.4,1,1,54.4,976
343,2020-01-09 12:38:07,28.3,1,0,52.0,1044
344,2020-01-09 12:39:07,28.0,1,2,56.7,1123
345,2020-01-09 12:40:07,27.7,1,1,67.3,1244
346,2020-01-09 12:41:07,27.4,1,2,63.8,1317
347,2020-01-09 12:42:07,27.1,1,0,58.7,1385
348,2020-01-09 12:43:07,26.8,1,3,56.0,1460
349,2020-01-09 12:44:07,26.2,1,4,55.3,1502
350,2020-01-09 12:45:07,26.0,1,1,54.1,1495
351,2020-01-09 12:46:07,25.7,1,2,62.3,1490
352,2020-01-09 12:47:07,25.2,1,0,66.0,1458
353,2020-01-09 12:48:07,25.1,1,0,65.3,1434
354,2020-01-09 12:49:07,25.0,1,0,65.7,1404
355,2020-01-09 12:50:07,24.9,1,0,66.5,1369
356,2020-01-09 12:51:07,24.8,1,0,66.7,1327
357,2020-01-09 12:52:07,24.6,1,0,67.1,1292
358,2020-01-09 12:53:07,24.6,1,0,67.6,1263
359,2020-01-09 12:54:07,24.6,1,0,68.1,1227
360,2020-01-09 12:55:07,24.7,1,0,68.0,1206
361,2020-01-09 12:56:07,24.7,1,0,67.7,1176
362,2020-01-09 12:57:07,24.6,1,0,68.0,1106
363,2020-01-09 12:58:07,24.6,1,0,68.6,1073
364,2020-01-09 12:59:07,24.6,1,0,68.8,1041
365,2020-01-09 13:00:07,24.6,1,0,69.0,998
366,2020-01-09 13:01:07,24.6,1,0,69.2,966
367,2020-01-09 13:02:07,24.5,1,0,69.5,941
368,2020-01-09 13:03:07,24.6,1,0,69.5,903
369,2020-01-09 13:04:07,24.6,1,0,70.2,877
370,2020-01-09 13:05:07,24.4,1,0,70.6,846
371,2020-01-09 13:06:07,24.4,1,0,71.1,845
372,2020-01-09 13:07:07,24.5,1,0,71.0,844
373,2020-01-09 13:08:07,24.5,1,0,71.2,843
374,2020-01-09 13:09:07,24.5,1,0,71.3,843
375,2020-01-09 13:10:07,24.5,1,0,70.8,842
376,2020-01-09 13:11:07,24.4,1,0,70.8,841
377,2020-01-09 13:12:07,24.4,1,0,70.9,841
378,2020-01-09 13:13:07,24.3,1,0,70.7,840
379,2020-01-09 13:14:07,24.2,1,0,71.2,839
380,2020-01-09 13:15:07,24.3,1,0,71.3,838
381,2020-01-09 13:16:07,24.2,1,0,71.4,838
382,2020-01-09 13:17:07,24.3,1,0,71.4,837
383,2020-01-09 13:18:07,24.4,1,0,70.8,836
384,2020-01-09 13:19:07,24.2,1,0,70.4,835
385,2020-01-09 13:20:07,24.3,1,0,69.3,835
386,2020-01-09 13:21:07,24.3,1,0,69.0,835
387,2020-01-09 13:22:07,24.2,1,0,68.7,834
388,2020-01-09 13:23:07,24.3,1,0,68.8,833
389,2020-01-09 13:24:07,24.3,1,0,68.5,833
390,2020-01-09 13:25:07,24.3,1,0,68.3,833
391,2020-01-09 13:26:07,24.4,1,0,67.6,832
392,2020-01-09 13:27:07,24.2,1,0,67.5,832
393,2020-01-09 13:28:07,24.3,1,0,67.5,832
394,2020-01-09 13:29:07,24.3,1,0,67.1,831
395,2020-01-09 13:30:07,24.2,1,0,67.0,831
396,2020-01-09 13:31:07,24.2,1,0,67.1,831
397,2020-01-09 13:32:07,24.2,1,3,67.0,860
398,2020-01-09 13:33:07,24.3,1,1,63.4,885
399,2020-01-09 13:34:07,24.3,1,5,73.7,966
400,2020-01-09 13:35:07,24.4,1,1,60.7,1061
401,2020-01-09 13:36:07,24.5,1,4,49.0,1143
402,2020-01-09 13:37:07,24.4,1,8,52.3,1230
403,2020-01-09 13:38:07,24.4,1,0,47.7,1332
404,2020-01-09 13:39:07,24.4,1,1,51.8,1392
405,2020-01-09 13:40:07,24.3,1,2,65.7,1469
406,2020-01-09 13:41:07,24.4,1,1,68.1,1537
407,2020-01-09 13:42:07,24.4,1,8,66.1,1565
408,2020-01-09 13:43:07,24.3,1,5,64.8,1557
409,2020-01-09 13:44:07,24.2,1,1,65.9,1554
410,2020-01-09 13:45:07,24.2,1,2,78.2,1553
411,2020-01-09 13:46:07,24.2,1,5,75.0,1549
412,2020-01-09 13:47:07,24.3,1,0,72.2,1549
413,2020-01-09 13:48:07,24.3,1,3,70.3,1528
414,2020-01-09 13:49:07,24.2,1,4,71.3,1516
415,2020-01-09 13:50:07,24.8,1,1,68.4,1498
416,2020-01-09 13:51:07,25.1,1,0,67.2,1506
417,2020-01-09 13:52:07,25.3,1,1,67.6,1506
418,2020-01-09 13:53:07,25.3,1,1,67.4,1495
419,2020-01-09 13:54:07,25.2,1,3,68.4,1501
420,2020-01-09 13:55:07,25.2,1,1,68.2,1482
421,2020-01-09 13:56:07,25.1,1,7,75.3,1481
422,2020-01-09 13:57:07,25.1,1,1,72.0,1487
423,2020-01-09 13:58:07,25.1,1,4,73.2,1476
424,2020-01-09 13:59:07,25.2,1,2,74.9,1459
425,2020-01-09 14:00:07,25.1,1,2,74.0,1442
426,2020-01-09 14:01:07,25.0,1,6,72.0,1456
427,2020-01-09 14:02:07,25.1,1,4,72.4,1478
428,2020-01-09 14:03:07,25.1,1,4,74.0,1483
429,2020-01-09 14:04:07,25.0,1,3,70.4,1467
430,2020-01-09 14:05:07,24.8,1,7,63.2,1473
431,2020-01-09 14:06:07,24.9,1,0,65.6,1443
432,2020-01-09 14:07:07,24.9,1,0,65.8,1422
433,2020-01-09 14:08:07,24.5,1,0,66.0,1379
434,2020-01-09 14:09:07,24.4,1,0,66.1,1351
435,2020-01-09 14:10:07,24.2,1,0,66.2,1322
436,2020-01-09 14:11:07,24.1,1,0,66.2,1299
437,2020-01-09 14:12:07,24.2,1,0,66.4,1274
438,2020-01-09 14:13:07,24.3,1,0,66.7,1247
439,2020-01-09 14:14:07,24.3,1,0,67.1,1209
440,2020-01-09 14:15:07,24.4,1,0,67.3,1172
441,2020-01-09 14:16:07,24.3,1,0,67.7,1145
442,2020-01-09 14:17:07,24.3,1,0,67.8,1106
443,2020-01-09 14:18:07,24.3,1,0,68.4,1065
444,2020-01-09 14:19:07,24.2,1,0,68.5,1032
445,2020-01-09 14:20:07,24.2,1,0,68.4,1005
446,2020-01-09 14:21:07,24.2,1,0,68.2,970
447,2020-01-09 14:22:07,24.1,1,0,67.7,941
448,2020-01-09 14:23:07,24.1,1,0,67.4,914
449,2020-01-09 14:24:07,24.2,1,0,67.5,889
450,2020-01-09 14:25:07,24.2,1,0,67.7,854
451,2020-01-09 14:26:07,24.2,1,0,68.4,851
452,2020-01-09 14:27:07,24.2,1,0,68.8,850
453,2020-01-09 14:28:07,24.2,1,0,69.0,850
454,2020-01-09 14:29:07,24.2,1,0,69.0,849
455,2020-01-09 14:30:07,24.2,1,0,69.6,848
456,2020-01-09 14:31:07,24.2,1,0,70.2,848
457,2020-01-09 14:32:07,24.1,1,0,69.8,848
458,2020-01-09 14:33:07,24.2,1,0,69.9,847
459,2020-01-09 14:34:07,24.2,1,0,69.1,847
460,2020-01-09 14:35:07,24.0,1,0,69.3,845
461,2020-01-09 14:36:07,24.0,1,0,69.7,844
462,2020-01-09 14:37:07,24.2,1,0,70.1,844
463,2020-01-09 14:38:07,0.0,1,0,66.3,919
464,2020-01-13 07:22:33,26.2,1,0,66.3,786
465,2020-01-13 07:29:53,26.1,1,0,66.3,719
466,2020-01-13 07:30:53,26.1,1,0,66.3,738
467,2020-01-13 07:31:53,24.6,1,2,63.5,763
468,2020-01-13 07:32:53,23.1,1,2,67.6,787
469,2020-01-13 07:33:53,23.2,1,3,72.4,851
470,2020-01-13 07:34:53,22.8,1,1,69.0,869
471,2020-01-13 07:35:53,22.3,1,2,60.4,920
