,index,i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
31,94,51,2020-01-14 10:19:03,48.78846153846153,1,8,16.1,800,0
32,95,52,2020-01-14 10:20:03,48.773076923076914,1,1,15.7,832,0
33,101,53,2020-01-14 10:21:03,48.773076923076914,1,0,19.3,864,0
34,102,54,2020-01-14 10:22:03,48.79615384615384,1,0,19.2,832,0
35,109,55,2020-01-14 10:23:03,48.826923076923066,1,48,10.2,864,0
36,115,56,2020-01-14 10:24:03,48.85384615384615,1,19,4.8,2048,0
37,117,57,2020-01-14 10:25:03,48.880769230769225,1,0,2.0,832,0
38,123,58,2020-01-14 10:26:03,48.94230769230769,1,0,28.6,1088,0
39,127,59,2020-01-14 10:27:03,49.03076923076923,1,0,36.2,832,0
40,131,60,2020-01-14 10:28:03,49.092307692307685,1,50,36.0,2080,0
41,134,61,2020-01-14 10:29:03,49.153846153846146,1,0,30.6,832,0
42,138,62,2020-01-14 10:30:03,49.22692307692307,1,51,11.7,1984,0
43,139,63,2020-01-14 10:31:03,49.3,1,0,8.1,832,0
44,144,64,2020-01-14 10:32:03,49.37307692307692,1,7,-0.5,896,0
45,147,65,2020-01-14 10:33:03,49.42692307692308,1,26,4.5,1024,0
46,152,66,2020-01-14 10:34:03,49.43461538461539,1,20,10.5,2112,0
47,156,67,2020-01-14 10:35:03,49.42692307692308,1,21,12.8,1056,0
48,160,68,2020-01-14 10:36:03,49.41538461538461,1,0,13.1,832,0
49,161,69,2020-01-14 10:37:03,49.4076923076923,1,0,13.2,704,0
50,162,70,2020-01-14 10:38:03,49.39999999999999,1,1,13.9,832,0
51,166,72,2020-01-14 10:41:03,49.38461538461539,1,0,26.8,928,0
52,167,73,2020-01-14 10:56:22,49.34615384615385,1,1,25.7,832,0
53,168,74,2020-01-14 11:02:11,49.29230769230769,1,0,2.2,832,0
54,169,75,2020-01-14 11:03:11,49.223076923076924,1,0,3.2,832,0
55,170,76,2020-01-14 11:04:11,49.146153846153844,1,1,3.2,832,0
56,172,77,2020-01-14 11:05:11,49.05384615384615,1,14,0.9,1504,0
57,177,78,2020-01-14 11:06:11,48.93846153846153,1,0,0.6,832,0
58,183,79,2020-01-14 11:07:11,48.842307692307685,1,26,-3.1,1184,0
59,189,80,2020-01-14 11:08:11,48.75384615384615,1,0,-5.6,832,0
60,195,81,2020-01-14 11:09:11,48.64230769230768,1,47,3.3,1888,0
61,204,82,2020-01-14 11:10:11,48.5076923076923,1,21,8.4,2144,0
62,211,83,2020-01-14 11:11:11,48.373076923076916,1,28,7.0,1632,0
63,212,84,2020-01-14 11:12:11,48.24230769230768,1,0,3.0,832,0
64,216,85,2020-01-14 11:13:11,48.08846153846153,1,34,-9.0,2048,0
65,218,86,2020-01-14 11:14:11,47.903846153846146,1,43,-13.3,2560,0
66,225,87,2020-01-14 11:15:11,47.71923076923076,1,25,-7.4,800,0
67,228,88,2020-01-14 11:16:11,47.530769230769224,1,33,-1.9,2080,0
68,230,89,2020-01-14 11:17:11,47.34999999999999,1,49,-4.3,800,0
69,231,90,2020-01-14 11:18:11,47.17692307692307,1,30,-1.9,1696,0
70,232,91,2020-01-14 11:19:11,47.015384615384605,1,11,3.3,2624,0
71,237,92,2020-01-14 11:20:11,46.8653846153846,1,17,0.1,1664,0
72,245,93,2020-01-14 11:21:11,46.749999999999986,1,31,-2.3,1984,0
73,252,94,2020-01-14 11:22:11,46.673076923076906,1,49,-2.7,2784,0
74,257,95,2020-01-14 11:23:11,46.59999999999999,1,24,-2.1,832,0
75,261,96,2020-01-14 11:24:11,46.51923076923076,1,35,-2.5,2176,0
76,263,97,2020-01-14 11:25:11,46.442307692307686,1,12,0.2,3232,0
77,266,98,2020-01-14 11:26:11,46.37692307692306,1,33,5.0,1888,0
78,269,99,2020-01-14 11:27:11,46.31538461538461,1,24,6.6,2528,0
79,282,100,2020-01-14 11:28:11,46.26153846153845,1,16,-0.5,832,0
80,285,101,2020-01-14 11:29:11,46.226923076923065,1,30,-3.4,1056,0
81,290,102,2020-01-14 11:30:11,46.19999999999998,1,5,0.3,960,0
82,295,103,2020-01-14 11:31:11,46.188461538461524,1,5,-0.8,960,0
83,296,104,2020-01-14 11:32:11,46.2153846153846,1,5,-0.8,832,0
84,297,105,2020-01-14 11:33:11,46.23846153846153,1,5,-0.8,832,0
85,299,106,2020-01-14 14:31:01,46.24230769230768,1,0,2.1,1216,0
86,300,107,2020-01-14 14:32:01,46.25384615384614,1,0,2.1,896,0
87,301,108,2020-01-14 14:33:01,46.26923076923076,1,0,2.1,1888,0
88,302,109,2020-01-14 14:34:01,46.280769230769224,1,0,2.1,2176,0
89,303,110,2020-01-14 14:35:01,46.273076923076914,1,0,2.1,1088,0
90,305,111,2020-01-14 14:36:01,46.24615384615383,1,10,0.5,2432,0
91,312,112,2020-01-14 14:37:01,46.226923076923065,1,5,0.1,1152,0
92,315,113,2020-01-14 14:38:01,46.23076923076921,1,4,1.9,832,0
93,316,114,2020-01-14 14:39:01,46.24615384615383,1,0,4.2,832,0
94,317,115,2020-01-14 14:40:01,46.28846153846152,1,0,4.0,832,0
95,318,116,2020-01-14 14:41:01,46.31153846153844,1,1,4.1,832,0
96,319,117,2020-01-14 14:42:01,46.33076923076921,1,0,4.0,832,0
97,322,118,2020-01-14 14:43:01,46.35769230769229,1,4,7.4,864,0
98,325,119,2020-01-14 14:44:01,46.376923076923056,1,23,3.9,1888,0
99,327,120,2020-01-14 14:45:01,46.38076923076921,1,0,3.7,832,0
100,341,121,2020-01-14 14:46:01,46.403846153846125,1,24,2.1,3360,0
101,349,122,2020-01-14 14:47:01,46.44615384615382,1,19,0.2,832,0
102,357,123,2020-01-14 14:48:01,46.48461538461535,1,3,-3.1,960,0
103,358,124,2020-01-14 14:49:01,46.52692307692304,1,2,-3.1,1056,0
104,359,125,2020-01-14 14:50:01,46.5884615384615,1,2,-3.1,832,0
105,360,126,2020-01-14 14:51:01,46.64230769230766,1,2,-3.1,832,0
106,363,128,2020-01-16 11:02:40,46.68846153846151,1,0,-1.7,2144,0
107,364,129,2020-01-16 11:03:40,46.71923076923075,1,0,-1.7,1312,1
108,365,130,2020-01-16 11:04:40,46.71153846153844,1,0,-1.7,928,1
109,366,131,2020-01-16 11:05:40,46.661538461538434,1,0,16.5,832,1
110,367,132,2020-01-16 11:06:40,46.60384615384613,1,0,11.3,864,1
111,368,133,2020-01-16 11:07:40,46.534615384615364,1,0,14.3,864,1
112,369,134,2020-01-16 11:08:40,46.461538461538446,1,0,13.3,832,1
113,370,135,2020-01-16 11:09:40,46.41153846153845,1,0,13.1,832,1
114,371,136,2020-01-16 11:10:40,46.3653846153846,1,0,12.8,832,1
115,372,137,2020-01-16 11:11:40,46.338461538461516,1,0,12.9,832,1
116,374,138,2020-01-16 11:12:40,46.31538461538459,1,0,11.3,832,1
117,377,139,2020-01-16 11:13:40,46.27307692307689,1,31,1.6,1760,1
118,383,140,2020-01-16 11:14:40,46.22692307692306,1,0,4.1,832,1
119,388,141,2020-01-16 11:15:40,46.18461538461536,1,0,-0.3,896,1
120,391,142,2020-01-16 11:16:40,46.1153846153846,1,39,18.6,2336,1
121,394,143,2020-01-16 11:17:40,46.04999999999998,1,35,22.9,832,1
122,398,144,2020-01-16 11:18:40,45.9730769230769,1,1,9.9,832,1
123,408,145,2020-01-16 11:19:40,45.884615384615365,1,47,2.5,1920,1
124,416,146,2020-01-16 11:20:40,45.78461538461537,1,1,-1.1,832,1
125,423,147,2020-01-16 11:21:40,45.680769230769215,1,2,3.5,864,1
126,424,148,2020-01-16 11:22:40,45.57692307692306,1,13,2.9,1120,1
127,425,149,2020-01-16 11:23:40,45.4730769230769,1,6,-1.3,1312,1
128,432,150,2020-01-16 11:24:40,45.35769230769229,1,13,-5.1,1536,1
129,434,151,2020-01-16 11:25:40,45.226923076923065,1,0,10.3,832,1
130,436,152,2020-01-16 11:26:40,45.09615384615384,1,0,0.8,832,1
131,440,153,2020-01-16 11:27:40,45.01153846153845,1,35,20.8,2016,1
132,444,154,2020-01-16 11:28:40,44.96153846153845,1,2,19.0,1056,1
133,449,155,2020-01-16 11:29:40,44.930769230769215,1,0,25.5,832,1
134,454,156,2020-01-16 11:30:40,44.923076923076906,1,47,11.3,2016,1
135,456,157,2020-01-16 11:31:40,44.93076923076921,1,49,8.5,2880,1
136,460,158,2020-01-16 11:32:40,44.93846153846151,1,4,7.4,992,1
137,464,159,2020-01-16 11:33:40,44.961538461538424,1,42,8.8,2496,1
138,466,160,2020-01-16 11:34:40,44.9961538461538,1,0,11.7,832,1
139,470,161,2020-01-16 11:35:40,45.019230769230724,1,29,22.5,1728,1
140,472,162,2020-01-16 11:36:40,45.02307692307688,1,1,27.0,832,1
141,479,163,2020-01-16 11:37:40,44.9961538461538,1,18,-3.5,1760,1
142,481,164,2020-01-16 11:38:40,44.961538461538424,1,0,-7.1,832,1
143,483,165,2020-01-16 11:39:40,44.93846153846151,1,0,2.7,864,1
144,484,166,2020-01-16 11:40:40,44.90769230769227,1,0,2.5,832,1
145,485,167,2020-01-16 11:41:40,44.85769230769226,1,0,2.7,832,1
146,486,168,2020-01-16 11:42:40,44.792307692307645,1,0,2.6,832,1
147,487,169,2020-01-16 11:43:40,44.730769230769184,1,0,2.3,832,1
148,488,170,2020-01-16 11:44:40,44.68076923076919,1,1,2.2,832,1
149,489,171,2020-01-16 11:45:40,44.634615384615344,1,0,2.4,832,1
150,490,172,2020-01-16 11:46:40,44.59999999999995,1,0,2.4,832,1
151,491,173,2020-01-16 11:47:40,44.549999999999955,1,0,2.6,832,1
152,495,174,2020-01-16 11:48:40,44.49999999999996,1,15,8.7,1856,1
153,502,175,2020-01-16 11:49:40,44.476923076923036,1,5,20.4,960,1
154,505,176,2020-01-16 11:50:40,44.46923076923073,1,38,11.9,2304,1
155,510,177,2020-01-16 11:51:40,44.46153846153842,1,4,7.9,928,1
156,516,178,2020-01-16 11:52:40,44.43076923076918,1,42,0.1,2496,1
157,522,179,2020-01-16 11:53:40,44.37307692307687,1,45,0.2,1760,1
158,523,180,2020-01-16 11:54:40,44.280769230769174,1,27,6.0,1120,1
159,524,181,2020-01-16 11:55:40,44.16153846153841,1,0,7.3,832,1
160,527,182,2020-01-16 11:56:40,44.04615384615379,1,0,11.2,832,1
161,529,183,2020-01-16 11:57:40,43.93461538461534,1,35,2.4,2240,1
162,532,184,2020-01-16 11:58:40,43.81923076923072,1,5,3.8,832,1
163,533,185,2020-01-16 11:59:40,43.69999999999996,1,35,4.2,2080,1
164,538,186,2020-01-16 12:00:40,43.60384615384611,1,0,7.8,832,1
165,545,187,2020-01-16 12:01:40,43.53076923076919,1,12,3.3,1664,1
166,548,188,2020-01-16 12:02:40,43.476923076923036,1,23,5.4,2304,1
167,554,189,2020-01-16 12:03:40,43.43076923076919,1,25,9.7,2784,1
168,557,190,2020-01-16 12:04:40,43.392307692307654,1,59,8.3,2432,1
169,573,191,2020-01-16 12:05:40,43.36153846153842,1,50,11.2,2016,1
170,580,192,2020-01-16 12:06:40,43.34615384615381,1,15,6.1,1664,1
171,586,193,2020-01-16 12:07:40,43.34999999999997,1,34,10.6,1280,1
172,592,194,2020-01-16 12:08:40,43.36538461538459,1,1,6.8,864,1
173,601,195,2020-01-16 12:09:40,43.38461538461536,1,16,12.3,1472,1
174,604,196,2020-01-16 12:10:40,43.396153846153815,1,0,12.7,832,1
175,605,197,2020-01-16 12:11:40,43.39230769230766,1,0,12.8,832,1
176,606,198,2020-01-16 12:12:40,43.36538461538458,1,0,12.8,832,1
177,607,199,2020-01-16 12:13:40,43.326923076923045,1,0,12.7,832,1
178,608,200,2020-01-16 12:14:40,43.26153846153842,1,0,12.6,832,1
179,609,201,2020-01-16 12:15:40,43.16153846153843,1,0,12.8,832,1
180,610,202,2020-01-16 12:16:40,43.06153846153843,1,0,13.0,832,1
181,611,203,2020-01-16 12:17:40,42.97692307692304,1,1,13.5,832,1
182,612,204,2020-01-16 12:18:40,42.9230769230769,1,0,13.6,832,1
183,613,205,2020-01-16 12:19:40,42.8730769230769,1,0,13.7,832,1
184,614,206,2020-01-16 12:20:40,42.838461538461516,1,0,13.9,832,1
185,620,207,2020-01-16 12:21:40,42.846153846153825,1,27,26.7,1472,1
186,632,208,2020-01-16 12:22:40,42.84999999999999,1,40,19.9,2336,1
187,639,209,2020-01-16 12:23:40,42.846153846153825,1,16,12.7,832,1
188,645,210,2020-01-16 12:24:40,42.869230769230754,1,69,8.6,1664,1
189,652,211,2020-01-16 12:25:40,42.9153846153846,1,64,5.5,2464,1
190,659,212,2020-01-16 12:26:40,42.93076923076922,1,8,0.1,992,1
191,666,213,2020-01-16 12:27:40,42.90384615384615,1,70,-1.3,3008,1
192,677,214,2020-01-16 12:28:40,42.849999999999994,1,68,-0.6,2464,1
193,680,215,2020-01-16 12:29:40,42.78461538461538,1,34,0.0,2016,1
194,685,216,2020-01-16 12:30:40,42.73076923076922,1,42,2.5,2592,1
195,692,217,2020-01-16 12:31:40,42.68461538461538,1,27,6.7,2240,1
196,693,218,2020-01-16 12:32:40,42.63846153846153,1,1,11.7,1344,1
197,695,219,2020-01-16 12:33:40,42.58846153846153,1,0,11.2,832,1
198,697,220,2020-01-16 12:34:40,42.507692307692295,1,9,9.4,928,1
199,701,221,2020-01-16 12:35:40,42.39615384615383,1,6,5.8,1248,1
200,709,222,2020-01-16 12:36:40,42.31538461538459,1,59,4.9,2496,1
201,718,223,2020-01-16 12:37:40,42.26923076923075,1,56,5.8,2048,1
202,726,224,2020-01-16 12:38:40,42.22307692307691,1,62,5.6,2240,1
203,732,225,2020-01-16 12:39:40,42.2153846153846,1,43,5.1,1792,1
204,738,226,2020-01-16 12:40:40,42.26923076923076,1,72,3.4,2624,1
205,746,227,2020-01-16 12:41:40,42.33076923076922,1,70,3.6,2528,1
206,751,228,2020-01-16 12:42:40,42.38076923076922,1,49,2.5,2112,1
207,758,229,2020-01-16 12:43:40,42.42692307692307,1,77,3.0,2816,1
208,767,230,2020-01-16 12:44:40,42.45769230769229,1,77,5.1,2816,1
209,774,231,2020-01-16 12:45:40,42.461538461538446,1,73,6.4,2656,1
210,785,232,2020-01-16 12:46:40,42.42692307692305,1,31,3.6,1888,1
211,787,233,2020-01-16 12:47:40,42.36538461538459,1,66,0.6,2432,1
212,795,234,2020-01-16 12:48:40,42.30769230769228,1,54,1.8,2304,1
213,805,235,2020-01-16 12:49:40,42.24999999999997,1,53,0.3,2304,1
214,810,236,2020-01-16 12:50:40,42.1730769230769,1,0,4.9,832,1
215,811,237,2020-01-16 12:51:40,42.0807692307692,1,0,4.5,832,1
216,812,238,2020-01-16 12:52:40,42.007692307692274,1,0,4.8,832,1
217,813,239,2020-01-16 12:53:40,41.94230769230766,1,0,6.0,832,1
218,814,240,2020-01-16 12:54:40,41.86538461538458,1,0,6.3,832,1
219,815,241,2020-01-16 12:55:40,41.796153846153814,1,5,6.4,1536,1
220,826,242,2020-01-16 12:56:40,41.723076923076896,1,55,3.7,2304,1
221,831,243,2020-01-16 12:57:40,41.62692307692305,1,1,0.9,832,1
222,833,244,2020-01-16 12:58:40,41.519230769230745,1,68,1.5,2880,1
223,834,245,2020-01-16 12:59:39,41.41153846153843,1,48,-0.3,2112,1
224,836,246,2020-01-16 13:00:40,41.33846153846151,1,27,-1.4,2784,1
225,844,247,2020-01-16 13:01:40,41.30384615384613,1,31,9.5,1792,1
226,847,248,2020-01-16 13:02:40,41.22692307692306,1,0,8.8,832,1
227,858,249,2020-01-16 13:03:40,41.10769230769228,1,67,8.1,2816,1
228,871,250,2020-01-16 13:04:40,41.003846153846126,1,86,15.5,3136,1
229,877,251,2020-01-16 13:05:40,40.88461538461536,1,23,10.4,2272,1
230,883,252,2020-01-16 13:06:40,40.71923076923075,1,70,15.0,2592,1
231,889,253,2020-01-16 13:07:40,40.54615384615382,1,81,27.3,2944,1
232,906,254,2020-01-16 13:08:40,40.36538461538459,1,85,28.6,3104,1
233,918,255,2020-01-16 13:09:40,40.89230769230767,1,86,27.6,3104,1
234,929,256,2020-01-16 13:10:40,41.43076923076921,1,98,-10.4,3232,1
235,940,257,2020-01-16 13:11:40,41.996153846153824,1,95,-9.4,3456,1
236,948,258,2020-01-16 13:12:40,42.588461538461516,1,91,27.6,3296,1
237,954,259,2020-01-16 13:13:40,43.16923076923076,1,85,23.2,3136,1
238,968,260,2020-01-16 13:14:40,43.719230769230755,1,86,45.9,3008,1
239,978,261,2020-01-16 13:15:40,44.26153846153845,1,92,83.0,3136,1
240,993,262,2020-01-16 13:16:40,44.79999999999999,1,87,83.7,3136,1
241,1001,263,2020-01-16 13:17:40,45.32307692307692,1,97,39.2,3488,1
242,1016,264,2020-01-16 13:18:40,45.83076923076923,1,75,13.5,2656,1
243,1023,265,2020-01-16 13:19:40,46.373076923076916,1,42,10.1,2560,1
244,1034,266,2020-01-16 13:20:40,46.965384615384615,1,0,4.4,832,1
245,1040,268,2020-01-16 13:25:46,47.56538461538461,1,1,35.8,832,1
246,1045,269,2020-01-16 13:26:46,48.16923076923076,1,0,22.3,832,0
247,1049,270,2020-01-16 13:27:46,48.79999999999999,1,39,15.8,2240,0
248,1060,271,2020-01-16 13:28:46,49.442307692307686,1,48,8.7,2656,0
249,1068,272,2020-01-16 13:29:46,50.08846153846154,1,13,12.0,992,0
250,1076,273,2020-01-16 13:30:46,50.73076923076923,1,72,9.7,3040,0
251,1080,274,2020-01-16 13:31:46,51.36538461538461,1,14,14.9,832,0
252,1092,275,2020-01-16 13:32:46,52.01153846153847,1,59,10.4,2016,0
253,1093,276,2020-01-16 13:33:46,52.66923076923078,1,1,11.9,1056,0
254,1094,277,2020-01-16 13:34:46,53.33076923076924,1,2,21.9,928,0
255,1097,278,2020-01-16 13:35:46,54.000000000000014,1,0,11.9,832,0
256,1103,279,2020-01-16 13:36:46,54.68076923076925,1,12,2.1,864,0
257,1106,280,2020-01-16 13:37:46,55.36923076923079,1,3,0.6,832,0
258,1107,281,2020-01-16 13:38:46,56.073076923076954,1,3,0.6,832,0
259,1109,282,2020-01-16 14:56:20,56.073076923076954,1,0,3.4,1408,0
260,1111,283,2020-01-16 15:05:08,56.0692307692308,1,0,3.4,0,0
261,1112,284,2020-01-16 15:06:34,56.05769230769234,1,0,3.4,0,0
262,1113,285,2020-01-16 15:07:34,56.05000000000003,1,0,3.4,0,0
263,1114,286,2020-01-16 15:08:34,56.05769230769234,1,0,3.4,0,0
264,1115,287,2020-01-16 15:09:34,56.09230769230773,1,0,3.4,0,0
265,1116,288,2020-01-16 15:10:34,56.13846153846158,1,0,3.4,0,0
266,1117,289,2020-01-16 15:11:34,56.18461538461543,1,0,3.4,0,0
267,1119,290,2020-01-16 15:18:11,56.24230769230773,1,0,3.4,928,0
268,1123,294,2020-01-17 09:05:49,56.3038461538462,1,0,3.4,1248,0
269,1124,295,2020-01-17 09:06:49,56.346153846153896,1,0,3.4,1056,1
270,1125,296,2020-01-17 09:07:49,56.37307692307698,1,0,3.4,1568,1
271,1126,297,2020-01-17 09:08:49,56.39615384615391,1,0,3.4,960,1
272,1127,298,2020-01-17 09:09:49,56.40384615384622,1,3,21.5,864,1
273,1128,299,2020-01-17 09:11:22,56.384615384615444,1,0,10.2,864,1
274,1129,300,2020-01-17 09:12:22,56.34615384615391,1,0,6.4,832,1
275,1130,301,2020-01-17 09:13:22,56.30769230769237,1,0,6.9,832,1
276,1131,302,2020-01-17 09:14:22,56.28461538461544,1,0,7.0,832,1
277,1132,303,2020-01-17 09:15:22,56.26538461538467,1,0,6.4,832,1
278,1133,304,2020-01-17 09:16:22,56.219230769230826,1,0,6.4,832,1
279,1134,305,2020-01-17 09:17:22,56.16153846153851,1,0,6.6,832,1
280,1135,306,2020-01-17 09:18:22,56.11923076923082,1,0,6.6,832,1
281,1136,307,2020-01-17 09:19:22,56.06153846153851,1,0,6.5,896,1
282,1137,308,2020-01-17 09:20:22,56.00000000000004,1,0,6.3,832,1
283,1138,309,2020-01-17 09:21:22,55.95384615384619,1,0,6.4,832,1
284,1144,310,2020-01-17 09:22:22,55.88076923076927,1,40,8.9,2432,1
285,1156,311,2020-01-17 09:23:22,55.788461538461576,1,60,5.1,2624,1
286,1160,312,2020-01-17 09:24:22,55.69615384615388,1,67,13.9,2432,1
287,1171,313,2020-01-17 09:25:22,55.60769230769234,1,6,0.5,1024,1
288,1183,314,2020-01-17 09:26:22,55.52692307692311,1,1,8.1,928,1
289,1191,315,2020-01-17 09:27:22,55.44230769230773,1,68,8.8,2464,1
290,1200,316,2020-01-17 09:28:22,55.35000000000003,1,66,13.9,2816,1
291,1210,317,2020-01-17 09:29:22,55.25769230769234,1,77,18.9,2816,1
292,1219,318,2020-01-17 09:30:22,55.16538461538464,1,76,25.8,2720,1
293,1232,319,2020-01-17 09:31:22,55.07307692307695,1,50,19.2,1984,1
294,1250,320,2020-01-17 09:32:22,54.98076923076925,1,99,10.3,3584,1
295,1256,321,2020-01-17 09:33:22,54.888461538461556,1,85,20.9,3072,1
296,1272,322,2020-01-17 09:34:22,54.79615384615386,1,68,16.9,2528,1
297,1281,323,2020-01-17 09:35:22,54.70384615384616,1,22,14.0,832,1
298,1286,324,2020-01-17 09:36:22,54.61538461538463,1,12,15.0,1152,1
299,1293,325,2020-01-17 09:37:22,54.542307692307695,1,14,38.9,736,1
300,1299,326,2020-01-17 09:38:22,54.48846153846154,1,0,35.7,832,1
301,1300,327,2020-01-17 09:39:22,54.434615384615384,1,0,36.5,832,1
302,1301,328,2020-01-17 09:40:22,54.36538461538461,1,0,37.1,832,1
303,1302,329,2020-01-17 09:41:22,54.29230769230769,1,0,37.2,832,1
304,1303,330,2020-01-17 09:42:22,54.24615384615384,1,0,37.3,832,1
305,1304,331,2020-01-17 09:43:22,54.2576923076923,1,0,37.2,832,1
306,1305,332,2020-01-17 09:44:22,54.25384615384615,1,0,36.7,832,1
307,1306,333,2020-01-17 09:45:22,54.26538461538461,1,0,36.9,832,1
308,1307,334,2020-01-17 09:46:22,54.28076923076923,1,0,37.1,832,1
309,1308,335,2020-01-17 09:47:22,54.28076923076923,1,0,37.3,832,1
310,1309,336,2020-01-17 09:48:22,54.30769230769231,1,0,37.3,864,1
311,1310,337,2020-01-17 09:49:22,54.353846153846156,1,0,37.5,832,1
312,1311,338,2020-01-17 09:50:22,54.400000000000006,1,0,37.9,832,1
313,1312,339,2020-01-17 09:51:22,54.43846153846154,1,0,38.4,896,1
314,1313,340,2020-01-17 09:52:22,54.46923076923077,1,0,38.1,832,1
315,1314,341,2020-01-17 09:53:22,54.50769230769231,1,0,37.8,832,1
316,1320,342,2020-01-17 09:54:22,54.55384615384616,1,0,40.0,832,1
317,1324,343,2020-01-17 10:01:08,54.60000000000001,1,0,40.8,832,1
318,1325,344,2020-01-17 10:02:10,54.64615384615385,1,0,18.8,832,1
319,1326,345,2020-01-17 10:03:10,54.6923076923077,1,0,18.6,832,1
320,1327,346,2020-01-17 10:04:10,54.73846153846155,1,1,18.4,832,1
321,1328,347,2020-01-17 10:05:10,54.7846153846154,1,1,18.9,832,1
322,1329,348,2020-01-17 10:06:10,54.82692307692309,1,1,19.0,832,1
323,1330,349,2020-01-17 10:07:10,54.85769230769232,1,1,19.4,832,1
324,1331,350,2020-01-17 10:08:10,54.876923076923084,1,1,19.3,832,1
325,1332,351,2020-01-17 10:09:10,54.89615384615385,1,0,20.3,832,1
326,1333,352,2020-01-17 10:10:10,54.915384615384625,1,0,20.5,832,1
327,1334,353,2020-01-17 10:11:10,54.93461538461539,1,0,20.6,832,1
328,1335,354,2020-01-17 10:12:10,54.95384615384616,1,1,20.3,832,1
329,1336,355,2020-01-17 10:13:10,54.97307692307693,1,0,20.2,832,1
330,1337,356,2020-01-17 10:14:10,54.9923076923077,1,0,20.7,832,1
331,1338,357,2020-01-17 10:15:10,54.96538461538462,1,0,21.0,832,1
332,1339,358,2020-01-17 10:16:10,54.93846153846154,1,0,20.5,832,1
333,1340,359,2020-01-17 10:17:10,54.900000000000006,1,0,20.7,832,1
334,1341,360,2020-01-17 10:18:10,54.853846153846156,1,0,20.7,832,1
335,1342,361,2020-01-17 10:19:10,54.80769230769231,1,0,20.8,832,1
336,1343,362,2020-01-17 10:20:10,54.76153846153846,1,0,21.1,832,1
337,1344,363,2020-01-17 10:21:10,54.715384615384615,1,0,22.5,832,1
338,1345,364,2020-01-17 10:22:10,54.669230769230765,1,0,23.1,832,1
339,1346,365,2020-01-17 10:23:10,54.623076923076916,1,1,22.8,832,1
340,1347,366,2020-01-17 10:24:10,54.576923076923066,1,0,23.4,832,1
341,1348,367,2020-01-17 10:25:10,54.530769230769224,1,0,23.3,832,1
342,1349,368,2020-01-17 10:26:10,54.484615384615374,1,0,23.7,832,1
343,1350,369,2020-01-17 10:27:10,54.438461538461524,1,0,23.6,832,1
344,1351,370,2020-01-17 10:28:10,54.392307692307675,1,0,23.9,832,1
345,1352,371,2020-01-17 10:29:10,54.346153846153825,1,1,23.8,832,1
346,1353,372,2020-01-17 10:30:10,54.29999999999998,1,1,23.7,832,1
347,1354,373,2020-01-17 10:31:10,54.25384615384613,1,0,23.4,832,1
348,1355,374,2020-01-17 10:32:10,54.211538461538446,1,0,22.7,832,1
