,dtime,fuellevel,ingection,speed,height,tachometer
96,2020-01-10 12:00:55,35.4,1,0,8.2,664
97,2020-01-10 12:01:55,35.0,1,37,5.6,2125
98,2020-01-10 12:02:55,34.2,1,8,3.3,657
99,2020-01-10 12:03:55,32.7,1,8,3.3,673
100,2020-01-10 12:04:55,33.5,1,8,3.3,671
101,2020-01-10 14:04:47,34.8,1,0,3.6,734
102,2020-01-10 14:05:47,35.9,1,0,3.6,665
103,2020-01-10 14:06:47,35.8,1,2,3.2,669
104,2020-01-10 14:07:47,34.1,1,8,4.5,1707
105,2020-01-10 14:08:47,34.4,1,51,5.3,2601
106,2020-01-10 14:09:47,35.6,1,77,4.0,2146
107,2020-01-10 14:10:47,33.4,1,2,4.6,1354
108,2020-01-10 14:11:47,31.6,1,1,10.7,666
109,2020-01-10 14:12:47,34.4,1,56,10.3,1911
110,2020-01-10 14:13:47,35.3,1,68,13.3,1835
111,2020-01-10 14:14:47,33.6,1,73,14.6,1989
112,2020-01-10 14:15:47,33.9,1,77,6.8,2124
113,2020-01-10 14:16:47,34.2,1,94,17.5,2542
114,2020-01-10 14:17:47,34.2,1,102,21.4,2804
115,2020-01-10 14:18:47,34.2,1,92,27.4,2563
116,2020-01-10 14:19:47,34.6,1,101,66.6,2760
117,2020-01-10 14:20:47,33.0,1,90,26.9,2508
118,2020-01-10 14:21:47,31.9,1,100,27.6,2792
119,2020-01-10 14:22:46,32.4,1,98,-4.6,2655
120,2020-01-10 14:23:47,32.0,1,100,-4.9,2776
121,2020-01-10 14:24:47,33.7,1,95,33.0,2638
122,2020-01-10 14:25:47,33.4,1,94,23.8,2601
123,2020-01-10 14:26:47,32.1,1,99,16.6,2712
124,2020-01-10 14:27:47,29.8,1,39,11.1,2511
125,2020-01-10 14:28:47,29.0,1,65,12.5,2178
126,2020-01-10 14:29:47,32.4,1,93,16.2,2491
127,2020-01-10 14:30:47,31.4,1,48,8.1,1532
128,2020-01-10 14:31:47,30.0,1,78,-0.5,2153
129,2020-01-10 14:32:47,31.4,1,73,2.3,1964
130,2020-01-10 14:33:47,31.4,1,62,3.4,1723
131,2020-01-10 14:34:47,31.5,1,77,2.6,2083
132,2020-01-10 14:35:47,29.5,1,26,0.9,1489
133,2020-01-10 14:36:47,29.2,1,29,-6.1,680
134,2020-01-10 14:37:47,30.8,1,40,-3.8,2048
135,2020-01-10 14:38:47,30.1,1,33,6.9,1673
136,2020-01-10 14:39:47,29.8,1,1,13.2,673
137,2020-01-10 14:40:47,31.3,1,52,13.5,1762
138,2020-01-10 14:41:47,32.8,1,52,23.8,1862
139,2020-01-10 14:42:47,31.1,1,0,17.5,670
140,2020-01-10 14:43:47,31.9,1,65,16.9,1805
141,2020-01-10 14:44:47,32.6,1,27,23.6,676
142,2020-01-10 14:45:47,30.5,1,54,20.9,1915
143,2020-01-10 14:46:47,29.8,1,36,22.1,1883
144,2020-01-10 14:47:47,29.2,1,49,21.7,2686
145,2020-01-10 14:48:47,29.7,1,53,19.2,1805
146,2020-01-10 14:49:47,29.5,1,16,24.9,756
147,2020-01-10 14:50:47,28.8,1,1,30.2,721
148,2020-01-10 14:51:47,29.6,1,0,29.0,678
149,2020-01-10 14:52:47,32.0,1,0,28.4,674
150,2020-01-10 14:53:47,34.2,1,0,28.2,676
151,2020-01-10 14:54:47,34.8,1,0,27.5,672
152,2020-01-10 15:07:02,33.0,1,0,21.6,678
153,2020-01-10 15:14:45,33.3,1,3,19.3,741
154,2020-01-10 15:15:45,31.7,1,0,23.4,677
155,2020-01-10 15:16:45,30.5,1,1,21.0,1661
156,2020-01-10 15:17:45,30.5,1,0,25.0,830
157,2020-01-10 15:18:45,30.7,1,38,25.1,1996
158,2020-01-10 15:19:45,30.2,1,0,24.0,671
159,2020-01-10 15:20:45,30.4,1,47,28.1,1615
160,2020-01-10 15:21:45,30.2,1,2,29.6,676
161,2020-01-10 15:22:45,29.1,1,0,29.3,667
162,2020-01-10 15:23:45,32.0,1,75,35.0,2410
163,2020-01-10 15:24:45,30.0,1,29,17.3,1687
164,2020-01-10 15:25:45,27.3,1,66,9.3,2230
165,2020-01-10 15:26:45,28.0,1,0,8.7,673
166,2020-01-10 15:27:45,28.6,1,38,-2.3,1926
167,2020-01-10 15:28:45,28.7,1,37,19.6,1880
168,2020-01-10 15:29:45,28.3,1,1,22.5,1040
169,2020-01-10 15:30:45,29.7,1,64,38.6,2202
170,2020-01-10 15:31:45,28.2,1,1,15.9,676
171,2020-01-10 15:32:45,27.3,1,12,4.1,1663
172,2020-01-10 15:33:45,29.7,1,62,3.7,2106
173,2020-01-10 15:34:45,29.8,1,50,9.2,1841
174,2020-01-10 15:35:45,28.3,1,55,4.4,1850
175,2020-01-10 15:36:45,28.7,1,67,9.4,1873
176,2020-01-10 15:37:45,29.5,1,70,10.5,1868
177,2020-01-10 15:38:45,29.3,1,59,14.3,1581
178,2020-01-10 15:39:45,29.9,1,73,7.6,760
179,2020-01-10 15:40:45,26.7,1,46,3.0,2309
180,2020-01-10 15:41:45,27.4,1,93,9.3,2533
181,2020-01-10 15:42:45,30.3,1,89,17.8,2424
182,2020-01-10 15:43:45,29.0,1,91,24.1,2486
183,2020-01-10 15:44:45,27.8,1,89,0.0,2454
184,2020-01-10 15:45:45,27.2,1,89,-14.5,2424
185,2020-01-10 15:46:45,28.4,1,85,5.2,2314
186,2020-01-10 15:47:45,29.6,1,88,35.2,2391
187,2020-01-10 15:48:45,28.5,1,88,19.9,2379
188,2020-01-10 15:49:45,28.3,1,79,55.7,2198
189,2020-01-10 15:50:45,27.5,1,85,79.7,2309
190,2020-01-10 15:51:45,26.7,1,96,36.3,2613
191,2020-01-10 15:52:45,27.6,1,86,22.0,2339
192,2020-01-10 15:53:45,25.8,1,31,6.8,681
193,2020-01-10 15:54:45,26.1,1,78,9.0,2098
194,2020-01-10 15:55:45,27.0,1,63,18.2,681
195,2020-01-10 15:56:45,25.7,1,64,11.7,877
196,2020-01-10 15:57:45,24.2,1,59,5.8,2010
197,2020-01-10 15:58:45,24.6,1,50,-1.5,1785
198,2020-01-10 15:59:45,24.9,1,28,2.7,2533
199,2020-01-10 16:00:45,24.4,1,0,2.8,659
200,2020-01-10 16:01:45,25.4,1,13,24.0,814
201,2020-01-10 16:02:45,0.0,1,5,26.0,0
202,2020-01-15 09:22:38,28.8,1,0,24.5,954
203,2020-01-15 09:23:38,27.5,1,0,24.5,952
204,2020-01-15 09:24:38,25.8,1,0,24.5,1129
205,2020-01-15 09:25:38,25.7,1,0,24.5,673
206,2020-01-15 09:27:24,26.2,1,12,5.4,1265
207,2020-01-15 09:28:24,25.3,1,9,5.2,684
208,2020-01-15 10:19:53,27.9,1,0,5.0,680
209,2020-01-15 10:21:24,28.0,1,0,5.0,668
210,2020-01-15 10:22:24,28.3,1,0,5.0,673
211,2020-01-15 10:23:24,28.7,1,0,5.0,676
212,2020-01-15 10:24:24,28.1,1,0,5.0,1754
213,2020-01-15 10:25:24,26.3,1,39,7.3,1230
214,2020-01-15 10:26:24,23.9,1,0,5.8,674
215,2020-01-15 10:27:24,25.9,1,83,6.9,2207
216,2020-01-15 10:28:24,25.4,1,40,-1.9,1990
217,2020-01-15 10:29:24,22.3,1,0,-0.5,666
218,2020-01-15 10:30:24,25.2,1,57,3.6,746
219,2020-01-15 10:31:24,26.0,1,73,8.0,1980
220,2020-01-15 10:32:24,23.7,1,74,8.0,2014
221,2020-01-15 10:33:24,24.4,1,77,3.8,2103
222,2020-01-15 10:34:24,23.9,1,22,-0.1,676
223,2020-01-15 10:35:24,21.8,1,0,0.1,665
224,2020-01-15 10:36:24,24.0,1,0,0.1,682
225,2020-01-15 10:37:24,27.3,1,78,6.1,2092
226,2020-01-15 10:38:24,24.9,1,21,-0.6,1311
227,2020-01-15 10:39:24,22.9,1,40,0.8,1421
228,2020-01-15 10:40:24,23.3,1,14,3.5,687
229,2020-01-15 10:41:24,22.1,1,16,2.0,1487
230,2020-01-15 10:42:24,22.4,1,0,2.5,666
231,2020-01-15 10:43:24,25.8,1,0,2.8,683
232,2020-01-15 10:44:24,26.9,1,1,-4.6,638
233,2020-01-15 10:45:24,25.0,1,10,-12.9,1773
234,2020-01-15 10:46:24,24.1,1,12,-0.8,989
235,2020-01-15 10:47:24,22.5,1,7,-0.4,668
236,2020-01-15 10:48:24,22.8,1,0,0.9,663
237,2020-01-15 10:49:24,26.3,1,1,0.8,702
238,2020-01-15 10:50:24,27.4,1,0,0.8,653
239,2020-01-15 10:51:24,27.0,1,0,0.4,662
240,2020-01-15 10:52:24,27.7,1,0,0.2,672
241,2020-01-15 10:53:24,27.9,1,0,0.1,685
242,2020-01-15 10:54:24,27.4,1,0,-0.1,679
243,2020-01-15 10:55:24,26.6,1,0,1.1,681
244,2020-01-15 10:56:24,27.1,1,0,1.5,658
245,2020-01-15 10:57:24,27.3,1,0,2.2,678
246,2020-01-15 10:58:24,27.4,1,0,2.7,664
247,2020-01-15 10:59:24,28.2,1,0,3.0,675
248,2020-01-15 11:00:24,28.5,1,0,2.9,661
249,2020-01-15 11:01:24,28.7,1,0,3.1,669
250,2020-01-15 11:02:24,28.8,1,0,3.1,680
251,2020-01-15 11:03:24,28.8,1,0,3.3,666
252,2020-01-15 11:04:24,28.7,1,0,3.3,665
253,2020-01-15 11:05:24,27.7,1,0,3.7,684
254,2020-01-15 11:06:24,27.4,1,0,4.0,663
255,2020-01-15 11:07:24,27.9,1,0,4.2,660
256,2020-01-15 11:08:24,27.9,1,0,4.1,668
257,2020-01-15 11:09:24,27.9,1,0,3.9,676
258,2020-01-15 11:10:24,27.9,1,0,3.7,662
259,2020-01-15 11:11:24,27.4,1,0,4.0,664
260,2020-01-15 11:12:24,27.4,1,0,4.1,684
261,2020-01-15 11:13:24,27.9,1,0,4.3,683
262,2020-01-15 11:14:24,27.9,1,0,4.5,673
263,2020-01-15 11:15:24,27.4,1,2,5.3,692
264,2020-01-15 11:16:24,24.8,1,0,7.5,684
265,2020-01-15 11:17:24,22.6,1,0,8.1,671
266,2020-01-15 11:18:24,23.5,1,0,8.3,669
267,2020-01-15 11:19:24,24.7,1,0,8.5,669
268,2020-01-15 11:20:24,24.9,1,0,8.6,671
269,2020-01-15 11:21:24,24.9,1,0,8.7,673
270,2020-01-15 11:22:24,24.9,1,0,8.8,662
271,2020-01-15 11:23:24,24.9,1,1,8.9,665
272,2020-01-15 11:24:24,24.9,1,1,9.0,671
273,2020-01-15 11:25:24,24.9,1,0,9.1,682
274,2020-01-15 11:26:24,24.9,1,0,9.3,682
275,2020-01-15 11:27:24,24.9,1,0,9.6,676
276,2020-01-15 11:28:24,24.9,1,0,9.6,670
277,2020-01-15 11:29:24,24.9,1,0,10.3,670
278,2020-01-15 11:30:24,24.9,1,0,10.6,677
279,2020-01-15 11:31:24,24.9,1,0,11.3,668
280,2020-01-15 11:32:24,24.6,1,0,11.8,674
281,2020-01-15 11:33:24,24.2,1,0,11.7,661
282,2020-01-15 11:34:24,23.9,1,0,11.9,672
283,2020-01-15 11:35:24,24.2,1,0,11.9,683
284,2020-01-15 11:36:24,24.6,1,0,11.8,669
285,2020-01-15 11:37:24,24.2,1,0,11.6,661
286,2020-01-15 11:38:24,23.4,1,0,11.5,672
287,2020-01-15 11:39:24,23.6,1,0,11.3,666
288,2020-01-15 11:40:24,24.0,1,0,11.4,671
289,2020-01-15 11:41:24,24.0,1,0,11.4,672
290,2020-01-15 11:42:24,24.0,1,0,11.4,684
291,2020-01-15 11:43:24,24.0,1,1,11.5,671
292,2020-01-15 11:44:24,24.0,1,1,11.7,670
293,2020-01-15 11:45:24,24.0,1,0,12.1,663
294,2020-01-15 11:46:24,24.0,1,1,12.4,670
295,2020-01-15 11:47:24,23.7,1,0,12.5,662
296,2020-01-15 11:48:24,23.5,1,0,12.8,670
297,2020-01-15 11:49:24,23.3,1,0,12.9,678
298,2020-01-15 11:50:24,22.9,1,0,13.3,668
299,2020-01-15 11:51:24,23.4,1,1,13.5,665
300,2020-01-15 11:52:24,23.4,1,0,13.6,664
301,2020-01-15 11:53:24,21.9,1,0,14.1,656
302,2020-01-15 11:54:24,20.9,1,1,14.3,998
303,2020-01-15 11:55:24,21.7,1,0,11.4,683
304,2020-01-15 11:56:24,24.1,1,41,11.4,2185
305,2020-01-15 11:57:24,24.0,1,0,12.0,699
306,2020-01-15 11:58:24,24.5,1,63,7.0,2129
307,2020-01-15 11:59:24,24.1,1,49,6.6,2633
308,2020-01-15 12:00:24,22.2,1,0,5.8,688
309,2020-01-15 12:01:24,23.0,1,6,8.1,1969
310,2020-01-15 12:02:24,22.9,1,0,9.5,692
311,2020-01-15 12:03:24,24.7,1,8,8.7,2019
312,2020-01-15 12:04:24,26.2,1,62,11.5,1730
313,2020-01-15 12:05:24,24.9,1,82,22.1,2268
314,2020-01-15 12:06:24,22.8,1,75,16.8,2071
315,2020-01-15 12:07:24,21.6,1,67,10.3,1881
316,2020-01-15 12:08:24,20.8,1,0,6.6,655
317,2020-01-15 12:09:24,21.6,1,55,3.6,2923
318,2020-01-15 12:10:24,23.0,1,9,1.7,705
319,2020-01-15 12:11:24,22.1,1,4,13.3,725
320,2020-01-15 12:12:24,21.4,1,0,9.6,655
321,2020-01-15 12:13:24,22.4,1,11,10.4,933
322,2020-01-15 12:14:24,22.0,1,13,9.3,1300
323,2020-01-15 12:15:24,20.2,1,1,12.5,676
324,2020-01-15 12:16:24,21.2,1,1,12.5,680
325,2020-01-15 14:18:24,21.8,1,0,9.8,1873
326,2020-01-15 14:19:24,22.0,1,0,9.8,1409
327,2020-01-15 14:20:24,21.2,1,0,9.8,673
328,2020-01-15 14:21:24,21.5,1,52,6.2,1516
329,2020-01-15 14:22:24,22.2,1,20,8.8,2430
330,2020-01-15 14:23:24,21.0,1,26,8.4,1670
331,2020-01-15 14:24:24,21.0,1,48,10.0,714
332,2020-01-15 14:25:24,21.2,1,60,8.9,1555
333,2020-01-15 14:26:24,21.1,1,84,16.7,2361
334,2020-01-15 14:27:24,20.8,1,57,13.4,1537
335,2020-01-15 14:28:24,19.2,1,0,8.6,674
336,2020-01-15 14:29:24,20.8,1,31,13.7,947
337,2020-01-15 14:30:24,21.6,1,0,15.2,668
338,2020-01-15 14:31:24,21.6,1,64,11.6,2160
339,2020-01-15 14:32:24,21.1,1,0,11.1,682
340,2020-01-15 14:33:24,19.5,1,0,11.4,667
341,2020-01-15 14:34:24,20.3,1,0,7.3,669
342,2020-01-15 14:35:24,22.2,1,29,6.9,1593
343,2020-01-15 14:36:24,22.1,1,32,4.1,1701
344,2020-01-15 14:37:24,20.2,1,0,3.4,673
345,2020-01-15 14:38:24,21.2,1,40,11.4,842
346,2020-01-15 14:39:24,20.3,1,0,13.1,677
347,2020-01-15 14:40:24,20.1,1,39,20.0,1930
348,2020-01-15 14:41:24,21.1,1,0,21.4,674
349,2020-01-15 14:42:24,22.1,1,51,12.4,692
350,2020-01-15 14:43:24,20.8,1,0,6.5,671
351,2020-01-15 14:44:24,20.9,1,0,6.1,669
352,2020-01-15 14:45:24,22.5,1,0,1.1,662
353,2020-01-15 14:46:24,22.8,1,0,1.4,677
354,2020-01-15 14:47:24,23.0,1,7,9.0,665
355,2020-01-15 14:48:24,20.8,1,36,7.3,1989
356,2020-01-15 14:49:24,19.5,1,44,5.1,750
357,2020-01-15 14:50:24,18.9,1,0,8.3,663
358,2020-01-15 14:51:24,21.0,1,6,-1.6,710
359,2020-01-15 15:01:36,21.0,1,0,-26.6,1022
360,2020-01-15 15:07:58,22.5,1,13,9.8,1099
361,2020-01-15 15:12:14,20.8,1,24,3.7,1233
362,2020-01-15 15:13:14,19.0,1,39,3.4,2168
363,2020-01-15 15:14:14,19.1,1,53,6.2,1814
364,2020-01-15 15:15:14,18.9,1,37,5.4,1184
365,2020-01-15 15:16:14,18.9,1,2,3.8,1253
366,2020-01-15 15:34:36,19.9,1,10,2.2,848
367,2020-01-15 15:35:36,18.9,1,1,3.3,667
368,2020-01-15 15:36:36,19.0,1,10,4.2,738
369,2020-01-15 15:37:36,19.5,1,0,3.2,677
370,2020-01-15 15:38:36,20.1,1,54,-0.8,1568
371,2020-01-15 15:39:36,19.7,1,25,1.2,1221
372,2020-01-15 15:40:36,18.6,1,0,-3.3,671
373,2020-01-15 15:41:36,19.1,1,0,-19.2,675
374,2020-01-15 15:42:36,19.9,1,43,-3.8,1185
375,2020-01-15 15:43:36,19.0,1,0,3.2,679
376,2020-01-15 15:44:36,18.3,1,28,3.3,2424
377,2020-01-15 15:45:36,19.0,1,36,7.4,1950
378,2020-01-15 15:46:36,18.8,1,50,8.2,683
379,2020-01-15 15:47:36,18.3,1,32,4.3,1883
380,2020-01-15 15:48:36,18.1,1,0,1.4,663
381,2020-01-15 15:49:36,19.7,1,61,7.4,1762
382,2020-01-15 15:50:36,19.9,1,81,7.9,2250
383,2020-01-15 15:51:36,18.6,1,76,2.0,2361
384,2020-01-15 15:52:36,17.7,1,61,2.1,1661
385,2020-01-15 15:53:36,17.3,1,0,1.1,680
386,2020-01-15 15:54:36,19.0,1,77,6.2,2658
387,2020-01-15 15:55:36,19.1,1,13,-3.1,1057
388,2020-01-15 15:56:36,17.6,1,17,3.7,1690
389,2020-01-15 15:57:36,17.9,1,22,4.6,2013
390,2020-01-15 15:58:36,18.2,1,24,7.3,2052
391,2020-01-15 15:59:36,18.0,1,4,17.0,1781
392,2020-01-15 16:00:36,17.8,1,4,17.0,669
393,2020-01-16 10:06:12,19.7,1,0,12.3,994
394,2020-01-16 10:07:12,18.1,1,12,12.7,1035
395,2020-01-16 10:08:12,17.2,1,50,-14.4,1714
396,2020-01-16 10:09:12,19.0,1,81,7.1,2212
397,2020-01-16 10:10:12,17.5,1,0,0.3,679
398,2020-01-16 10:11:12,17.7,1,0,0.5,661
399,2020-01-16 10:12:12,20.7,1,0,1.2,660
400,2020-01-16 10:13:12,20.5,1,13,2.1,1914
401,2020-01-16 10:14:12,18.7,1,40,0.7,1962
402,2020-01-16 10:15:12,0.0,1,0,1.3,0
403,2020-01-16 10:16:12,0.0,0,0,-10.5,0
404,2020-01-16 10:17:12,0.0,0,0,-1.4,0
405,2020-01-16 10:18:12,12.9,1,4,-0.5,1367
406,2020-01-16 10:19:12,14.9,1,21,0.7,711
407,2020-01-16 10:20:12,17.1,1,0,1.7,668
408,2020-01-16 10:21:12,18.0,1,0,1.5,658
409,2020-01-16 10:23:12,18.6,1,28,7.0,2592
410,2020-01-16 10:26:39,17.4,1,21,-2.4,1918
411,2020-01-16 10:27:39,16.9,1,24,-0.5,830
412,2020-01-16 10:28:39,17.1,1,4,2.3,722
413,2020-01-16 10:29:39,16.5,1,0,2.6,678
414,2020-01-16 10:30:39,17.3,1,43,1.7,672
415,2020-01-16 10:31:39,16.9,1,4,1.4,2314
416,2020-01-16 11:07:15,0.0,1,0,1.4,678
417,2020-01-16 11:08:15,18.6,1,7,-32.3,1472
418,2020-01-16 11:09:15,17.9,1,11,-14.7,1559
419,2020-01-16 11:10:15,17.0,1,0,-12.9,1120
420,2020-01-16 11:11:15,16.8,1,0,-6.7,669
421,2020-01-16 11:12:15,18.1,1,21,-7.7,1677
422,2020-01-16 11:13:15,17.8,1,0,-5.4,677
423,2020-01-16 11:14:15,17.3,1,36,-7.6,1834
424,2020-01-16 11:15:15,17.1,1,22,3.2,1666
425,2020-01-16 11:16:15,16.3,1,0,6.2,670
426,2020-01-16 11:17:15,20.3,1,0,6.9,670
427,2020-01-16 11:18:15,24.9,1,0,6.7,678
428,2020-01-16 11:19:15,25.3,1,4,6.0,1172
429,2020-01-16 11:20:15,20.9,1,19,5.1,677
430,2020-01-16 11:21:15,16.9,1,0,2.0,670
431,2020-01-16 11:22:15,17.0,1,17,2.4,2414
432,2020-01-16 11:23:15,17.1,1,1,4.7,677
433,2020-01-16 11:24:15,17.0,1,38,-2.0,2326
434,2020-01-16 11:25:15,16.4,1,17,3.9,651
435,2020-01-16 11:26:15,15.8,1,0,0.0,676
436,2020-01-16 11:27:15,16.5,1,2,-10.4,642
437,2020-01-16 11:28:15,16.9,1,6,-3.3,1066
438,2020-01-16 11:29:15,16.3,1,7,-2.7,682
439,2020-01-16 11:30:15,17.2,1,7,-2.7,1123
440,2020-01-16 12:43:07,0.0,1,0,-3.2,715
441,2020-01-16 12:55:08,18.1,1,0,-3.2,1422
442,2020-01-16 12:56:08,17.1,1,46,3.9,1241
443,2020-01-16 12:57:08,17.2,1,80,4.2,2202
444,2020-01-16 12:58:08,16.1,1,23,-0.7,1149
445,2020-01-16 15:11:37,16.8,1,0,5.2,951
446,2020-01-16 15:14:37,0.0,0,0,4.3,0
447,2020-01-16 15:15:37,0.0,0,0,12.6,0
448,2020-01-16 15:16:37,0.0,0,0,13.1,0
449,2020-01-16 15:18:37,16.0,1,19,2.8,983
450,2020-01-16 15:22:01,16.0,1,40,7.1,1553
451,2020-01-16 15:23:01,16.3,1,71,17.0,1951
452,2020-01-16 15:24:01,15.4,1,35,6.6,1792
453,2020-01-16 15:25:01,14.8,1,0,5.7,665
454,2020-01-16 15:26:01,16.3,1,0,6.0,667
455,2020-01-16 15:27:01,16.8,1,1,6.2,1140
456,2020-01-17 11:04:29,17.7,1,0,5.2,972
457,2020-01-17 11:06:53,16.9,1,0,5.2,916
458,2020-01-17 11:07:53,17.1,1,12,2.0,1499
459,2020-01-17 11:08:53,16.8,1,1,8.3,674
460,2020-01-17 11:09:53,15.3,1,6,9.6,813
461,2020-01-17 11:10:53,15.9,1,39,3.7,1938
462,2020-01-17 11:11:53,16.2,1,57,0.6,1915
463,2020-01-17 11:12:53,15.5,1,40,3.6,2418
464,2020-01-17 11:13:53,15.1,1,0,2.6,669
465,2020-01-17 11:14:53,16.4,1,62,11.2,1701
466,2020-01-17 11:15:53,15.9,1,0,0.4,682
467,2020-01-17 11:16:53,15.4,1,60,-4.0,1636
468,2020-01-17 11:17:53,15.7,1,3,-2.5,926
469,2020-01-17 11:18:53,15.7,1,72,0.2,1984
