i,dtime,fuellevel,ingection,speed,height,tachometer
64,2020-01-09 09:44:05,140.3,1,0,62.9,1000
65,2020-01-09 09:45:05,140.2,1,0,62.7,999
66,2020-01-09 09:46:05,140.2,1,0,62.9,1000
67,2020-01-09 09:47:05,140.0,1,0,63.0,871
68,2020-01-09 09:48:05,139.8,1,20,53.4,1636
69,2020-01-09 09:49:05,140.6,1,2,56.0,1395
70,2020-01-09 09:50:05,139.3,1,4,55.5,875
71,2020-01-09 09:51:05,139.0,1,0,55.6,875
72,2020-01-09 09:52:05,137.8,1,56,59.5,1313
73,2020-01-09 09:53:05,139.3,1,9,62.1,874
74,2020-01-09 09:54:05,138.1,1,28,63.1,1672
75,2020-01-09 09:55:05,137.3,1,69,55.2,1605
76,2020-01-09 09:56:05,137.3,1,60,54.9,1412
77,2020-01-09 09:57:05,136.9,1,55,57.6,1287
78,2020-01-09 09:58:05,137.7,1,29,57.1,871
79,2020-01-09 09:59:05,137.1,1,49,54.4,1017
80,2020-01-09 10:00:05,135.9,1,51,54.7,1698
81,2020-01-09 10:01:05,135.9,1,58,58.1,1372
82,2020-01-09 10:02:05,136.9,1,18,61.4,874
83,2020-01-09 10:03:05,136.0,1,5,61.0,888
84,2020-01-09 10:04:05,136.8,1,30,54.5,924
85,2020-01-09 10:05:05,134.7,1,46,51.6,1565
86,2020-01-09 10:06:04,134.5,1,42,59.2,991
87,2020-01-09 10:07:05,134.5,1,40,66.2,1364
88,2020-01-09 10:08:05,135.0,1,15,60.5,872
89,2020-01-09 10:09:05,134.3,1,27,58.3,1191
90,2020-01-09 10:10:05,133.1,1,5,57.3,866
91,2020-01-09 10:11:05,134.0,1,5,60.7,1257
92,2020-01-09 10:12:05,134.1,1,0,59.4,875
93,2020-01-09 10:13:05,132.7,1,0,53.8,878
94,2020-01-09 10:14:05,133.2,1,0,49.2,876
95,2020-01-09 10:15:05,133.2,1,6,50.7,1324
96,2020-01-09 10:16:05,134.3,1,0,54.1,876
97,2020-01-09 10:17:05,134.3,1,0,60.6,873
98,2020-01-09 10:18:05,132.8,1,0,64.7,999
99,2020-01-09 10:19:05,133.2,1,0,64.7,998
100,2020-01-09 10:20:05,134.2,1,27,59.9,1440
101,2020-01-09 10:21:05,133.8,1,9,66.0,828
102,2020-01-09 10:22:05,132.6,1,46,67.9,1051
103,2020-01-09 10:23:05,131.6,1,56,63.5,1284
104,2020-01-09 10:24:05,131.3,1,44,52.6,1036
105,2020-01-09 10:25:05,131.7,1,46,54.0,1021
106,2020-01-09 10:26:05,131.8,1,0,55.5,875
107,2020-01-09 10:27:05,130.7,1,47,55.7,1090
108,2020-01-09 10:28:05,131.3,1,47,61.4,1085
109,2020-01-09 10:29:05,131.0,1,1,58.7,892
110,2020-01-09 10:30:05,130.1,1,56,58.0,1334
111,2020-01-09 10:31:05,130.3,1,60,57.6,1400
112,2020-01-09 10:32:05,129.9,1,60,50.5,1371
113,2020-01-09 10:33:05,129.4,1,60,53.0,1381
114,2020-01-09 10:34:05,130.3,1,6,58.0,1337
115,2020-01-09 10:35:05,129.0,1,0,60.6,874
116,2020-01-09 10:36:05,127.4,1,76,55.9,1811
117,2020-01-09 10:37:05,127.8,1,48,60.8,1604
118,2020-01-09 10:38:05,128.5,1,13,65.4,874
119,2020-01-09 10:39:05,127.6,1,3,66.7,1124
120,2020-01-09 10:40:05,127.9,1,0,71.0,963
121,2020-01-09 10:41:05,128.3,1,0,70.4,879
122,2020-01-09 10:42:05,127.8,1,0,66.9,0
123,2020-01-09 10:43:05,127.8,1,0,67.3,874
124,2020-01-09 10:44:05,127.7,1,3,67.2,1052
125,2020-01-09 12:10:57,125.9,1,0,67.1,874
126,2020-01-09 12:11:57,125.8,1,0,67.1,875
127,2020-01-09 12:12:57,125.8,1,2,72.3,875
128,2020-01-09 12:13:57,125.7,1,1,73.5,874
129,2020-01-09 12:14:56,125.7,1,0,77.3,876
130,2020-01-09 12:15:57,125.6,1,0,77.4,876
131,2020-01-09 12:16:57,125.6,1,1,88.6,875
132,2020-01-09 12:17:57,125.6,1,5,98.1,889
133,2020-01-09 12:18:57,125.5,1,1,107.8,876
134,2020-01-09 12:19:57,125.3,1,2,99.8,868
135,2020-01-09 12:20:57,125.3,1,0,98.4,998
136,2020-01-09 12:21:57,125.2,1,0,98.1,1001
137,2020-01-09 12:22:57,125.2,1,0,94.6,999
138,2020-01-09 12:23:57,125.2,1,0,93.7,999
139,2020-01-09 12:24:57,125.2,1,0,92.4,999
140,2020-01-09 12:25:57,125.3,1,0,92.0,1001
141,2020-01-09 12:26:57,125.3,1,0,90.7,1000
142,2020-01-09 12:27:57,125.4,1,0,90.4,1000
143,2020-01-09 12:28:57,125.4,1,0,90.6,998
144,2020-01-09 12:29:57,125.4,1,0,89.0,999
145,2020-01-09 12:30:57,125.5,1,0,88.6,999
146,2020-01-09 12:31:57,125.5,1,0,88.9,999
147,2020-01-09 12:32:57,125.4,1,0,90.4,1001
148,2020-01-09 12:33:57,125.5,1,0,90.5,999
149,2020-01-09 12:34:57,125.5,1,0,91.1,1001
150,2020-01-09 12:35:57,125.4,1,0,91.0,998
151,2020-01-09 12:36:57,125.4,1,0,90.8,999
152,2020-01-09 12:37:57,125.4,1,0,90.7,999
153,2020-01-09 12:38:57,125.3,1,0,90.7,1001
154,2020-01-09 12:39:57,125.3,1,0,90.4,1001
155,2020-01-09 12:40:57,125.3,1,0,90.0,1002
156,2020-01-09 12:41:57,125.2,1,0,89.8,999
157,2020-01-09 12:42:57,125.2,1,0,89.4,998
158,2020-01-09 12:43:57,125.2,1,0,89.0,998
159,2020-01-09 12:44:57,125.1,1,0,89.1,999
160,2020-01-09 12:45:57,125.0,1,3,89.0,1065
161,2020-01-09 12:46:57,123.5,1,38,70.5,1338
162,2020-01-09 12:47:57,124.5,1,0,67.7,873
163,2020-01-09 12:48:57,124.0,1,9,67.3,1064
164,2020-01-09 12:49:57,124.5,1,0,57.5,875
165,2020-01-09 12:50:57,123.2,1,61,69.1,1414
166,2020-01-09 12:51:57,123.9,1,0,70.1,874
167,2020-01-09 12:52:57,121.8,1,56,63.5,1848
168,2020-01-09 12:53:57,122.9,1,68,51.3,1601
169,2020-01-09 12:54:57,122.3,1,74,53.2,1719
170,2020-01-09 12:55:57,122.1,1,63,57.2,1468
171,2020-01-09 12:56:57,121.2,1,3,58.7,897
172,2020-01-09 12:57:57,122.3,1,0,60.9,839
173,2020-01-09 12:58:57,121.0,1,47,57.6,1237
174,2020-01-09 12:59:57,120.7,1,58,53.5,1375
175,2020-01-09 13:00:57,120.1,1,7,52.2,927
176,2020-01-09 13:01:57,120.7,1,38,55.1,1404
177,2020-01-09 13:02:57,118.9,1,43,52.6,1487
178,2020-01-09 13:03:57,118.0,1,49,56.8,1119
179,2020-01-09 13:04:57,119.3,1,42,63.3,1431
180,2020-01-09 13:05:57,119.4,1,19,56.5,848
181,2020-01-09 13:06:57,119.2,1,30,55.2,1414
182,2020-01-09 13:07:57,118.4,1,1,54.2,874
183,2020-01-09 13:08:57,118.6,1,7,57.1,891
184,2020-01-09 13:09:57,119.1,1,0,57.0,912
185,2020-01-09 13:10:57,116.6,1,25,51.3,1569
186,2020-01-09 13:11:57,120.1,1,19,56.7,891
187,2020-01-09 13:12:57,117.4,1,55,61.9,1268
188,2020-01-09 13:13:57,117.1,1,61,49.2,1421
189,2020-01-09 13:14:57,117.3,1,36,50.4,857
190,2020-01-09 13:15:57,117.7,1,25,55.7,888
191,2020-01-09 13:16:57,116.2,1,63,57.5,1478
192,2020-01-09 13:17:57,117.1,1,38,55.9,838
193,2020-01-09 13:18:57,115.6,1,70,56.8,1674
194,2020-01-09 13:19:57,115.7,1,68,53.4,1573
195,2020-01-09 13:20:57,115.6,1,59,53.5,1366
196,2020-01-09 13:21:57,114.8,1,48,58.2,1164
197,2020-01-09 13:22:57,113.8,1,44,57.4,1652
198,2020-01-09 13:23:57,115.8,1,23,58.1,926
199,2020-01-09 13:24:57,114.2,1,0,58.0,886
200,2020-01-09 13:25:57,113.4,1,25,52.1,1440
201,2020-01-09 13:26:57,114.3,1,43,56.5,1458
202,2020-01-09 13:27:57,113.6,1,0,58.0,871
203,2020-01-09 13:28:57,113.6,1,1,50.6,873
204,2020-01-09 13:29:57,113.3,1,0,51.4,854
205,2020-01-09 13:30:57,113.6,1,0,53.0,1000
206,2020-01-09 13:31:57,113.6,1,0,53.6,1002
207,2020-01-09 13:32:57,113.5,1,0,54.3,1000
208,2020-01-09 13:33:57,113.4,1,0,54.5,1001
209,2020-01-09 13:34:57,113.4,1,0,56.8,999
210,2020-01-09 13:35:57,113.3,1,0,58.4,999
211,2020-01-09 13:36:57,113.2,1,0,59.8,1002
212,2020-01-09 13:37:57,113.1,1,1,60.2,999
213,2020-01-09 13:38:57,112.9,1,0,60.8,1000
214,2020-01-09 13:39:57,113.0,1,0,61.2,998
215,2020-01-09 13:40:57,112.9,1,0,62.1,1000
216,2020-01-09 13:41:57,112.8,1,0,62.7,998
217,2020-01-09 13:42:57,112.8,1,0,63.9,1001
218,2020-01-09 13:43:57,112.7,1,0,64.4,997
219,2020-01-09 13:44:57,112.5,1,0,65.3,1001
220,2020-01-09 13:45:57,112.7,1,1,65.8,999
221,2020-01-09 13:46:57,112.5,1,0,66.8,999
222,2020-01-09 13:47:57,112.8,1,7,53.8,896
223,2020-01-09 13:48:57,111.7,1,40,56.3,1258
224,2020-01-09 13:49:57,111.9,1,21,56.6,902
225,2020-01-09 13:50:57,111.6,1,0,57.2,876
226,2020-01-09 13:51:57,111.4,1,27,57.0,975
227,2020-01-09 13:52:57,110.9,1,44,61.9,1643
228,2020-01-09 13:53:57,110.6,1,30,59.4,1553
229,2020-01-09 13:54:57,110.9,1,57,54.0,1362
230,2020-01-09 13:55:57,110.2,1,62,53.9,1442
231,2020-01-09 13:56:57,109.4,1,60,58.1,1404
232,2020-01-09 13:57:57,109.9,1,34,58.0,829
233,2020-01-09 13:58:57,110.2,1,23,55.9,1044
234,2020-01-09 13:59:57,109.8,1,40,52.3,973
235,2020-01-09 14:00:57,108.7,1,52,54.9,1206
236,2020-01-09 14:01:57,108.2,1,11,57.5,978
237,2020-01-09 14:02:57,108.5,1,17,55.1,1550
238,2020-01-09 14:03:57,106.7,1,60,49.6,1406
239,2020-01-09 14:04:57,106.7,1,44,63.0,1065
240,2020-01-09 14:05:57,107.1,1,48,64.8,1628
241,2020-01-09 14:06:57,105.0,1,32,56.9,1585
242,2020-01-09 14:07:57,104.9,1,12,52.1,884
243,2020-01-09 14:08:57,104.7,1,7,58.5,882
244,2020-01-09 14:09:57,107.6,1,0,59.5,1346
245,2020-01-09 14:10:57,105.9,1,5,54.9,1329
246,2020-01-09 14:11:57,107.0,1,0,53.5,874
247,2020-01-09 14:12:57,106.9,1,0,53.7,872
248,2020-01-09 14:13:57,102.7,1,29,71.4,1407
249,2020-01-09 14:14:57,106.4,1,15,71.2,874
250,2020-01-09 14:15:57,105.1,1,47,67.2,1577
251,2020-01-09 14:16:57,104.3,1,59,60.9,1371
252,2020-01-09 14:17:57,104.1,1,58,51.5,1344
253,2020-01-09 14:18:57,104.8,1,32,55.5,852
254,2020-01-09 14:19:57,103.8,1,50,54.7,1681
255,2020-01-09 14:20:57,104.7,1,43,59.3,887
256,2020-01-09 14:21:57,103.3,1,47,61.3,1053
257,2020-01-09 14:22:57,103.2,1,59,58.1,1381
258,2020-01-09 14:23:57,103.6,1,58,54.3,1363
259,2020-01-09 14:24:57,102.6,1,61,52.6,1441
260,2020-01-09 14:25:57,102.8,1,54,50.9,1293
261,2020-01-09 14:26:57,100.6,1,34,56.8,1163
262,2020-01-09 14:27:57,101.9,1,32,55.4,883
263,2020-01-09 14:28:57,101.7,1,41,53.9,1011
264,2020-01-09 14:29:57,102.3,1,0,56.2,873
265,2020-01-09 14:30:57,102.2,1,19,57.1,1245
266,2020-01-09 14:31:57,101.3,1,32,60.8,1160
267,2020-01-09 14:32:57,102.2,1,1,58.9,815
268,2020-01-09 14:33:57,101.7,1,4,62.8,1117
269,2020-01-09 14:34:57,101.2,1,0,68.5,877
270,2020-01-09 14:35:57,101.3,1,0,68.1,874
271,2020-01-09 14:36:57,101.3,1,0,67.8,874
272,2020-01-10 09:00:16,0.0,1,0,66.8,0
273,2020-02-10 08:28:21,83.7,1,0,66.8,873
274,2020-02-10 08:29:21,83.6,1,0,66.8,878
275,2020-02-10 08:30:21,83.6,1,3,66.6,877
276,2020-02-10 08:31:21,83.6,1,2,66.9,877
277,2020-02-10 08:32:21,83.5,1,2,66.9,874
278,2020-02-10 08:33:21,83.4,1,2,66.9,875
279,2020-02-10 08:34:21,83.3,1,2,66.9,875
280,2020-02-10 08:35:21,83.3,1,2,67.1,877
281,2020-02-10 08:37:01,83.2,1,1,67.2,876
282,2020-02-10 08:38:01,83.1,1,1,67.3,874
283,2020-02-10 08:39:01,83.1,1,0,73.8,873
284,2020-02-10 08:40:01,83.1,1,1,63.0,878
285,2020-02-10 08:41:01,83.1,1,2,52.1,875
286,2020-02-10 08:42:01,82.0,1,2,70.0,854
287,2020-02-10 08:43:01,82.5,1,1,65.0,966
288,2020-02-10 08:44:01,82.5,1,0,64.4,876
289,2020-02-10 08:45:01,82.5,1,0,63.9,875
290,2020-02-10 08:46:01,82.5,1,0,64.1,875
291,2020-02-10 08:47:01,82.6,1,0,64.6,876
292,2020-02-10 08:48:01,82.6,1,0,65.9,876
293,2020-02-10 08:49:01,82.7,1,0,65.4,873
294,2020-02-10 08:50:01,82.7,1,0,64.8,874
295,2020-02-10 08:51:01,82.8,1,0,65.4,875
296,2020-02-10 08:52:01,82.8,1,0,65.0,875
297,2020-02-10 08:53:01,82.8,1,0,64.8,875
298,2020-02-10 08:54:01,82.8,1,0,64.9,873
299,2020-02-10 08:55:01,82.9,1,0,64.9,876
300,2020-02-10 08:56:01,82.8,1,0,64.8,875
301,2020-02-10 08:57:01,82.9,1,0,64.5,874
302,2020-02-10 08:58:01,82.9,1,0,64.1,875
303,2020-02-10 08:59:01,82.9,1,0,64.1,875
304,2020-02-10 09:00:01,82.8,1,0,64.2,876
305,2020-02-10 09:01:01,82.8,1,0,63.9,876
306,2020-02-10 09:02:01,82.8,1,0,63.7,877
307,2020-02-10 09:03:01,82.8,1,0,63.6,874
308,2020-02-10 09:04:01,82.7,1,0,62.8,875
309,2020-02-10 09:05:01,82.7,1,0,62.8,874
310,2020-02-10 09:06:01,82.6,1,0,63.3,877
311,2020-02-10 09:07:01,82.6,1,0,63.4,873
312,2020-02-10 09:08:01,82.5,1,0,63.2,875
313,2020-02-10 09:09:01,82.5,1,0,62.7,876
314,2020-02-10 09:10:01,82.5,1,0,62.2,876
315,2020-02-10 09:11:01,82.4,1,0,62.4,875
316,2020-02-10 09:12:01,82.4,1,0,62.3,873
317,2020-02-10 09:13:01,82.4,1,0,62.3,876
318,2020-02-10 09:14:01,82.3,1,0,61.9,876
319,2020-02-10 09:15:01,82.3,1,0,61.7,872
320,2020-02-10 09:16:01,82.2,1,0,61.7,875
321,2020-02-10 09:17:01,82.3,1,0,61.7,875
322,2020-02-10 09:18:01,82.2,1,0,61.9,874
323,2020-02-10 09:19:01,82.2,1,0,62.6,875
324,2020-02-10 09:20:01,82.1,1,0,62.8,874
325,2020-02-10 09:21:01,82.1,1,0,62.2,876
326,2020-02-10 09:22:01,82.1,1,0,62.8,875
327,2020-02-10 09:23:01,82.0,1,0,63.0,873
328,2020-02-10 09:24:01,82.0,1,0,62.9,877
329,2020-02-10 09:25:01,81.6,1,9,58.5,1252
330,2020-02-10 09:26:01,82.0,1,29,55.2,1379
331,2020-02-10 09:27:01,82.0,1,16,56.2,1186
332,2020-02-10 09:28:01,80.3,1,41,51.6,2051
333,2020-02-10 09:29:01,80.9,1,59,46.6,2001
334,2020-02-10 09:30:01,79.2,1,61,50.0,1429
335,2020-02-10 09:31:01,80.4,1,58,55.9,1661
336,2020-02-10 09:32:01,80.2,1,7,52.2,889
337,2020-02-10 09:33:01,80.3,1,36,49.5,1771
338,2020-02-10 09:34:01,78.7,1,38,49.4,1996
339,2020-02-10 09:35:01,79.8,1,48,50.4,1665
340,2020-02-10 09:36:01,79.3,1,50,52.4,1688
341,2020-02-10 09:37:01,78.4,1,38,50.9,1915
342,2020-02-10 09:38:01,78.5,1,37,47.6,1864
343,2020-02-10 09:39:01,78.2,1,44,45.8,1485
344,2020-02-10 09:40:01,77.0,1,42,58.4,1371
345,2020-02-10 09:41:01,76.4,1,49,57.3,1612
346,2020-02-10 09:42:01,75.5,1,29,50.8,1758
347,2020-02-10 09:43:01,77.6,1,12,47.7,872
348,2020-02-10 09:44:01,75.0,1,0,52.5,851
349,2020-02-10 09:45:01,77.6,1,0,58.1,893
350,2020-02-10 09:46:01,78.0,1,3,57.8,1239
351,2020-02-10 09:47:01,77.4,1,7,53.3,874
352,2020-02-10 09:48:01,76.1,1,1,44.9,880
353,2020-02-10 09:49:01,77.1,1,1,45.2,1209
354,2020-02-10 09:50:01,77.9,1,32,53.8,1217
355,2020-02-10 09:51:01,76.0,1,45,60.4,1473
356,2020-02-10 09:52:01,75.0,1,48,60.7,1104
357,2020-02-10 09:53:01,75.2,1,52,48.9,1209
358,2020-02-10 09:54:01,76.6,1,0,49.7,1081
359,2020-02-10 09:55:01,74.7,1,42,49.7,1685
360,2020-02-10 09:56:01,77.3,1,0,50.4,877
361,2020-02-10 09:57:01,74.6,1,39,55.1,1580
362,2020-02-10 09:58:01,74.2,1,30,55.6,1209
363,2020-02-10 09:59:01,74.5,1,8,57.8,887
364,2020-02-10 10:00:01,75.3,1,0,57.0,875
365,2020-02-10 10:01:01,75.4,1,0,57.9,875
366,2020-02-10 10:02:01,75.4,1,0,57.9,875
367,2020-02-10 10:03:01,75.3,1,0,57.8,875
368,2020-02-10 10:04:01,75.3,1,0,57.5,874
369,2020-02-10 10:05:01,75.2,1,1,57.1,875
370,2020-02-10 10:06:01,75.2,1,0,56.7,875
371,2020-02-10 10:07:01,75.1,1,0,57.5,875
372,2020-02-10 10:08:01,75.1,1,0,57.5,875
373,2020-02-10 10:09:01,75.0,1,0,57.2,875
374,2020-02-10 10:10:01,75.0,1,0,57.6,875
375,2020-02-10 10:11:01,74.9,1,1,57.6,873
376,2020-02-10 10:12:01,74.9,1,1,57.2,875
377,2020-02-10 10:13:01,74.9,1,1,56.9,873
378,2020-02-10 10:14:01,74.8,1,0,56.6,874
379,2020-02-10 10:15:01,74.7,1,0,56.5,874
380,2020-02-10 10:16:01,74.6,1,1,57.0,876
381,2020-02-10 10:17:01,74.5,1,1,56.9,874
382,2020-02-10 10:18:01,74.4,1,1,56.6,874
383,2020-02-10 10:19:01,74.4,1,0,56.9,875
384,2020-02-10 10:20:01,74.3,1,1,57.1,872
385,2020-02-10 10:21:01,74.2,1,1,57.7,873
386,2020-02-10 10:22:01,74.1,1,0,57.7,873
387,2020-02-10 10:23:01,74.1,1,0,57.9,876
388,2020-02-10 10:24:01,74.0,1,1,57.7,875
389,2020-02-10 10:25:01,73.9,1,1,57.6,874
390,2020-02-10 10:26:01,73.9,1,0,57.8,873
391,2020-02-10 10:27:01,73.8,1,0,57.8,876
392,2020-02-10 10:28:01,73.8,1,0,57.8,872
393,2020-02-10 10:29:01,73.8,1,1,58.2,874
394,2020-02-10 10:30:01,73.7,1,0,58.3,874
395,2020-02-10 10:31:01,73.7,1,1,58.4,876
396,2020-02-10 10:32:01,73.6,1,0,58.6,875
397,2020-02-10 10:33:01,73.6,1,0,58.7,874
398,2020-02-10 10:34:01,73.5,1,0,59.0,878
399,2020-02-10 10:35:01,73.5,1,1,59.3,876
400,2020-02-10 10:36:01,73.4,1,1,59.3,874
401,2020-02-10 10:37:01,73.4,1,0,59.6,875
402,2020-02-10 10:38:01,73.3,1,1,59.7,874
403,2020-02-10 10:39:01,73.3,1,1,59.3,876
404,2020-02-10 10:40:01,73.3,1,0,59.4,876
405,2020-02-10 10:41:01,73.3,1,0,60.3,875
406,2020-02-10 10:42:01,73.2,1,1,60.6,875
407,2020-02-10 10:43:01,73.2,1,0,60.7,875
408,2020-02-10 10:44:01,73.1,1,1,60.4,874
409,2020-02-10 10:45:01,73.1,1,1,60.5,874
410,2020-02-10 10:46:01,73.0,1,1,60.7,876
411,2020-02-10 10:47:01,73.0,1,0,61.3,875
412,2020-02-10 10:48:01,72.9,1,0,61.5,871
413,2020-02-10 10:49:01,72.9,1,0,61.9,875
414,2020-02-10 10:50:01,72.8,1,0,61.1,876
415,2020-02-10 10:51:01,72.8,1,0,60.3,876
416,2020-02-10 10:52:01,72.7,1,0,59.8,876
417,2020-02-10 10:53:01,72.7,1,0,58.7,875
418,2020-02-10 10:54:01,72.7,1,0,58.2,877
419,2020-02-10 10:55:01,72.7,1,1,58.0,876
420,2020-02-10 10:56:01,72.6,1,0,57.8,873
421,2020-02-10 10:57:01,72.6,1,0,57.1,874
422,2020-02-10 10:58:01,72.6,1,0,56.4,877
423,2020-02-10 10:59:01,72.6,1,0,56.0,875
424,2020-02-10 11:00:01,72.5,1,0,55.8,873
425,2020-02-10 11:01:01,72.5,1,1,55.1,877
426,2020-02-10 11:02:01,72.5,1,0,53.8,875
427,2020-02-10 11:03:01,72.5,1,1,53.6,875
428,2020-02-10 11:04:01,72.5,1,0,53.9,875
429,2020-02-10 11:05:01,72.5,1,1,55.9,874
430,2020-02-10 11:06:01,72.5,1,1,56.2,876
431,2020-02-10 11:07:01,72.5,1,0,57.6,874
432,2020-02-10 11:08:01,72.4,1,1,57.9,873
433,2020-02-10 11:09:01,72.4,1,0,57.9,877
434,2020-02-10 11:10:01,72.4,1,0,58.1,874
435,2020-02-10 11:11:01,72.4,1,1,58.4,1028
436,2020-02-10 11:12:01,71.3,1,7,50.6,877
437,2020-02-10 11:13:00,71.6,1,17,49.6,1429
438,2020-02-10 11:14:00,70.2,1,46,52.4,1926
439,2020-02-10 11:15:00,70.4,1,41,53.8,1359
440,2020-02-10 11:16:00,71.4,1,45,52.6,1502
441,2020-02-10 11:17:00,70.3,1,24,55.3,2225
442,2020-02-10 11:18:00,70.0,1,21,51.7,1253
443,2020-02-10 11:19:00,70.2,1,53,51.8,1477
444,2020-02-10 11:20:00,69.1,1,41,53.1,1139
445,2020-02-10 11:21:00,69.5,1,0,56.1,874
446,2020-02-10 11:22:00,68.4,1,33,57.6,1340
447,2020-02-10 11:23:00,68.9,1,39,53.3,1518
448,2020-02-10 11:24:00,69.7,1,9,54.3,872
449,2020-02-10 11:25:00,69.0,1,0,55.0,877
450,2020-02-10 11:26:00,68.9,1,0,55.4,873
451,2020-02-10 11:27:00,68.9,1,0,55.9,875
452,2020-02-10 11:28:00,70.5,1,0,55.8,874
453,2020-02-10 11:29:00,109.7,1,0,55.8,875
454,2020-02-10 11:30:00,149.2,1,0,55.8,877
455,2020-02-10 11:31:00,188.3,1,0,56.0,874
456,2020-02-10 11:32:00,209.6,1,1,56.0,873
457,2020-02-10 11:33:00,206.8,1,39,51.7,2080
458,2020-02-10 11:34:00,209.6,1,61,49.9,1441
459,2020-02-10 11:35:00,209.3,1,55,49.7,1307
460,2020-02-10 11:36:00,209.3,1,8,49.9,885
461,2020-02-10 11:37:00,209.5,1,2,48.5,900
462,2020-02-10 11:38:00,208.6,1,11,49.2,1280
463,2020-02-10 11:39:00,208.9,1,0,50.3,821
464,2020-02-10 11:40:00,208.3,1,44,53.3,1127
465,2020-02-10 11:41:00,207.7,1,11,52.6,903
466,2020-02-10 11:42:00,208.7,1,2,51.3,934
467,2020-02-10 11:43:00,207.7,1,0,51.0,876
468,2020-02-10 11:44:00,208.0,1,0,52.3,876
469,2020-02-10 11:45:00,207.9,1,0,53.3,875
470,2020-02-10 11:46:00,207.9,1,0,55.3,875
471,2020-02-10 11:47:00,207.8,1,0,56.0,874
472,2020-02-10 11:48:00,207.7,1,1,57.5,874
473,2020-02-10 11:49:00,207.7,1,0,58.0,876
