,index,i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
78,598,96,2020-01-10 12:00:55,34.67307692307695,1,0,8.2,664,0
79,604,97,2020-01-10 12:01:55,34.5769230769231,1,37,5.6,2125,0
80,610,98,2020-01-10 12:02:55,34.546153846153864,1,8,3.3,657,0
81,611,99,2020-01-10 12:03:55,34.480769230769255,1,8,3.3,673,0
82,612,100,2020-01-10 12:04:55,34.38846153846156,1,8,3.3,671,0
83,614,101,2020-01-10 14:04:47,34.3769230769231,1,0,3.6,734,0
84,615,102,2020-01-10 14:05:47,34.35000000000003,1,0,3.6,665,0
85,616,103,2020-01-10 14:06:47,34.29615384615387,1,2,3.2,669,0
86,617,104,2020-01-10 14:07:47,34.28846153846157,1,8,4.5,1707,0
87,631,105,2020-01-10 14:08:47,34.27692307692311,1,51,5.3,2601,0
88,633,106,2020-01-10 14:09:47,34.20000000000003,1,77,4.0,2146,0
89,648,107,2020-01-10 14:10:47,34.14615384615388,1,2,4.6,1354,0
90,660,108,2020-01-10 14:11:47,34.05000000000003,1,1,10.7,666,0
91,667,109,2020-01-10 14:12:47,33.992307692307726,1,56,10.3,1911,0
92,676,110,2020-01-10 14:13:47,33.915384615384646,1,68,13.3,1835,0
93,693,111,2020-01-10 14:14:47,33.80384615384619,1,73,14.6,1989,0
94,703,112,2020-01-10 14:15:47,33.634615384615415,1,77,6.8,2124,0
95,713,113,2020-01-10 14:16:47,33.49230769230772,1,94,17.5,2542,0
96,724,114,2020-01-10 14:17:47,33.45000000000003,1,102,21.4,2804,0
97,739,115,2020-01-10 14:18:47,33.3192307692308,1,92,27.4,2563,0
98,750,116,2020-01-10 14:19:47,33.09230769230772,1,101,66.6,2760,0
99,763,117,2020-01-10 14:20:47,32.923076923076955,1,90,26.9,2508,0
100,770,118,2020-01-10 14:21:47,32.8192307692308,1,100,27.6,2792,0
101,777,119,2020-01-10 14:22:46,32.70769230769234,1,98,-4.6,2655,0
102,786,120,2020-01-10 14:23:47,32.47307692307695,1,100,-4.9,2776,0
103,798,121,2020-01-10 14:24:47,32.31153846153849,1,95,33.0,2638,0
104,815,122,2020-01-10 14:25:47,32.28076923076926,1,94,23.8,2601,0
105,825,123,2020-01-10 14:26:47,32.11538461538465,1,99,16.6,2712,0
106,833,124,2020-01-10 14:27:47,31.903846153846185,1,39,11.1,2511,0
107,842,125,2020-01-10 14:28:47,31.815384615384644,1,65,12.5,2178,0
108,849,126,2020-01-10 14:29:47,31.77307692307695,1,93,16.2,2491,0
109,864,127,2020-01-10 14:30:47,31.65384615384618,1,48,8.1,1532,0
110,872,128,2020-01-10 14:31:47,31.565384615384637,1,78,-0.5,2153,0
111,884,129,2020-01-10 14:32:47,31.503846153846176,1,73,2.3,1964,0
112,890,130,2020-01-10 14:33:47,31.346153846153868,1,62,3.4,1723,0
113,899,131,2020-01-10 14:34:47,31.223076923076942,1,77,2.6,2083,0
114,910,132,2020-01-10 14:35:47,31.119230769230793,1,26,0.9,1489,0
115,919,133,2020-01-10 14:36:47,31.01538461538464,1,29,-6.1,680,0
116,921,134,2020-01-10 14:37:47,30.919230769230793,1,40,-3.8,2048,0
117,923,135,2020-01-10 14:38:47,30.73076923076925,1,33,6.9,1673,0
118,926,136,2020-01-10 14:39:47,30.584615384615407,1,1,13.2,673,0
119,928,137,2020-01-10 14:40:47,30.580769230769253,1,52,13.5,1762,0
120,930,138,2020-01-10 14:41:47,30.750000000000025,1,52,23.8,1862,0
121,934,139,2020-01-10 14:42:47,30.97307692307695,1,0,17.5,670,0
122,944,140,2020-01-10 14:43:47,30.99615384615387,1,65,16.9,1805,0
123,950,141,2020-01-10 14:44:47,31.069230769230792,1,27,23.6,676,0
124,952,142,2020-01-10 14:45:47,31.13461538461541,1,54,20.9,1915,0
125,954,143,2020-01-10 14:46:47,31.100000000000026,1,36,22.1,1883,0
126,958,144,2020-01-10 14:47:47,31.065384615384644,1,49,21.7,2686,0
127,960,145,2020-01-10 14:48:47,31.034615384615414,1,53,19.2,1805,0
128,965,146,2020-01-10 14:49:47,31.061538461538493,1,16,24.9,756,0
129,968,147,2020-01-10 14:50:47,31.107692307692336,1,1,30.2,721,0
130,971,148,2020-01-10 14:51:47,31.084615384615418,1,0,29.0,678,0
131,972,149,2020-01-10 14:52:47,31.046153846153878,1,0,28.4,674,0
132,973,150,2020-01-10 14:53:47,31.130769230769264,1,0,28.2,676,0
133,974,151,2020-01-10 14:54:47,31.080769230769267,1,0,27.5,672,0
134,975,152,2020-01-10 15:07:02,30.869230769230803,1,0,21.6,678,0
135,976,153,2020-01-10 15:14:45,30.750000000000036,1,3,19.3,741,1
136,980,154,2020-01-10 15:15:45,30.623076923076958,1,0,23.4,677,1
137,982,155,2020-01-10 15:16:45,30.47307692307696,1,1,21.0,1661,1
138,984,156,2020-01-10 15:17:45,30.388461538461573,1,0,25.0,830,1
139,987,157,2020-01-10 15:18:45,30.384615384615422,1,38,25.1,1996,1
140,988,158,2020-01-10 15:19:45,30.346153846153886,1,0,24.0,671,1
141,991,159,2020-01-10 15:20:45,30.25384615384619,1,47,28.1,1615,1
142,993,160,2020-01-10 15:21:45,30.2615384615385,1,2,29.6,676,1
143,994,161,2020-01-10 15:22:45,30.300000000000036,1,0,29.3,667,1
144,997,162,2020-01-10 15:23:45,30.250000000000036,1,75,35.0,2410,1
145,1002,163,2020-01-10 15:24:45,30.123076923076958,1,29,17.3,1687,1
146,1011,164,2020-01-10 15:25:45,29.94230769230773,1,66,9.3,2230,1
147,1014,165,2020-01-10 15:26:45,29.730769230769265,1,0,8.7,673,1
148,1018,166,2020-01-10 15:27:45,29.611538461538494,1,38,-2.3,1926,1
149,1020,167,2020-01-10 15:28:45,29.357692307692346,1,37,19.6,1880,1
150,1021,168,2020-01-10 15:29:45,29.19230769230773,1,1,22.5,1040,1
151,1028,169,2020-01-10 15:30:45,29.18461538461542,1,64,38.6,2202,1
152,1034,170,2020-01-10 15:31:45,29.12692307692311,1,1,15.9,676,1
153,1036,171,2020-01-10 15:32:45,29.015384615384644,1,12,4.1,1663,1
154,1042,172,2020-01-10 15:33:45,28.90000000000003,1,62,3.7,2106,1
155,1048,173,2020-01-10 15:34:45,28.823076923076954,1,50,9.2,1841,1
156,1053,174,2020-01-10 15:35:45,28.80000000000003,1,55,4.4,1850,1
157,1058,175,2020-01-10 15:36:45,28.776923076923104,1,67,9.4,1873,1
158,1065,176,2020-01-10 15:37:45,28.63461538461541,1,70,10.5,1868,1
159,1073,177,2020-01-10 15:38:45,28.538461538461565,1,59,14.3,1581,1
160,1084,178,2020-01-10 15:39:45,28.515384615384644,1,73,7.6,760,1
161,1093,179,2020-01-10 15:40:45,28.500000000000032,1,46,3.0,2309,1
162,1101,180,2020-01-10 15:41:45,28.39230769230772,1,93,9.3,2533,1
163,1111,181,2020-01-10 15:42:45,28.29230769230772,1,89,17.8,2424,1
164,1128,182,2020-01-10 15:43:45,28.242307692307723,1,91,24.1,2486,1
165,1140,183,2020-01-10 15:44:45,28.088461538461566,1,89,0.0,2454,1
166,1146,184,2020-01-10 15:45:45,27.934615384615412,1,89,-14.5,2424,1
167,1156,185,2020-01-10 15:46:45,27.830769230769263,1,85,5.2,2314,1
168,1160,186,2020-01-10 15:47:45,27.646153846153876,1,88,35.2,2391,1
169,1172,187,2020-01-10 15:48:45,27.438461538461567,1,88,19.9,2379,1
170,1180,188,2020-01-10 15:49:45,27.32692307692311,1,79,55.7,2198,1
171,1192,189,2020-01-10 15:50:45,27.330769230769256,1,85,79.7,2309,1
172,1206,190,2020-01-10 15:51:45,27.25384615384618,1,96,36.3,2613,1
173,1218,191,2020-01-10 15:52:45,27.119230769230796,1,86,22.0,2339,1
174,1230,192,2020-01-10 15:53:45,26.957692307692337,1,31,6.8,681,1
175,1235,193,2020-01-10 15:54:45,26.938461538461567,1,78,9.0,2098,1
176,1243,194,2020-01-10 15:55:45,26.857692307692336,1,63,18.2,681,1
177,1252,195,2020-01-10 15:56:45,26.765384615384644,1,64,11.7,877,1
178,1258,196,2020-01-10 15:57:45,26.726923076923107,1,59,5.8,2010,1
179,1267,197,2020-01-10 15:58:45,26.746153846153877,1,50,-1.5,1785,1
180,1270,198,2020-01-10 15:59:45,26.803846153846184,1,28,2.7,2533,1
181,1272,199,2020-01-10 16:00:45,26.792307692307723,1,0,2.8,659,1
182,1279,200,2020-01-10 16:01:45,26.665384615384646,1,13,24.0,814,1
183,1287,202,2020-01-15 09:22:38,26.488461538461568,1,0,24.5,954,0
184,1288,203,2020-01-15 09:23:38,26.396153846153876,1,0,24.5,952,0
185,1289,204,2020-01-15 09:24:38,26.315384615384644,1,0,24.5,1129,0
186,1290,205,2020-01-15 09:25:38,26.146153846153872,1,0,24.5,673,0
187,1297,206,2020-01-15 09:27:24,26.05384615384618,1,12,5.4,1265,0
188,1300,207,2020-01-15 09:28:24,26.06153846153849,1,9,5.2,684,0
189,1301,208,2020-01-15 10:19:53,25.969230769230798,1,0,5.0,680,0
190,1302,209,2020-01-15 10:21:24,25.869230769230796,1,0,5.0,668,0
191,1303,210,2020-01-15 10:22:24,25.800000000000026,1,0,5.0,673,0
192,1304,211,2020-01-15 10:23:24,25.70769230769233,1,0,5.0,676,0
193,1305,212,2020-01-15 10:24:24,25.684615384615405,1,0,5.0,1754,0
194,1313,213,2020-01-15 10:25:24,25.776923076923097,1,39,7.3,1230,0
195,1322,214,2020-01-15 10:26:24,25.796153846153864,1,0,5.8,674,0
196,1325,215,2020-01-15 10:27:24,25.70000000000002,1,83,6.9,2207,0
197,1340,216,2020-01-15 10:28:24,25.488461538461557,1,40,-1.9,1990,0
198,1349,217,2020-01-15 10:29:24,25.280769230769252,1,0,-0.5,666,0
199,1357,218,2020-01-15 10:30:24,25.15000000000002,1,57,3.6,746,0
200,1368,219,2020-01-15 10:31:24,25.15384615384617,1,73,8.0,1980,0
201,1383,220,2020-01-15 10:32:24,25.180769230769247,1,74,8.0,2014,0
202,1387,221,2020-01-15 10:33:24,25.169230769230786,1,77,3.8,2103,0
203,1394,222,2020-01-15 10:34:24,25.023076923076943,1,22,-0.1,676,0
204,1398,223,2020-01-15 10:35:24,24.81153846153848,1,0,0.1,665,0
205,1399,224,2020-01-15 10:36:24,24.60000000000002,1,0,0.1,682,0
206,1407,225,2020-01-15 10:37:24,24.507692307692324,1,78,6.1,2092,0
207,1413,226,2020-01-15 10:38:24,24.480769230769244,1,21,-0.6,1311,0
208,1423,227,2020-01-15 10:39:24,24.507692307692324,1,40,0.8,1421,0
209,1430,228,2020-01-15 10:40:24,24.65384615384617,1,14,3.5,687,0
210,1435,229,2020-01-15 10:41:24,24.730769230769248,1,16,2.0,1487,0
211,1438,230,2020-01-15 10:42:24,24.807692307692324,1,0,2.5,666,0
212,1439,231,2020-01-15 10:43:24,24.973076923076942,1,0,2.8,683,0
213,1442,232,2020-01-15 10:44:24,25.046153846153864,1,1,-4.6,638,0
214,1446,233,2020-01-15 10:45:24,25.096153846153864,1,10,-12.9,1773,0
215,1458,234,2020-01-15 10:46:24,25.238461538461554,1,12,-0.8,989,0
216,1466,235,2020-01-15 10:47:24,25.3846153846154,1,7,-0.4,668,0
217,1467,236,2020-01-15 10:48:24,25.56153846153848,1,0,0.9,663,0
218,1468,237,2020-01-15 10:49:24,25.826923076923098,1,1,0.8,702,0
219,1469,238,2020-01-15 10:50:24,26.011538461538482,1,0,0.8,653,0
220,1470,239,2020-01-15 10:51:24,26.06923076923079,1,0,0.4,662,0
221,1471,240,2020-01-15 10:52:24,26.21538461538464,1,0,0.2,672,0
222,1472,241,2020-01-15 10:53:24,26.400000000000027,1,0,0.1,685,0
223,1473,242,2020-01-15 10:54:24,26.557692307692335,1,0,-0.1,679,0
224,1474,243,2020-01-15 10:55:24,26.780769230769256,1,0,1.1,681,0
225,1475,244,2020-01-15 10:56:24,26.992307692307715,1,0,1.5,658,0
226,1476,245,2020-01-15 10:57:24,27.073076923076947,1,0,2.2,678,0
227,1477,246,2020-01-15 10:58:24,27.111538461538487,1,0,2.7,664,0
228,1478,247,2020-01-15 10:59:24,27.20384615384618,1,0,3.0,675,0
229,1479,248,2020-01-15 11:00:24,27.330769230769253,1,0,2.9,661,0
230,1480,249,2020-01-15 11:01:24,27.53846153846156,1,0,3.1,669,0
231,1481,250,2020-01-15 11:02:24,27.734615384615406,1,0,3.1,680,0
232,1482,251,2020-01-15 11:03:24,27.7769230769231,1,0,3.3,666,0
233,1483,252,2020-01-15 11:04:24,27.6769230769231,1,0,3.3,665,0
234,1484,253,2020-01-15 11:05:24,27.50769230769233,1,0,3.7,684,0
235,1485,254,2020-01-15 11:06:24,27.346153846153868,1,0,4.0,663,0
236,1486,255,2020-01-15 11:07:24,27.22307692307695,1,0,4.2,660,0
237,1487,256,2020-01-15 11:08:24,27.126923076923102,1,0,4.1,668,0
238,1488,257,2020-01-15 11:09:24,27.061538461538483,1,0,3.9,676,0
239,1489,258,2020-01-15 11:10:24,26.976923076923097,1,0,3.7,662,0
240,1490,259,2020-01-15 11:11:24,26.884615384615408,1,0,4.0,664,0
241,1491,260,2020-01-15 11:12:24,26.78846153846156,1,0,4.1,684,0
242,1492,261,2020-01-15 11:13:24,26.66153846153848,1,0,4.3,683,0
243,1493,262,2020-01-15 11:14:24,26.523076923076943,1,0,4.5,673,0
244,1494,263,2020-01-15 11:15:24,26.37692307692309,1,2,5.3,692,0
245,1496,264,2020-01-15 11:16:24,26.226923076923093,1,0,7.5,684,0
246,1497,265,2020-01-15 11:17:24,26.076923076923094,1,0,8.1,671,0
247,1498,266,2020-01-15 11:18:24,25.930769230769247,1,0,8.3,669,0
248,1499,267,2020-01-15 11:19:24,25.823076923076936,1,0,8.5,669,0
249,1500,268,2020-01-15 11:20:24,25.71538461538463,1,0,8.6,671,0
250,1501,269,2020-01-15 11:21:24,25.57307692307694,1,0,8.7,673,0
251,1502,270,2020-01-15 11:22:24,25.419230769230786,1,0,8.8,662,0
252,1503,271,2020-01-15 11:23:24,25.276923076923097,1,1,8.9,665,0
253,1504,272,2020-01-15 11:24:24,25.15000000000002,1,1,9.0,671,0
254,1505,273,2020-01-15 11:25:24,25.0269230769231,1,0,9.1,682,0
255,1506,274,2020-01-15 11:26:24,24.873076923076948,1,0,9.3,682,0
256,1507,275,2020-01-15 11:27:24,24.707692307692334,1,0,9.6,676,0
257,1508,276,2020-01-15 11:28:24,24.557692307692335,1,0,9.6,670,0
258,1509,277,2020-01-15 11:29:24,24.426923076923103,1,0,10.3,670,0
259,1510,278,2020-01-15 11:30:24,24.396153846153876,1,0,10.6,677,0
260,1511,279,2020-01-15 11:31:24,24.450000000000028,1,0,11.3,668,0
261,1512,280,2020-01-15 11:32:24,24.469230769230798,1,0,11.8,674,0
262,1513,281,2020-01-15 11:33:24,24.44230769230772,1,0,11.7,661,0
263,1514,282,2020-01-15 11:34:24,24.407692307692336,1,0,11.9,672,0
264,1515,283,2020-01-15 11:35:24,24.36153846153849,1,0,11.9,683,0
265,1516,284,2020-01-15 11:36:24,24.30769230769234,1,0,11.8,669,0
266,1517,285,2020-01-15 11:37:24,24.246153846153877,1,0,11.6,661,0
267,1518,286,2020-01-15 11:38:24,24.1692307692308,1,0,11.5,672,0
268,1519,287,2020-01-15 11:39:24,24.11153846153849,1,0,11.3,666,0
269,1520,288,2020-01-15 11:40:24,24.053846153846184,1,0,11.4,671,0
270,1521,289,2020-01-15 11:41:24,23.938461538461567,1,0,11.4,672,0
271,1522,290,2020-01-15 11:42:24,23.784615384615414,1,0,11.4,684,0
272,1523,291,2020-01-15 11:43:24,23.661538461538495,1,1,11.5,671,0
273,1524,292,2020-01-15 11:44:24,23.630769230769264,1,1,11.7,670,0
274,1525,293,2020-01-15 11:45:24,23.596153846153882,1,0,12.1,663,0
275,1526,294,2020-01-15 11:46:24,23.592307692307728,1,1,12.4,670,0
276,1527,295,2020-01-15 11:47:24,23.588461538461573,1,0,12.5,662,0
277,1528,296,2020-01-15 11:48:24,23.52307692307696,1,0,12.8,670,0
278,1529,297,2020-01-15 11:49:24,23.47692307692311,1,0,12.9,678,0
279,1530,298,2020-01-15 11:50:24,23.411538461538495,1,0,13.3,668,0
280,1531,299,2020-01-15 11:51:24,23.430769230769265,1,1,13.5,665,0
281,1532,300,2020-01-15 11:52:24,23.538461538461572,1,0,13.6,664,0
282,1533,301,2020-01-15 11:53:24,23.588461538461573,1,0,14.1,656,0
283,1534,302,2020-01-15 11:54:24,23.542307692307723,1,1,14.3,998,0
284,1541,303,2020-01-15 11:55:24,23.45000000000003,1,0,11.4,683,0
285,1543,304,2020-01-15 11:56:24,23.32692307692311,1,41,11.4,2185,0
286,1545,305,2020-01-15 11:57:24,23.234615384615417,1,0,12.0,699,0
287,1547,306,2020-01-15 11:58:24,23.196153846153877,1,63,7.0,2129,0
288,1553,307,2020-01-15 11:59:24,23.123076923076955,1,49,6.6,2633,0
289,1554,308,2020-01-15 12:00:24,23.023076923076953,1,0,5.8,688,0
290,1558,309,2020-01-15 12:01:24,22.973076923076952,1,6,8.1,1969,0
291,1560,310,2020-01-15 12:02:24,22.915384615384646,1,0,9.5,692,0
292,1561,311,2020-01-15 12:03:24,22.796153846153878,1,8,8.7,2019,0
293,1576,312,2020-01-15 12:04:24,22.730769230769265,1,62,11.5,1730,0
294,1582,313,2020-01-15 12:05:24,22.669230769230804,1,82,22.1,2268,0
295,1589,314,2020-01-15 12:06:24,22.61538461538465,1,75,16.8,2071,0
296,1596,315,2020-01-15 12:07:24,22.588461538461576,1,67,10.3,1881,0
297,1600,316,2020-01-15 12:08:24,22.6115384615385,1,0,6.6,655,0
298,1606,317,2020-01-15 12:09:24,22.630769230769268,1,55,3.6,2923,0
299,1615,318,2020-01-15 12:10:24,22.5115384615385,1,9,1.7,705,0
300,1618,319,2020-01-15 12:11:24,22.396153846153883,1,4,13.3,725,0
301,1622,320,2020-01-15 12:12:24,22.26923076923081,1,0,9.6,655,0
302,1629,321,2020-01-15 12:13:24,22.153846153846192,1,11,10.4,933,0
303,1632,322,2020-01-15 12:14:24,22.100000000000037,1,13,9.3,1300,0
304,1636,323,2020-01-15 12:15:24,21.953846153846193,1,1,12.5,676,0
305,1637,324,2020-01-15 12:16:24,21.873076923076958,1,1,12.5,680,0
306,1639,325,2020-01-15 14:18:24,21.75384615384619,1,0,9.8,1873,0
307,1640,326,2020-01-15 14:19:24,21.576923076923112,1,0,9.8,1409,0
308,1641,327,2020-01-15 14:20:24,21.43076923076927,1,0,9.8,673,0
309,1643,328,2020-01-15 14:21:24,21.30384615384619,1,52,6.2,1516,0
310,1655,329,2020-01-15 14:22:24,21.25384615384619,1,20,8.8,2430,0
311,1670,330,2020-01-15 14:23:24,21.307692307692346,1,26,8.4,1670,0
312,1679,331,2020-01-15 14:24:24,21.326923076923116,1,48,10.0,714,0
313,1688,332,2020-01-15 14:25:24,21.219230769230812,1,60,8.9,1555,0
314,1703,333,2020-01-15 14:26:24,21.184615384615427,1,84,16.7,2361,0
315,1709,334,2020-01-15 14:27:24,21.14230769230773,1,57,13.4,1537,0
316,1716,335,2020-01-15 14:28:24,21.053846153846198,1,0,8.6,674,0
317,1719,336,2020-01-15 14:29:24,21.019230769230813,1,31,13.7,947,0
318,1721,337,2020-01-15 14:30:24,21.092307692307735,1,0,15.2,668,0
319,1724,338,2020-01-15 14:31:24,21.076923076923116,1,64,11.6,2160,0
320,1726,339,2020-01-15 14:32:24,21.042307692307734,1,0,11.1,682,0
321,1728,340,2020-01-15 14:33:24,21.0615384615385,1,0,11.4,667,0
322,1730,341,2020-01-15 14:34:24,21.123076923076958,1,0,7.3,669,0
323,1732,342,2020-01-15 14:35:24,21.18076923076927,1,29,6.9,1593,0
324,1735,343,2020-01-15 14:36:24,21.12692307692311,1,32,4.1,1701,0
325,1736,344,2020-01-15 14:37:24,21.069230769230803,1,0,3.4,673,0
326,1740,345,2020-01-15 14:38:24,20.98846153846157,1,40,11.4,842,0
327,1741,346,2020-01-15 14:39:24,20.980769230769262,1,0,13.1,677,0
328,1743,347,2020-01-15 14:40:24,20.976923076923107,1,39,20.0,1930,0
329,1745,348,2020-01-15 14:41:24,21.042307692307723,1,0,21.4,674,0
330,1751,349,2020-01-15 14:42:24,21.10384615384618,1,51,12.4,692,0
331,1753,350,2020-01-15 14:43:24,21.034615384615414,1,0,6.5,671,0
332,1754,351,2020-01-15 14:44:24,20.938461538461567,1,0,6.1,669,0
333,1757,352,2020-01-15 14:45:24,20.83461538461541,1,0,1.1,662,0
334,1758,353,2020-01-15 14:46:24,20.750000000000025,1,0,1.4,677,0
335,1762,354,2020-01-15 14:47:24,20.76538461538464,1,7,9.0,665,0
336,1767,355,2020-01-15 14:48:24,20.71153846153849,1,36,7.3,1989,0
337,1773,356,2020-01-15 14:49:24,20.588461538461562,1,44,5.1,750,0
338,1781,357,2020-01-15 14:50:24,20.48846153846156,1,0,8.3,663,0
339,1782,358,2020-01-15 14:51:24,20.484615384615406,1,6,-1.6,710,0
340,1783,359,2020-01-15 15:01:36,20.4269230769231,1,0,-26.6,1022,0
341,1788,360,2020-01-15 15:07:58,20.361538461538487,1,13,9.8,1099,0
342,1796,361,2020-01-15 15:12:14,20.323076923076947,1,24,3.7,1233,0
343,1802,362,2020-01-15 15:13:14,20.2769230769231,1,39,3.4,2168,0
344,1808,363,2020-01-15 15:14:14,20.15769230769233,1,53,6.2,1814,0
345,1815,364,2020-01-15 15:15:14,20.061538461538483,1,37,5.4,1184,0
