i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
37,2020-01-14 10:05:03,49.2,1,0,-33.1,832,0
38,2020-01-14 10:06:03,49.2,1,41,-12.7,2656,0
39,2020-01-14 10:07:03,49.0,1,51,1.6,2176,0
40,2020-01-14 10:08:03,48.6,1,34,8.1,1344,0
41,2020-01-14 10:09:03,48.5,1,20,5.7,2368,0
42,2020-01-14 10:10:03,48.7,1,48,15.4,2016,0
43,2020-01-14 10:11:03,49.2,1,34,9.8,2080,0
44,2020-01-14 10:12:03,49.3,1,30,0.9,960,0
45,2020-01-14 10:13:03,49.2,1,1,6.9,992,0
46,2020-01-14 10:14:03,49.2,1,6,9.5,1120,0
47,2020-01-14 10:15:03,48.9,1,6,17.6,1280,0
48,2020-01-14 10:16:03,48.5,1,5,30.5,800,0
49,2020-01-14 10:17:03,48.5,1,6,23.5,1440,0
50,2020-01-14 10:18:03,48.5,1,1,23.8,832,0
51,2020-01-14 10:19:03,49.0,1,8,16.1,800,0
52,2020-01-14 10:20:03,49.6,1,1,15.7,832,0
53,2020-01-14 10:21:03,49.4,1,0,19.3,864,0
54,2020-01-14 10:22:03,48.9,1,0,19.2,832,0
55,2020-01-14 10:23:03,48.5,1,48,10.2,864,0
56,2020-01-14 10:24:03,48.5,1,19,4.8,2048,0
57,2020-01-14 10:25:03,48.3,1,0,2.0,832,0
58,2020-01-14 10:26:03,48.3,1,0,28.6,1088,0
59,2020-01-14 10:27:03,48.4,1,0,36.2,832,0
60,2020-01-14 10:28:03,48.3,1,50,36.0,2080,0
61,2020-01-14 10:29:03,48.3,1,0,30.6,832,0
62,2020-01-14 10:30:03,48.7,1,51,11.7,1984,0
63,2020-01-14 10:31:03,49.0,1,0,8.1,832,0
64,2020-01-14 10:32:03,48.8,1,7,-0.5,896,0
65,2020-01-14 10:33:03,49.0,1,26,4.5,1024,0
66,2020-01-14 10:34:03,49.2,1,20,10.5,2112,0
67,2020-01-14 10:35:03,49.3,1,21,12.8,1056,0
68,2020-01-14 10:36:03,49.4,1,0,13.1,832,0
69,2020-01-14 10:37:03,49.9,1,0,13.2,704,0
70,2020-01-14 10:38:03,50.9,1,1,13.9,832,0
71,2020-01-14 10:39:03,0.0,1,0,14.4,0,0
72,2020-01-14 10:41:03,51.5,1,0,26.8,928,0
73,2020-01-14 10:56:22,50.8,1,1,25.7,832,0
74,2020-01-14 11:02:11,50.5,1,0,2.2,832,0
75,2020-01-14 11:03:11,50.4,1,0,3.2,832,0
76,2020-01-14 11:04:11,50.4,1,1,3.2,832,0
77,2020-01-14 11:05:11,50.4,1,14,0.9,1504,0
78,2020-01-14 11:06:11,50.4,1,0,0.6,832,0
79,2020-01-14 11:07:11,49.8,1,26,-3.1,1184,0
80,2020-01-14 11:08:11,49.2,1,0,-5.6,832,0
81,2020-01-14 11:09:11,48.6,1,47,3.3,1888,0
82,2020-01-14 11:10:11,48.3,1,21,8.4,2144,0
83,2020-01-14 11:11:11,48.3,1,28,7.0,1632,0
84,2020-01-14 11:12:11,47.9,1,0,3.0,832,0
85,2020-01-14 11:13:11,47.3,1,34,-9.0,2048,0
86,2020-01-14 11:14:11,47.0,1,43,-13.3,2560,0
87,2020-01-14 11:15:11,46.5,1,25,-7.4,800,0
88,2020-01-14 11:16:11,46.3,1,33,-1.9,2080,0
89,2020-01-14 11:17:11,46.3,1,49,-4.3,800,0
90,2020-01-14 11:18:11,46.0,1,30,-1.9,1696,0
91,2020-01-14 11:19:11,46.3,1,11,3.3,2624,0
92,2020-01-14 11:20:11,46.7,1,17,0.1,1664,0
93,2020-01-14 11:21:11,46.3,1,31,-2.3,1984,0
94,2020-01-14 11:22:11,45.8,1,49,-2.7,2784,0
95,2020-01-14 11:23:11,45.9,1,24,-2.1,832,0
96,2020-01-14 11:24:11,46.5,1,35,-2.5,2176,0
97,2020-01-14 11:25:11,46.9,1,12,0.2,3232,0
98,2020-01-14 11:26:11,46.7,1,33,5.0,1888,0
99,2020-01-14 11:27:11,46.0,1,24,6.6,2528,0
100,2020-01-14 11:28:11,45.6,1,16,-0.5,832,0
101,2020-01-14 11:29:11,45.7,1,30,-3.4,1056,0
102,2020-01-14 11:30:11,45.9,1,5,0.3,960,0
103,2020-01-14 11:31:11,46.2,1,5,-0.8,960,0
104,2020-01-14 11:32:11,46.5,1,5,-0.8,832,0
105,2020-01-14 11:33:11,46.8,1,5,-0.8,832,0
106,2020-01-14 14:31:01,47.2,1,0,2.1,1216,0
107,2020-01-14 14:32:01,46.7,1,0,2.1,896,0
108,2020-01-14 14:33:01,46.2,1,0,2.1,1888,0
109,2020-01-14 14:34:01,46.3,1,0,2.1,2176,0
110,2020-01-14 14:35:01,46.2,1,0,2.1,1088,0
111,2020-01-14 14:36:01,45.7,1,10,0.5,2432,0
112,2020-01-14 14:37:01,45.6,1,5,0.1,1152,0
113,2020-01-14 14:38:01,45.6,1,4,1.9,832,0
114,2020-01-14 14:39:01,45.6,1,0,4.2,832,0
115,2020-01-14 14:40:01,46.0,1,0,4.0,832,0
116,2020-01-14 14:41:01,46.7,1,1,4.1,832,0
117,2020-01-14 14:42:01,46.9,1,0,4.0,832,0
118,2020-01-14 14:43:01,46.8,1,4,7.4,864,0
119,2020-01-14 14:44:01,46.6,1,23,3.9,1888,0
120,2020-01-14 14:45:01,46.2,1,0,3.7,832,0
121,2020-01-14 14:46:01,46.2,1,24,2.1,3360,0
122,2020-01-14 14:47:01,46.3,1,19,0.2,832,0
123,2020-01-14 14:48:01,46.2,1,3,-3.1,960,0
124,2020-01-14 14:49:01,46.2,1,2,-3.1,1056,0
125,2020-01-14 14:50:01,46.1,1,2,-3.1,832,0
126,2020-01-14 14:51:01,46.0,1,2,-3.1,832,0
127,2020-01-16 11:01:40,0.0,1,0,-1.7,1248,0
128,2020-01-16 11:02:40,46.8,1,0,-1.7,2144,0
129,2020-01-16 11:03:40,46.5,1,0,-1.7,1312,1
130,2020-01-16 11:04:40,46.7,1,0,-1.7,928,1
131,2020-01-16 11:05:40,47.2,1,0,16.5,832,1
132,2020-01-16 11:06:40,47.3,1,0,11.3,864,1
133,2020-01-16 11:07:40,47.3,1,0,14.3,864,1
134,2020-01-16 11:08:40,47.3,1,0,13.3,832,1
135,2020-01-16 11:09:40,47.3,1,0,13.1,832,1
136,2020-01-16 11:10:40,47.3,1,0,12.8,832,1
137,2020-01-16 11:11:40,47.3,1,0,12.9,832,1
138,2020-01-16 11:12:40,47.3,1,0,11.3,832,1
139,2020-01-16 11:13:40,47.0,1,31,1.6,1760,1
140,2020-01-16 11:14:40,46.8,1,0,4.1,832,1
141,2020-01-16 11:15:40,46.4,1,0,-0.3,896,1
142,2020-01-16 11:16:40,45.8,1,39,18.6,2336,1
143,2020-01-16 11:17:40,45.4,1,35,22.9,832,1
144,2020-01-16 11:18:40,45.4,1,1,9.9,832,1
145,2020-01-16 11:19:40,45.0,1,47,2.5,1920,1
146,2020-01-16 11:20:40,44.7,1,1,-1.1,832,1
147,2020-01-16 11:21:40,44.9,1,2,3.5,864,1
148,2020-01-16 11:22:40,45.0,1,13,2.9,1120,1
149,2020-01-16 11:23:40,45.6,1,6,-1.3,1312,1
150,2020-01-16 11:24:40,45.6,1,13,-5.1,1536,1
151,2020-01-16 11:25:40,45.1,1,0,10.3,832,1
152,2020-01-16 11:26:40,44.9,1,0,0.8,832,1
153,2020-01-16 11:27:40,44.9,1,35,20.8,2016,1
154,2020-01-16 11:28:40,45.0,1,2,19.0,1056,1
155,2020-01-16 11:29:40,44.8,1,0,25.5,832,1
156,2020-01-16 11:30:40,44.7,1,47,11.3,2016,1
157,2020-01-16 11:31:40,44.9,1,49,8.5,2880,1
158,2020-01-16 11:32:40,44.7,1,4,7.4,992,1
159,2020-01-16 11:33:40,44.6,1,42,8.8,2496,1
160,2020-01-16 11:34:40,44.6,1,0,11.7,832,1
161,2020-01-16 11:35:40,44.6,1,29,22.5,1728,1
162,2020-01-16 11:36:40,44.3,1,1,27.0,832,1
163,2020-01-16 11:37:40,43.9,1,18,-3.5,1760,1
164,2020-01-16 11:38:40,43.9,1,0,-7.1,832,1
165,2020-01-16 11:39:40,44.8,1,0,2.7,864,1
166,2020-01-16 11:40:40,45.5,1,0,2.5,832,1
167,2020-01-16 11:41:40,45.6,1,0,2.7,832,1
168,2020-01-16 11:42:40,45.6,1,0,2.6,832,1
169,2020-01-16 11:43:40,45.6,1,0,2.3,832,1
170,2020-01-16 11:44:40,45.6,1,1,2.2,832,1
171,2020-01-16 11:45:40,45.6,1,0,2.4,832,1
172,2020-01-16 11:46:40,45.6,1,0,2.4,832,1
173,2020-01-16 11:47:40,45.5,1,0,2.6,832,1
174,2020-01-16 11:48:40,45.1,1,15,8.7,1856,1
175,2020-01-16 11:49:40,44.9,1,5,20.4,960,1
176,2020-01-16 11:50:40,44.7,1,38,11.9,2304,1
177,2020-01-16 11:51:40,44.5,1,4,7.9,928,1
178,2020-01-16 11:52:40,44.1,1,42,0.1,2496,1
179,2020-01-16 11:53:40,43.6,1,45,0.2,1760,1
180,2020-01-16 11:54:40,43.3,1,27,6.0,1120,1
181,2020-01-16 11:55:40,43.2,1,0,7.3,832,1
182,2020-01-16 11:56:40,43.4,1,0,11.2,832,1
183,2020-01-16 11:57:40,43.7,1,35,2.4,2240,1
184,2020-01-16 11:58:40,43.8,1,5,3.8,832,1
185,2020-01-16 11:59:40,43.3,1,35,4.2,2080,1
186,2020-01-16 12:00:40,43.3,1,0,7.8,832,1
187,2020-01-16 12:01:40,44.0,1,12,3.3,1664,1
188,2020-01-16 12:02:40,44.1,1,23,5.4,2304,1
189,2020-01-16 12:03:40,43.7,1,25,9.7,2784,1
190,2020-01-16 12:04:40,43.1,1,59,8.3,2432,1
191,2020-01-16 12:05:40,43.3,1,50,11.2,2016,1
192,2020-01-16 12:06:40,43.1,1,15,6.1,1664,1
193,2020-01-16 12:07:40,42.5,1,34,10.6,1280,1
194,2020-01-16 12:08:40,42.6,1,1,6.8,864,1
195,2020-01-16 12:09:40,42.7,1,16,12.3,1472,1
196,2020-01-16 12:10:40,42.6,1,0,12.7,832,1
197,2020-01-16 12:11:40,42.5,1,0,12.8,832,1
198,2020-01-16 12:12:40,43.1,1,0,12.8,832,1
199,2020-01-16 12:13:40,43.6,1,0,12.7,832,1
200,2020-01-16 12:14:40,43.7,1,0,12.6,832,1
201,2020-01-16 12:15:40,43.7,1,0,12.8,832,1
202,2020-01-16 12:16:40,43.7,1,0,13.0,832,1
203,2020-01-16 12:17:40,43.7,1,1,13.5,832,1
204,2020-01-16 12:18:40,43.7,1,0,13.6,832,1
205,2020-01-16 12:19:40,43.7,1,0,13.7,832,1
206,2020-01-16 12:20:40,43.7,1,0,13.9,832,1
207,2020-01-16 12:21:40,43.7,1,27,26.7,1472,1
208,2020-01-16 12:22:40,43.7,1,40,19.9,2336,1
209,2020-01-16 12:23:40,43.6,1,16,12.7,832,1
210,2020-01-16 12:24:40,43.1,1,69,8.6,1664,1
211,2020-01-16 12:25:40,42.3,1,64,5.5,2464,1
212,2020-01-16 12:26:40,41.6,1,8,0.1,992,1
213,2020-01-16 12:27:40,41.4,1,70,-1.3,3008,1
214,2020-01-16 12:28:40,41.5,1,68,-0.6,2464,1
215,2020-01-16 12:29:40,41.5,1,34,0.0,2016,1
216,2020-01-16 12:30:40,41.7,1,42,2.5,2592,1
217,2020-01-16 12:31:40,42.0,1,27,6.7,2240,1
218,2020-01-16 12:32:40,42.2,1,1,11.7,1344,1
219,2020-01-16 12:33:40,42.7,1,0,11.2,832,1
220,2020-01-16 12:34:40,42.7,1,9,9.4,928,1
221,2020-01-16 12:35:40,42.6,1,6,5.8,1248,1
222,2020-01-16 12:36:40,43.2,1,59,4.9,2496,1
223,2020-01-16 12:37:40,43.7,1,56,5.8,2048,1
224,2020-01-16 12:38:40,43.5,1,62,5.6,2240,1
225,2020-01-16 12:39:40,42.9,1,43,5.1,1792,1
226,2020-01-16 12:40:40,42.3,1,72,3.4,2624,1
227,2020-01-16 12:41:40,42.0,1,70,3.6,2528,1
228,2020-01-16 12:42:40,42.3,1,49,2.5,2112,1
229,2020-01-16 12:43:40,42.5,1,77,3.0,2816,1
230,2020-01-16 12:44:40,42.5,1,77,5.1,2816,1
231,2020-01-16 12:45:40,42.4,1,73,6.4,2656,1
232,2020-01-16 12:46:40,41.6,1,31,3.6,1888,1
233,2020-01-16 12:47:40,40.8,1,66,0.6,2432,1
234,2020-01-16 12:48:40,41.6,1,54,1.8,2304,1
235,2020-01-16 12:49:40,42.4,1,53,0.3,2304,1
236,2020-01-16 12:50:40,41.9,1,0,4.9,832,1
237,2020-01-16 12:51:40,42.1,1,0,4.5,832,1
238,2020-01-16 12:52:40,43.0,1,0,4.8,832,1
239,2020-01-16 12:53:40,43.0,1,0,6.0,832,1
240,2020-01-16 12:54:40,42.8,1,0,6.3,832,1
241,2020-01-16 12:55:40,42.7,1,5,6.4,1536,1
242,2020-01-16 12:56:40,42.5,1,55,3.7,2304,1
243,2020-01-16 12:57:40,42.1,1,1,0.9,832,1
244,2020-01-16 12:58:40,41.3,1,68,1.5,2880,1
245,2020-01-16 12:59:39,41.1,1,48,-0.3,2112,1
246,2020-01-16 13:00:40,41.2,1,27,-1.4,2784,1
247,2020-01-16 13:01:40,41.1,1,31,9.5,1792,1
248,2020-01-16 13:02:40,41.2,1,0,8.8,832,1
249,2020-01-16 13:03:40,41.3,1,67,8.1,2816,1
250,2020-01-16 13:04:40,41.6,1,86,15.5,3136,1
251,2020-01-16 13:05:40,41.2,1,23,10.4,2272,1
252,2020-01-16 13:06:40,40.3,1,70,15.0,2592,1
253,2020-01-16 13:07:40,40.2,1,81,27.3,2944,1
254,2020-01-16 13:08:40,40.4,1,85,28.6,3104,1
255,2020-01-16 13:09:40,40.0,1,86,27.6,3104,1
256,2020-01-16 13:10:40,39.7,1,98,-10.4,3232,1
257,2020-01-16 13:11:40,39.6,1,95,-9.4,3456,1
258,2020-01-16 13:12:40,39.7,1,91,27.6,3296,1
259,2020-01-16 13:13:40,39.9,1,85,23.2,3136,1
260,2020-01-16 13:14:40,39.6,1,86,45.9,3008,1
261,2020-01-16 13:15:40,39.3,1,92,83.0,3136,1
262,2020-01-16 13:16:40,39.2,1,87,83.7,3136,1
263,2020-01-16 13:17:40,39.0,1,97,39.2,3488,1
264,2020-01-16 13:18:40,38.7,1,75,13.5,2656,1
265,2020-01-16 13:19:40,38.5,1,42,10.1,2560,1
266,2020-01-16 13:20:40,38.1,1,0,4.4,832,1
267,2020-01-16 13:21:40,0.0,1,2,16.2,0,1
268,2020-01-16 13:25:46,56.4,1,1,35.8,832,1
269,2020-01-16 13:26:46,56.5,1,0,22.3,832,0
270,2020-01-16 13:27:46,56.8,1,39,15.8,2240,0
271,2020-01-16 13:28:46,56.7,1,48,8.7,2656,0
272,2020-01-16 13:29:46,56.2,1,13,12.0,992,0
273,2020-01-16 13:30:46,55.5,1,72,9.7,3040,0
274,2020-01-16 13:31:46,55.2,1,14,14.9,832,0
275,2020-01-16 13:32:46,55.2,1,59,10.4,2016,0
276,2020-01-16 13:33:46,54.9,1,1,11.9,1056,0
277,2020-01-16 13:34:46,54.8,1,2,21.9,928,0
278,2020-01-16 13:35:46,55.3,1,0,11.9,832,0
279,2020-01-16 13:36:46,55.7,1,12,2.1,864,0
280,2020-01-16 13:37:46,55.8,1,3,0.6,832,0
281,2020-01-16 13:38:46,56.1,1,3,0.6,832,0
282,2020-01-16 14:56:20,56.4,1,0,3.4,1408,0
283,2020-01-16 15:05:08,56.4,1,0,3.4,0,0
284,2020-01-16 15:06:34,56.4,1,0,3.4,0,0
285,2020-01-16 15:07:34,56.4,1,0,3.4,0,0
286,2020-01-16 15:08:34,56.4,1,0,3.4,0,0
287,2020-01-16 15:09:34,56.4,1,0,3.4,0,0
288,2020-01-16 15:10:34,56.4,1,0,3.4,0,0
289,2020-01-16 15:11:34,56.4,1,0,3.4,0,0
290,2020-01-16 15:18:11,56.4,1,0,3.4,928,0
291,2020-01-16 15:20:12,0.0,0,0,3.4,0,0
292,2020-01-16 15:21:55,0.0,0,0,3.4,0,0
293,2020-01-16 15:22:55,0.0,0,0,3.4,0,0
294,2020-01-17 09:05:49,56.4,1,0,3.4,1248,0
295,2020-01-17 09:06:49,56.4,1,0,3.4,1056,1
296,2020-01-17 09:07:49,56.4,1,0,3.4,1568,1
297,2020-01-17 09:08:49,56.4,1,0,3.4,960,1
298,2020-01-17 09:09:49,56.4,1,3,21.5,864,1
299,2020-01-17 09:11:22,56.5,1,0,10.2,864,1
300,2020-01-17 09:12:22,56.5,1,0,6.4,832,1
301,2020-01-17 09:13:22,56.4,1,0,6.9,832,1
302,2020-01-17 09:14:22,56.4,1,0,7.0,832,1
303,2020-01-17 09:15:22,56.4,1,0,6.4,832,1
304,2020-01-17 09:16:22,56.4,1,0,6.4,832,1
305,2020-01-17 09:17:22,56.4,1,0,6.6,832,1
306,2020-01-17 09:18:22,56.4,1,0,6.6,832,1
307,2020-01-17 09:19:22,56.4,1,0,6.5,896,1
308,2020-01-17 09:20:22,56.4,1,0,6.3,832,1
309,2020-01-17 09:21:22,56.4,1,0,6.4,832,1
310,2020-01-17 09:22:22,56.3,1,40,8.9,2432,1
311,2020-01-17 09:23:22,55.9,1,60,5.1,2624,1
312,2020-01-17 09:24:22,55.4,1,67,13.9,2432,1
313,2020-01-17 09:25:22,55.4,1,6,0.5,1024,1
314,2020-01-17 09:26:22,55.8,1,1,8.1,928,1
315,2020-01-17 09:27:22,55.9,1,68,8.8,2464,1
316,2020-01-17 09:28:22,55.2,1,66,13.9,2816,1
317,2020-01-17 09:29:22,54.9,1,77,18.9,2816,1
318,2020-01-17 09:30:22,55.3,1,76,25.8,2720,1
319,2020-01-17 09:31:22,54.9,1,50,19.2,1984,1
320,2020-01-17 09:32:22,54.8,1,99,10.3,3584,1
321,2020-01-17 09:33:22,55.2,1,85,20.9,3072,1
322,2020-01-17 09:34:22,54.5,1,68,16.9,2528,1
323,2020-01-17 09:35:22,54.0,1,22,14.0,832,1
324,2020-01-17 09:36:22,54.0,1,12,15.0,1152,1
325,2020-01-17 09:37:22,54.2,1,14,38.9,736,1
326,2020-01-17 09:38:22,54.4,1,0,35.7,832,1
327,2020-01-17 09:39:22,54.2,1,0,36.5,832,1
328,2020-01-17 09:40:22,54.0,1,0,37.1,832,1
329,2020-01-17 09:41:22,54.0,1,0,37.2,832,1
330,2020-01-17 09:42:22,54.0,1,0,37.3,832,1
331,2020-01-17 09:43:22,54.0,1,0,37.2,832,1
332,2020-01-17 09:44:22,54.0,1,0,36.7,832,1
333,2020-01-17 09:45:22,54.0,1,0,36.9,832,1
334,2020-01-17 09:46:22,54.0,1,0,37.1,832,1
335,2020-01-17 09:47:22,54.0,1,0,37.3,832,1
336,2020-01-17 09:48:22,54.0,1,0,37.3,864,1
337,2020-01-17 09:49:22,54.0,1,0,37.5,832,1
338,2020-01-17 09:50:22,54.0,1,0,37.9,832,1
339,2020-01-17 09:51:22,54.0,1,0,38.4,896,1
340,2020-01-17 09:52:22,54.0,1,0,38.1,832,1
341,2020-01-17 09:53:22,54.0,1,0,37.8,832,1
342,2020-01-17 09:54:22,54.0,1,0,40.0,832,1
343,2020-01-17 10:01:08,55.2,1,0,40.8,832,1
344,2020-01-17 10:02:10,55.2,1,0,18.8,832,1
345,2020-01-17 10:03:10,55.2,1,0,18.6,832,1
346,2020-01-17 10:04:10,55.2,1,1,18.4,832,1
347,2020-01-17 10:05:10,55.2,1,1,18.9,832,1
348,2020-01-17 10:06:10,55.2,1,1,19.0,832,1
349,2020-01-17 10:07:10,55.2,1,1,19.4,832,1
350,2020-01-17 10:08:10,55.2,1,1,19.3,832,1
351,2020-01-17 10:09:10,55.2,1,0,20.3,832,1
352,2020-01-17 10:10:10,55.2,1,0,20.5,832,1
353,2020-01-17 10:11:10,55.2,1,0,20.6,832,1
354,2020-01-17 10:12:10,55.2,1,1,20.3,832,1
355,2020-01-17 10:13:10,55.2,1,0,20.2,832,1
356,2020-01-17 10:14:10,55.2,1,0,20.7,832,1
357,2020-01-17 10:15:10,55.2,1,0,21.0,832,1
358,2020-01-17 10:16:10,55.2,1,0,20.5,832,1
359,2020-01-17 10:17:10,55.2,1,0,20.7,832,1
360,2020-01-17 10:18:10,55.1,1,0,20.7,832,1
361,2020-01-17 10:19:10,54.8,1,0,20.8,832,1
362,2020-01-17 10:20:10,54.5,1,0,21.1,832,1
363,2020-01-17 10:21:10,54.5,1,0,22.5,832,1
364,2020-01-17 10:22:10,54.5,1,0,23.1,832,1
365,2020-01-17 10:23:10,54.5,1,1,22.8,832,1
366,2020-01-17 10:24:10,54.5,1,0,23.4,832,1
367,2020-01-17 10:25:10,54.5,1,0,23.3,832,1
368,2020-01-17 10:26:10,54.5,1,0,23.7,832,1
369,2020-01-17 10:27:10,54.5,1,0,23.6,832,1
370,2020-01-17 10:28:10,54.5,1,0,23.9,832,1
371,2020-01-17 10:29:10,54.2,1,1,23.8,832,1
372,2020-01-17 10:30:10,54.0,1,1,23.7,832,1
373,2020-01-17 10:31:10,54.0,1,0,23.4,832,1
374,2020-01-17 10:32:10,54.0,1,0,22.7,832,1
375,2020-01-17 10:33:10,54.0,1,0,22.3,832,1
376,2020-01-17 10:34:10,54.0,1,0,21.6,832,1
377,2020-01-17 10:35:10,54.0,1,0,21.3,832,1
378,2020-01-17 10:36:10,54.0,1,0,21.3,832,1
379,2020-01-17 10:37:10,54.0,1,0,20.9,832,1
380,2020-01-17 10:38:10,54.0,1,0,21.0,832,1
381,2020-01-17 10:39:10,54.0,1,0,21.1,832,1
382,2020-01-17 10:40:10,54.0,1,0,21.1,832,1
383,2020-01-17 10:41:10,54.0,1,1,20.9,832,1
384,2020-01-17 10:42:10,54.0,1,0,21.5,832,1
385,2020-01-17 10:43:10,54.0,1,0,21.5,832,1
386,2020-01-17 10:44:10,54.0,1,0,21.4,832,1
387,2020-01-17 10:45:10,54.0,1,0,21.5,832,1
388,2020-01-17 10:46:10,54.0,1,0,22.0,832,1
389,2020-01-17 10:47:10,54.0,1,0,22.0,832,1
390,2020-01-17 10:48:10,54.0,1,0,22.2,832,1
391,2020-01-17 10:49:10,54.0,1,0,21.9,832,1
392,2020-01-17 10:50:10,54.0,1,0,22.1,832,1
393,2020-01-17 10:51:10,54.0,1,0,21.8,832,1
394,2020-01-17 10:52:10,53.7,1,0,21.3,832,1
395,2020-01-17 10:53:10,53.6,1,0,20.6,832,1
396,2020-01-17 10:54:10,53.4,1,0,20.5,832,1
397,2020-01-17 10:55:10,53.5,1,0,20.3,832,1
398,2020-01-17 10:56:10,53.9,1,0,20.7,832,1
399,2020-01-17 10:57:10,54.0,1,0,20.6,832,1
400,2020-01-17 10:58:10,54.0,1,0,20.3,832,1
401,2020-01-17 10:59:10,54.0,1,1,20.5,832,1
402,2020-01-17 11:00:10,54.0,1,1,20.3,832,1
403,2020-01-17 11:01:10,54.0,1,0,20.3,832,1
404,2020-01-17 11:02:10,54.0,1,1,20.2,832,1
405,2020-01-17 11:03:10,54.0,1,1,20.5,832,1
406,2020-01-17 11:04:10,54.0,1,0,20.5,832,1
407,2020-01-17 11:05:10,54.0,1,0,20.2,832,1
408,2020-01-17 11:06:10,54.0,1,0,20.3,832,1
409,2020-01-17 11:07:10,54.0,1,0,20.4,832,1
410,2020-01-17 11:08:10,54.0,1,0,20.6,832,1
411,2020-01-17 11:09:10,54.0,1,0,20.8,832,1
412,2020-01-17 11:10:10,54.0,1,0,20.8,832,1
413,2020-01-17 11:11:10,54.0,1,0,20.5,832,1
414,2020-01-17 11:12:10,54.0,1,0,20.2,832,1
415,2020-01-17 11:13:10,54.0,1,1,20.3,832,1
416,2020-01-17 11:14:10,54.0,1,0,20.2,832,1
417,2020-01-17 11:15:10,54.0,1,0,20.1,832,1
418,2020-01-17 11:16:10,54.0,1,1,20.0,832,1
419,2020-01-17 11:17:10,54.0,1,0,20.1,832,1
420,2020-01-17 11:18:10,54.0,1,0,20.2,832,1
421,2020-01-17 11:19:10,54.0,1,0,20.2,832,1
422,2020-01-17 11:20:10,54.0,1,0,20.2,832,1
423,2020-01-17 11:21:10,54.0,1,0,19.6,832,1
424,2020-01-17 11:22:10,54.0,1,1,19.7,832,1
425,2020-01-17 11:23:10,54.0,1,0,19.7,832,1
426,2020-01-17 11:24:10,54.0,1,1,19.9,832,1
427,2020-01-17 11:25:10,54.0,1,0,20.2,832,1
428,2020-01-17 11:26:10,53.8,1,0,20.2,832,1
429,2020-01-17 11:27:10,53.4,1,0,20.5,832,1
430,2020-01-17 11:28:10,53.4,1,0,20.8,832,1
431,2020-01-17 11:29:10,53.5,1,0,20.6,832,1
432,2020-01-17 11:30:10,53.4,1,0,20.9,832,1
433,2020-01-17 11:31:10,53.7,1,0,21.2,832,1
434,2020-01-17 11:32:10,54.0,1,1,21.4,832,1
435,2020-01-17 11:33:10,54.0,1,0,21.9,832,1
436,2020-01-17 11:34:10,53.9,1,0,22.3,832,1
437,2020-01-17 11:35:10,53.6,1,0,22.5,832,1
438,2020-01-17 11:36:10,53.6,1,0,22.3,832,1
439,2020-01-17 11:37:10,53.9,1,0,22.5,832,1
440,2020-01-17 11:38:10,54.0,1,0,22.2,832,1
441,2020-01-17 11:39:10,54.0,1,0,22.3,832,1
