i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
44,2020-01-09 09:38:05,140.5769230769231,1,0,59.4,998,1
45,2020-01-09 09:39:05,140.49615384615387,1,0,60.0,999,1
46,2020-01-09 09:40:05,140.37307692307695,1,0,61.1,999,1
47,2020-01-09 09:41:05,140.30769230769235,1,0,61.5,1001,1
48,2020-01-09 09:42:05,140.20000000000002,1,0,62.1,999,1
49,2020-01-09 09:43:05,140.0615384615385,1,0,62.4,1001,1
50,2020-01-09 09:44:05,139.92307692307696,1,0,62.9,1000,1
51,2020-01-09 09:45:05,139.7692307692308,1,0,62.7,999,1
52,2020-01-09 09:46:05,139.64615384615388,1,0,62.9,1000,1
53,2020-01-09 09:47:05,139.53076923076927,1,0,63.0,871,1
54,2020-01-09 09:48:05,139.3423076923077,1,20,53.4,1636,1
55,2020-01-09 09:49:05,139.15000000000003,1,2,56.0,1395,1
56,2020-01-09 09:50:05,138.99615384615387,1,4,55.5,875,1
57,2020-01-09 09:51:05,138.80769230769232,1,0,55.6,875,1
58,2020-01-09 09:52:05,138.65000000000003,1,56,59.5,1313,1
59,2020-01-09 09:53:05,138.41923076923078,1,9,62.1,874,1
60,2020-01-09 09:54:05,138.1846153846154,1,28,63.1,1672,1
61,2020-01-09 09:55:05,137.95384615384617,1,69,55.2,1605,1
62,2020-01-09 09:56:05,137.74615384615387,1,60,54.9,1412,1
63,2020-01-09 09:57:05,137.51538461538465,1,55,57.6,1287,1
64,2020-01-09 09:58:05,137.23846153846154,1,29,57.1,871,1
65,2020-01-09 09:59:05,137.00000000000003,1,49,54.4,1017,1
66,2020-01-09 10:00:05,136.76538461538465,1,51,54.7,1698,1
67,2020-01-09 10:01:05,136.4846153846154,1,58,58.1,1372,1
68,2020-01-09 10:02:05,136.23076923076923,1,18,61.4,874,1
69,2020-01-09 10:03:05,135.94615384615383,1,5,61.0,888,1
70,2020-01-09 10:04:05,135.75384615384615,1,30,54.5,924,1
71,2020-01-09 10:05:05,135.57307692307694,1,46,51.6,1565,1
72,2020-01-09 10:06:04,135.38076923076923,1,42,59.2,991,1
73,2020-01-09 10:07:05,135.14615384615382,1,40,66.2,1364,1
74,2020-01-09 10:08:05,134.99615384615385,1,15,60.5,872,1
75,2020-01-09 10:09:05,134.86153846153846,1,27,58.3,1191,1
76,2020-01-09 10:10:05,134.68076923076922,1,5,57.3,866,1
77,2020-01-09 10:11:05,134.47692307692304,1,5,60.7,1257,1
78,2020-01-09 10:12:05,134.23076923076923,1,0,59.4,875,1
79,2020-01-09 10:13:05,134.0230769230769,1,0,53.8,878,1
80,2020-01-09 10:14:05,133.86538461538458,1,0,49.2,876,1
81,2020-01-09 10:15:05,133.6653846153846,1,6,50.7,1324,1
82,2020-01-09 10:16:05,133.45,1,0,54.1,876,1
83,2020-01-09 10:17:05,133.25769230769228,1,0,60.6,873,1
84,2020-01-09 10:18:05,132.99999999999997,1,0,64.7,999,1
85,2020-01-09 10:19:05,132.83076923076922,1,0,64.7,998,1
86,2020-01-09 10:20:05,132.65384615384613,1,27,59.9,1440,1
87,2020-01-09 10:21:05,132.4576923076923,1,9,66.0,828,1
88,2020-01-09 10:22:05,132.27692307692308,1,46,67.9,1051,1
89,2020-01-09 10:23:05,132.0730769230769,1,56,63.5,1284,1
90,2020-01-09 10:24:05,131.85384615384615,1,44,52.6,1036,1
91,2020-01-09 10:25:05,131.6153846153846,1,46,54.0,1021,1
92,2020-01-09 10:26:05,131.4,1,0,55.5,875,1
93,2020-01-09 10:27:05,131.20384615384617,1,47,55.7,1090,1
94,2020-01-09 10:28:05,131.00000000000003,1,47,61.4,1085,1
95,2020-01-09 10:29:05,130.8115384615385,1,1,58.7,892,1
96,2020-01-09 10:30:05,130.5615384615385,1,56,58.0,1334,1
97,2020-01-09 10:31:05,130.3115384615385,1,60,57.6,1400,1
98,2020-01-09 10:32:05,130.11538461538464,1,60,50.5,1371,1
99,2020-01-09 10:33:05,129.8346153846154,1,60,53.0,1381,1
100,2020-01-09 10:34:05,129.5115384615385,1,6,58.0,1337,1
101,2020-01-09 10:35:05,129.2038461538462,1,0,60.6,874,1
102,2020-01-09 10:36:05,128.93846153846158,1,76,55.9,1811,1
103,2020-01-09 10:37:05,128.7115384615385,1,48,60.8,1604,1
104,2020-01-09 10:38:05,128.49230769230772,1,13,65.4,874,1
105,2020-01-09 10:39:05,128.25769230769234,1,3,66.7,1124,1
106,2020-01-09 10:40:05,128.01923076923077,1,0,71.0,963,1
107,2020-01-09 10:41:05,127.8192307692308,1,0,70.4,879,1
108,2020-01-09 10:42:05,127.58846153846156,1,0,66.9,0,1
109,2020-01-09 10:43:05,127.3692307692308,1,0,67.3,874,1
110,2020-01-09 10:44:05,127.18076923076926,1,3,67.2,1052,1
111,2020-01-09 12:10:57,126.9846153846154,1,0,67.1,874,0
112,2020-01-09 12:11:57,126.80384615384615,1,0,67.1,875,1
113,2020-01-09 12:12:57,126.64230769230768,1,2,72.3,875,1
114,2020-01-09 12:13:57,126.44999999999999,1,1,73.5,874,1
115,2020-01-09 12:14:56,126.3076923076923,1,0,77.3,876,1
116,2020-01-09 12:15:57,126.23076923076923,1,0,77.4,876,1
117,2020-01-09 12:16:57,126.13846153846154,1,1,88.6,875,1
118,2020-01-09 12:17:57,126.01923076923077,1,5,98.1,889,1
119,2020-01-09 12:18:57,125.93846153846154,1,1,107.8,876,1
120,2020-01-09 12:19:57,125.84615384615384,1,2,99.8,868,1
121,2020-01-09 12:20:57,125.73461538461538,1,0,98.4,998,1
122,2020-01-09 12:21:57,125.64615384615384,1,0,98.1,1001,1
123,2020-01-09 12:22:57,125.55769230769229,1,0,94.6,999,1
124,2020-01-09 12:23:57,125.46923076923076,1,0,93.7,999,1
125,2020-01-09 12:24:57,125.44999999999999,1,0,92.4,999,1
126,2020-01-09 12:25:57,125.43461538461537,1,0,92.0,1001,1
127,2020-01-09 12:26:57,125.41538461538461,1,0,90.7,1000,1
128,2020-01-09 12:27:57,125.4,1,0,90.4,1000,1
129,2020-01-09 12:28:57,125.3846153846154,1,0,90.6,998,1
130,2020-01-09 12:29:57,125.36923076923078,1,0,89.0,999,1
131,2020-01-09 12:30:57,125.35384615384616,1,0,88.6,999,1
132,2020-01-09 12:31:57,125.33846153846154,1,0,88.9,999,1
133,2020-01-09 12:32:57,125.32307692307693,1,0,90.4,1001,1
134,2020-01-09 12:33:57,125.31153846153846,1,0,90.5,999,1
135,2020-01-09 12:34:57,125.24230769230768,1,0,91.1,1001,1
136,2020-01-09 12:35:57,125.21538461538461,1,0,91.0,998,1
137,2020-01-09 12:36:57,125.16923076923078,1,0,90.8,999,1
138,2020-01-09 12:37:57,125.1423076923077,1,0,90.7,999,1
139,2020-01-09 12:38:57,125.06538461538463,1,0,90.7,1001,1
140,2020-01-09 12:39:57,125.01153846153846,1,0,90.4,1001,1
141,2020-01-09 12:40:57,124.87692307692308,1,0,90.0,1002,1
142,2020-01-09 12:41:57,124.78076923076924,1,0,89.8,999,1
143,2020-01-09 12:42:57,124.66153846153847,1,0,89.4,998,1
144,2020-01-09 12:43:57,124.53461538461539,1,0,89.0,998,1
145,2020-01-09 12:44:57,124.36923076923077,1,0,89.1,999,1
146,2020-01-09 12:45:57,124.24615384615385,1,3,89.0,1065,1
147,2020-01-09 12:46:57,124.07692307692308,1,38,70.5,1338,1
148,2020-01-09 12:47:57,123.89230769230768,1,0,67.7,873,1
149,2020-01-09 12:48:57,123.68461538461537,1,9,67.3,1064,1
150,2020-01-09 12:49:57,123.50384615384613,1,0,57.5,875,1
151,2020-01-09 12:50:57,123.25384615384613,1,61,69.1,1414,1
152,2020-01-09 12:51:57,122.96923076923075,1,0,70.1,874,1
153,2020-01-09 12:52:57,122.73846153846151,1,56,63.5,1848,1
154,2020-01-09 12:53:57,122.51153846153844,1,68,51.3,1601,1
155,2020-01-09 12:54:57,122.27692307692304,1,74,53.2,1719,1
156,2020-01-09 12:55:57,122.01538461538459,1,63,57.2,1468,1
157,2020-01-09 12:56:57,121.76153846153844,1,3,58.7,897,1
158,2020-01-09 12:57:57,121.52692307692305,1,0,60.9,839,1
159,2020-01-09 12:58:57,121.19999999999997,1,47,57.6,1237,1
160,2020-01-09 12:59:57,121.01153846153844,1,58,53.5,1375,1
161,2020-01-09 13:00:57,120.77692307692305,1,7,52.2,927,1
162,2020-01-09 13:01:57,120.49230769230766,1,38,55.1,1404,1
163,2020-01-09 13:02:57,120.23461538461537,1,43,52.6,1487,1
164,2020-01-09 13:03:57,119.97307692307689,1,49,56.8,1119,1
165,2020-01-09 13:04:57,119.70384615384613,1,42,63.3,1431,1
166,2020-01-09 13:05:57,119.44230769230765,1,19,56.5,848,1
167,2020-01-09 13:06:57,119.20384615384611,1,30,55.2,1414,1
168,2020-01-09 13:07:57,118.92692307692302,1,1,54.2,874,1
169,2020-01-09 13:08:57,118.66923076923071,1,7,57.1,891,1
170,2020-01-09 13:09:57,118.38846153846148,1,0,57.0,912,1
171,2020-01-09 13:10:57,118.1038461538461,1,25,51.3,1569,1
172,2020-01-09 13:11:57,117.8538461538461,1,19,56.7,891,1
173,2020-01-09 13:12:57,117.59230769230764,1,55,61.9,1268,1
174,2020-01-09 13:13:57,117.31153846153842,1,61,49.2,1421,1
175,2020-01-09 13:14:57,117.08846153846152,1,36,50.4,857,1
176,2020-01-09 13:15:57,116.81538461538459,1,25,55.7,888,1
177,2020-01-09 13:16:57,116.61153846153843,1,63,57.5,1478,1
178,2020-01-09 13:17:57,116.4307692307692,1,38,55.9,838,1
179,2020-01-09 13:18:57,116.21153846153842,1,70,56.8,1674,1
180,2020-01-09 13:19:57,115.9884615384615,1,68,53.4,1573,1
181,2020-01-09 13:20:57,115.76923076923073,1,59,53.5,1366,1
182,2020-01-09 13:21:57,115.57692307692304,1,48,58.2,1164,1
183,2020-01-09 13:22:57,115.37692307692305,1,44,57.4,1652,1
184,2020-01-09 13:23:57,115.15384615384613,1,23,58.1,926,1
185,2020-01-09 13:24:57,115.0230769230769,1,0,58.0,886,1
186,2020-01-09 13:25:57,114.75384615384613,1,25,52.1,1440,1
187,2020-01-09 13:26:57,114.5807692307692,1,43,56.5,1458,1
188,2020-01-09 13:27:57,114.4230769230769,1,0,58.0,871,1
189,2020-01-09 13:28:57,114.25384615384613,1,1,50.6,873,1
190,2020-01-09 13:29:57,114.0653846153846,1,0,51.4,854,1
191,2020-01-09 13:30:57,113.9346153846154,1,0,53.0,1000,1
192,2020-01-09 13:31:57,113.76538461538462,1,0,53.6,1002,1
193,2020-01-09 13:32:57,113.64615384615385,1,0,54.3,1000,1
194,2020-01-09 13:33:57,113.53076923076924,1,0,54.5,1001,1
195,2020-01-09 13:34:57,113.41153846153847,1,0,56.8,999,1
196,2020-01-09 13:35:57,113.33461538461539,1,0,58.4,999,1
197,2020-01-09 13:36:57,113.25384615384615,1,0,59.8,1002,1
198,2020-01-09 13:37:57,113.10384615384615,1,1,60.2,999,1
199,2020-01-09 13:38:57,113.00384615384615,1,0,60.8,1000,1
200,2020-01-09 13:39:57,112.92692307692307,1,0,61.2,998,1
201,2020-01-09 13:40:57,112.79615384615384,1,0,62.1,1000,1
202,2020-01-09 13:41:57,112.68076923076923,1,0,62.7,998,1
203,2020-01-09 13:42:57,112.57692307692308,1,0,63.9,1001,1
204,2020-01-09 13:43:57,112.4576923076923,1,0,64.4,997,1
205,2020-01-09 13:44:57,112.29615384615384,1,0,65.3,1001,1
206,2020-01-09 13:45:57,112.15384615384616,1,1,65.8,999,1
207,2020-01-09 13:46:57,112.02692307692307,1,0,66.8,999,1
208,2020-01-09 13:47:57,111.88846153846154,1,7,53.8,896,1
209,2020-01-09 13:48:57,111.7076923076923,1,40,56.3,1258,1
210,2020-01-09 13:49:57,111.51153846153844,1,21,56.6,902,1
211,2020-01-09 13:50:57,111.3307692307692,1,0,57.2,876,1
212,2020-01-09 13:51:57,111.08461538461536,1,27,57.0,975,1
213,2020-01-09 13:52:57,110.84615384615381,1,44,61.9,1643,1
214,2020-01-09 13:53:57,110.61923076923073,1,30,59.4,1553,1
215,2020-01-09 13:54:57,110.31538461538457,1,57,54.0,1362,1
216,2020-01-09 13:55:57,110.01153846153842,1,62,53.9,1442,1
217,2020-01-09 13:56:57,109.69999999999995,1,60,58.1,1404,1
218,2020-01-09 13:57:57,109.5038461538461,1,34,58.0,829,1
219,2020-01-09 13:58:57,109.24999999999994,1,23,55.9,1044,1
220,2020-01-09 13:59:57,109.03076923076918,1,40,52.3,973,1
221,2020-01-09 14:00:57,108.81538461538457,1,52,54.9,1206,1
222,2020-01-09 14:01:57,108.42692307692302,1,11,57.5,978,1
223,2020-01-09 14:02:57,108.22307692307687,1,17,55.1,1550,1
224,2020-01-09 14:03:57,107.96153846153841,1,60,49.6,1406,1
225,2020-01-09 14:04:57,107.68076923076919,1,44,63.0,1065,1
226,2020-01-09 14:05:57,107.39999999999995,1,48,64.8,1628,1
227,2020-01-09 14:06:57,107.16538461538457,1,32,56.9,1585,1
228,2020-01-09 14:07:57,106.90384615384612,1,12,52.1,884,1
229,2020-01-09 14:08:57,106.66538461538457,1,7,58.5,882,1
230,2020-01-09 14:09:57,106.39999999999996,1,0,59.5,1346,1
231,2020-01-09 14:10:57,106.16153846153841,1,5,54.9,1329,1
232,2020-01-09 14:11:57,105.91923076923072,1,0,53.5,874,1
233,2020-01-09 14:12:57,105.62692307692303,1,0,53.7,872,1
234,2020-01-09 14:13:57,105.35769230769226,1,29,71.4,1407,1
235,2020-01-09 14:14:57,105.0461538461538,1,15,71.2,874,1
236,2020-01-09 14:15:57,104.80384615384612,1,47,67.2,1577,1
237,2020-01-09 14:16:57,104.54230769230766,1,59,60.9,1371,1
238,2020-01-09 14:17:57,104.3730769230769,1,58,51.5,1344,1
239,2020-01-09 14:18:57,104.19999999999997,1,32,55.5,852,1
240,2020-01-09 14:19:57,103.97692307692306,1,50,54.7,1681,1
241,2020-01-09 14:20:57,103.86923076923075,1,43,59.3,887,1
242,2020-01-09 14:21:57,103.74615384615382,1,47,61.3,1053,1
243,2020-01-09 14:22:57,103.61153846153843,1,59,58.1,1381,1
244,2020-01-09 14:23:57,103.36923076923075,1,58,54.3,1363,1
245,2020-01-09 14:24:57,103.19230769230768,1,61,52.6,1441,1
246,2020-01-09 14:25:57,102.29615384615383,1,54,50.9,1293,1
247,2020-01-09 14:26:57,101.39999999999996,1,34,56.8,1163,1
248,2020-01-09 14:27:57,100.66538461538458,1,32,55.4,883,1
249,2020-01-09 14:28:57,99.7884615384615,1,41,53.9,1011,1
250,2020-01-09 14:29:57,98.95769230769227,1,0,56.2,873,1
251,2020-01-09 14:30:57,98.15384615384612,1,19,57.1,1245,1
252,2020-01-09 14:31:57,97.35384615384613,1,32,60.8,1160,1
253,2020-01-09 14:32:57,96.52692307692305,1,1,58.9,815,1
254,2020-01-09 14:33:57,95.73461538461535,1,4,62.8,1117,1
255,2020-01-09 14:34:57,94.90384615384612,1,0,68.5,877,1
256,2020-01-09 14:35:57,94.12692307692303,1,0,68.1,874,1
257,2020-01-09 14:36:57,93.3538461538461,1,0,67.8,874,1
258,2020-02-10 08:28:21,92.56538461538457,1,0,66.8,873,1
259,2020-02-10 08:29:21,91.77307692307689,1,0,66.8,878,1
260,2020-02-10 08:30:21,90.99230769230765,1,3,66.6,877,1
261,2020-02-10 08:31:21,90.2961538461538,1,2,66.9,877,1
262,2020-02-10 08:32:21,89.54999999999995,1,2,66.9,874,1
263,2020-02-10 08:33:21,88.81153846153842,1,2,66.9,875,1
264,2020-02-10 08:34:21,88.05384615384611,1,2,66.9,875,1
265,2020-02-10 08:35:21,87.29999999999995,1,2,67.1,877,1
266,2020-02-10 08:37:01,86.58461538461532,1,1,67.2,876,1
267,2020-02-10 08:38:01,85.83461538461532,1,1,67.3,874,1
268,2020-02-10 08:39:01,85.10769230769226,1,0,73.8,873,1
269,2020-02-10 08:40:01,84.39999999999996,1,1,63.0,878,1
270,2020-02-10 08:41:01,83.68846153846151,1,2,52.1,875,1
271,2020-02-10 08:42:01,82.97692307692304,1,2,70.0,854,1
272,2020-02-10 08:43:01,82.94615384615382,1,1,65.0,966,1
273,2020-02-10 08:44:01,82.91538461538461,1,0,64.4,876,1
274,2020-02-10 08:45:01,82.88846153846154,1,0,63.9,875,1
275,2020-02-10 08:46:01,82.86153846153846,1,0,64.1,875,1
276,2020-02-10 08:47:01,82.83846153846154,1,0,64.6,876,1
277,2020-02-10 08:48:01,82.81538461538463,1,0,65.9,876,1
278,2020-02-10 08:49:01,82.79615384615386,1,0,65.4,873,1
279,2020-02-10 08:50:01,82.77692307692308,1,0,64.8,874,1
280,2020-02-10 08:51:01,82.76153846153849,1,0,65.4,875,1
281,2020-02-10 08:52:01,82.74615384615387,1,0,65.0,875,1
282,2020-02-10 08:53:01,82.73076923076925,1,0,64.8,875,1
283,2020-02-10 08:54:01,82.71153846153848,1,0,64.9,873,1
284,2020-02-10 08:55:01,82.69230769230771,1,0,64.9,876,1
285,2020-02-10 08:56:01,82.71153846153848,1,0,64.8,875,1
286,2020-02-10 08:57:01,82.71153846153848,1,0,64.5,874,1
287,2020-02-10 08:58:01,82.71153846153848,1,0,64.1,875,1
288,2020-02-10 08:59:01,82.70769230769233,1,0,64.1,875,1
289,2020-02-10 09:00:01,82.70384615384617,1,0,64.2,876,1
290,2020-02-10 09:01:01,82.69615384615388,1,0,63.9,876,1
291,2020-02-10 09:02:01,82.68461538461543,1,0,63.7,877,1
292,2020-02-10 09:03:01,82.66923076923082,1,0,63.6,874,1
293,2020-02-10 09:04:01,82.65000000000006,1,0,62.8,875,1
294,2020-02-10 09:05:01,82.63076923076929,1,0,62.8,874,1
295,2020-02-10 09:06:01,82.60769230769235,1,0,63.3,877,1
296,2020-02-10 09:07:01,82.58461538461542,1,0,63.4,873,1
297,2020-02-10 09:08:01,82.55769230769232,1,0,63.2,875,1
298,2020-02-10 09:09:01,82.52692307692308,1,0,62.7,876,1
299,2020-02-10 09:10:01,82.5,1,0,62.2,876,1
300,2020-02-10 09:11:01,82.46538461538461,1,0,62.4,875,1
301,2020-02-10 09:12:01,82.43076923076923,1,0,62.3,873,1
302,2020-02-10 09:13:01,82.38076923076922,1,0,62.3,876,1
303,2020-02-10 09:14:01,82.34999999999998,1,0,61.9,876,1
304,2020-02-10 09:15:01,82.31923076923074,1,0,61.7,872,1
305,2020-02-10 09:16:01,82.22307692307689,1,0,61.7,875,1
306,2020-02-10 09:17:01,82.14999999999996,1,0,61.7,875,1
307,2020-02-10 09:18:01,82.01538461538459,1,0,61.9,874,1
308,2020-02-10 09:19:01,81.92692307692306,1,0,62.6,875,1
309,2020-02-10 09:20:01,81.83461538461536,1,0,62.8,874,1
310,2020-02-10 09:21:01,81.74615384615383,1,0,62.2,876,1
311,2020-02-10 09:22:01,81.59999999999998,1,0,62.8,875,1
312,2020-02-10 09:23:01,81.49615384615383,1,0,63.0,873,1
313,2020-02-10 09:24:01,81.37307692307692,1,0,62.9,877,1
314,2020-02-10 09:25:01,81.21923076923076,1,9,58.5,1252,1
315,2020-02-10 09:26:01,81.06923076923076,1,29,55.2,1379,1
316,2020-02-10 09:27:01,80.90769230769229,1,16,56.2,1186,1
317,2020-02-10 09:28:01,80.70384615384613,1,41,51.6,2051,1
318,2020-02-10 09:29:01,80.47692307692304,1,59,46.6,2001,1
319,2020-02-10 09:30:01,80.21923076923075,1,61,50.0,1429,1
320,2020-02-10 09:31:01,80.0384615384615,1,58,55.9,1661,1
321,2020-02-10 09:32:01,79.76153846153844,1,7,52.2,889,1
322,2020-02-10 09:33:01,79.58461538461536,1,36,49.5,1771,1
323,2020-02-10 09:34:01,79.42692307692306,1,38,49.4,1996,1
324,2020-02-10 09:35:01,79.24615384615383,1,48,50.4,1665,1
325,2020-02-10 09:36:01,79.0153846153846,1,50,52.4,1688,1
326,2020-02-10 09:37:01,78.82692307692307,1,38,50.9,1915,1
327,2020-02-10 09:38:01,78.66923076923075,1,37,47.6,1864,1
328,2020-02-10 09:39:01,78.45384615384614,1,44,45.8,1485,1
329,2020-02-10 09:40:01,78.18461538461537,1,42,58.4,1371,1
330,2020-02-10 09:41:01,77.9230769230769,1,49,57.3,1612,1
331,2020-02-10 09:42:01,77.78076923076921,1,29,50.8,1758,1
332,2020-02-10 09:43:01,77.54230769230767,1,12,47.7,872,1
333,2020-02-10 09:44:01,77.46923076923075,1,0,52.5,851,1
334,2020-02-10 09:45:01,77.24615384615383,1,0,58.1,893,1
335,2020-02-10 09:46:01,77.01538461538459,1,3,57.8,1239,1
336,2020-02-10 09:47:01,76.79230769230767,1,7,53.3,874,1
337,2020-02-10 09:48:01,76.66153846153844,1,1,44.9,880,1
338,2020-02-10 09:49:01,76.49230769230768,1,1,45.2,1209,1
339,2020-02-10 09:50:01,76.34230769230767,1,32,53.8,1217,1
340,2020-02-10 09:51:01,76.22307692307689,1,45,60.4,1473,1
341,2020-02-10 09:52:01,76.09999999999998,1,48,60.7,1104,1
342,2020-02-10 09:53:01,75.98461538461535,1,52,48.9,1209,1
343,2020-02-10 09:54:01,75.91538461538458,1,0,49.7,1081,1
344,2020-02-10 09:55:01,75.86538461538458,1,42,49.7,1685,1
345,2020-02-10 09:56:01,75.84999999999997,1,0,50.4,877,1
346,2020-02-10 09:57:01,75.74999999999997,1,39,55.1,1580,1
347,2020-02-10 09:58:01,75.74999999999997,1,30,55.6,1209,1
348,2020-02-10 09:59:01,75.64615384615382,1,8,57.8,887,1
349,2020-02-10 10:00:01,75.52692307692305,1,0,57.0,875,1
350,2020-02-10 10:01:01,75.4307692307692,1,0,57.9,875,1
351,2020-02-10 10:02:01,75.3807692307692,1,0,57.9,875,1
352,2020-02-10 10:03:01,75.28846153846152,1,0,57.8,875,1
353,2020-02-10 10:04:01,75.16153846153844,1,0,57.5,874,1
354,2020-02-10 10:05:01,75.10384615384613,1,1,57.1,875,1
355,2020-02-10 10:06:01,75.0807692307692,1,0,56.7,875,1
356,2020-02-10 10:07:01,75.04999999999998,1,0,57.5,875,1
357,2020-02-10 10:08:01,74.96153846153844,1,0,57.5,875,1
358,2020-02-10 10:09:01,74.94230769230768,1,0,57.2,875,1
359,2020-02-10 10:10:01,74.81923076923076,1,0,57.6,875,1
360,2020-02-10 10:11:01,74.79999999999998,1,1,57.6,873,1
361,2020-02-10 10:12:01,74.79230769230767,1,1,57.2,875,1
362,2020-02-10 10:13:01,74.76923076923075,1,1,56.9,873,1
363,2020-02-10 10:14:01,74.71538461538461,1,0,56.6,874,1
364,2020-02-10 10:15:01,74.65384615384613,1,0,56.5,874,1
365,2020-02-10 10:16:01,74.59230769230767,1,1,57.0,876,1
366,2020-02-10 10:17:01,74.53461538461536,1,1,56.9,874,1
367,2020-02-10 10:18:01,74.4730769230769,1,1,56.6,874,1
368,2020-02-10 10:19:01,74.4153846153846,1,0,56.9,875,1
369,2020-02-10 10:20:01,74.35384615384613,1,1,57.1,872,1
370,2020-02-10 10:21:01,74.29615384615383,1,1,57.7,873,1
371,2020-02-10 10:22:01,74.23461538461537,1,0,57.7,873,1
372,2020-02-10 10:23:01,74.17692307692306,1,0,57.9,876,1
373,2020-02-10 10:24:01,74.1153846153846,1,1,57.7,875,1
374,2020-02-10 10:25:01,74.05769230769229,1,1,57.6,874,1
375,2020-02-10 10:26:01,73.99615384615382,1,0,57.8,873,1
376,2020-02-10 10:27:01,73.93461538461536,1,0,57.8,876,1
377,2020-02-10 10:28:01,73.87692307692305,1,0,57.8,872,1
378,2020-02-10 10:29:01,73.8230769230769,1,1,58.2,874,1
379,2020-02-10 10:30:01,73.76923076923075,1,0,58.3,874,1
380,2020-02-10 10:31:01,73.71923076923075,1,1,58.4,876,1
381,2020-02-10 10:32:01,73.66923076923074,1,0,58.6,875,1
382,2020-02-10 10:33:01,73.61923076923073,1,0,58.7,874,1
383,2020-02-10 10:34:01,73.56923076923073,1,0,59.0,878,1
384,2020-02-10 10:35:01,73.52307692307689,1,1,59.3,876,1
385,2020-02-10 10:36:01,73.47692307692304,1,1,59.3,874,1
386,2020-02-10 10:37:01,73.4307692307692,1,0,59.6,875,1
387,2020-02-10 10:38:01,73.38461538461536,1,1,59.7,874,1
388,2020-02-10 10:39:01,73.34230769230766,1,1,59.3,876,1
389,2020-02-10 10:40:01,73.29615384615381,1,0,59.4,876,1
390,2020-02-10 10:41:01,73.25384615384613,1,0,60.3,875,1
391,2020-02-10 10:42:01,73.21153846153844,1,1,60.6,875,1
392,2020-02-10 10:43:01,73.16923076923075,1,0,60.7,875,1
393,2020-02-10 10:44:01,73.12692307692305,1,1,60.4,874,1
