i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
65,2020-01-09 11:10:36,0.0,0,0,9.1,0,0
66,2020-01-09 11:11:36,0.0,0,0,9.1,0,0
67,2020-01-09 11:12:36,0.0,0,0,9.1,0,0
68,2020-01-09 11:13:36,0.0,0,0,9.1,0,0
69,2020-01-09 11:14:36,0.0,0,0,9.1,0,0
70,2020-01-09 11:15:36,0.0,0,0,9.1,0,0
71,2020-01-09 11:16:36,0.0,0,0,9.1,0,0
72,2020-01-09 11:17:36,0.0,0,0,9.1,0,0
73,2020-01-09 11:18:36,0.0,0,0,9.1,0,0
74,2020-01-09 11:19:36,0.0,0,0,9.1,0,0
75,2020-01-09 11:20:36,0.0,0,0,9.1,0,0
76,2020-01-09 11:21:36,0.0,0,0,9.1,0,0
77,2020-01-09 11:22:36,0.0,0,0,9.1,0,0
78,2020-01-09 11:23:36,0.0,0,0,9.1,0,0
79,2020-01-09 11:24:36,0.0,0,0,9.1,0,0
80,2020-01-09 11:25:36,0.0,0,0,9.1,0,0
81,2020-01-09 11:26:36,0.0,0,0,9.1,0,0
82,2020-01-09 11:27:36,0.0,0,0,9.1,0,0
83,2020-01-09 11:28:36,0.0,0,0,9.1,0,0
84,2020-01-09 11:29:36,0.0,0,0,9.1,0,0
85,2020-01-09 11:30:36,0.0,0,0,9.1,0,0
86,2020-01-09 11:31:36,0.0,0,0,9.1,0,0
87,2020-01-09 11:32:36,0.0,0,0,9.1,0,0
88,2020-01-09 11:33:36,0.0,0,0,9.1,0,0
89,2020-01-09 11:34:36,0.0,0,0,9.1,0,0
90,2020-01-09 11:35:36,0.0,0,0,9.1,0,0
91,2020-01-09 11:36:36,0.0,0,0,9.1,0,0
92,2020-01-09 11:37:36,0.0,0,0,9.1,0,0
93,2020-01-09 11:38:36,0.0,0,0,9.1,0,0
94,2020-01-09 11:39:36,0.0,0,0,9.1,0,0
95,2020-01-09 11:40:36,0.0,0,0,9.1,0,0
96,2020-01-09 11:41:36,0.0,0,0,9.1,0,0
97,2020-01-09 11:42:36,0.0,0,0,9.1,0,0
98,2020-01-09 11:43:36,0.0,0,0,9.1,0,0
99,2020-01-09 11:44:36,0.0,0,0,9.1,0,0
100,2020-01-09 11:45:36,0.0,0,0,9.1,0,0
101,2020-01-09 11:46:36,0.0,0,0,9.1,0,0
102,2020-01-09 11:47:36,0.0,0,0,9.1,0,0
103,2020-01-09 11:48:36,0.0,0,0,9.1,0,0
104,2020-01-09 11:49:36,0.0,0,0,9.1,0,0
105,2020-01-09 11:50:36,0.0,0,0,9.1,0,0
106,2020-01-09 11:51:36,0.0,0,0,9.1,0,0
107,2020-01-09 11:52:36,0.0,0,0,9.1,0,0
108,2020-01-09 11:53:36,0.0,0,0,9.1,0,0
109,2020-01-09 11:54:36,0.0,0,0,9.1,0,0
110,2020-01-09 11:55:36,0.0,0,0,9.1,0,0
111,2020-01-09 11:56:36,0.0,0,0,9.1,0,0
112,2020-01-09 11:57:36,0.0,0,0,9.1,0,0
113,2020-01-09 11:58:36,0.0,0,0,9.1,0,0
114,2020-01-09 11:59:36,0.0,0,0,9.1,0,0
115,2020-01-09 12:00:36,0.0,0,0,9.1,0,0
116,2020-01-09 12:01:36,0.0,0,0,9.1,0,0
117,2020-01-09 12:02:36,0.0,0,0,9.1,0,0
118,2020-01-09 12:03:36,0.0,0,0,9.1,0,0
119,2020-01-09 12:04:36,0.0,0,0,9.1,0,0
120,2020-01-09 12:05:36,0.0,0,0,9.1,0,0
121,2020-01-09 12:06:36,0.0,0,0,9.1,0,0
122,2020-01-09 12:07:36,0.0,0,0,9.1,0,0
123,2020-01-09 12:08:36,0.0,0,0,9.1,0,0
124,2020-01-09 12:09:36,0.0,0,0,9.1,0,0
125,2020-01-09 12:10:36,0.0,0,0,9.1,0,0
126,2020-01-09 12:11:36,0.0,0,0,9.1,0,0
127,2020-01-09 12:12:36,0.0,0,0,9.1,0,0
128,2020-01-09 12:13:36,0.0,0,0,9.1,0,0
129,2020-01-09 12:14:36,0.0,0,0,9.1,0,0
130,2020-01-09 12:15:36,0.0,0,0,9.1,0,0
131,2020-01-09 12:16:36,0.0,0,0,9.1,0,0
132,2020-01-09 12:17:36,0.0,0,0,9.1,0,0
133,2020-01-09 12:18:36,0.0,0,0,9.1,0,0
134,2020-01-09 12:19:36,0.0,0,0,9.1,0,0
135,2020-01-09 12:20:36,0.0,0,0,9.1,0,0
136,2020-01-09 12:21:36,0.0,0,0,9.1,0,0
137,2020-01-09 12:22:36,0.0,0,0,9.1,0,0
138,2020-01-09 12:23:36,0.0,0,0,9.1,0,0
139,2020-01-09 12:24:36,0.0,0,0,9.1,0,0
140,2020-01-09 12:25:36,0.0,0,0,9.1,0,0
141,2020-01-09 12:26:36,0.0,0,0,9.1,0,0
142,2020-01-09 12:27:36,0.0,0,0,9.1,0,0
143,2020-01-09 12:28:36,0.0,0,0,9.1,0,0
144,2020-01-09 12:29:36,0.0,0,0,9.1,0,0
145,2020-01-09 12:30:36,0.0,0,0,9.1,0,0
146,2020-01-09 12:31:36,0.0,0,0,9.1,0,0
147,2020-01-09 12:32:36,0.0,0,0,9.1,0,0
148,2020-01-09 12:33:36,0.0,0,0,9.1,0,0
149,2020-01-09 12:34:36,0.0,0,0,9.1,0,0
150,2020-01-09 12:35:36,0.0,0,0,9.1,0,0
151,2020-01-09 12:36:36,0.0,0,0,9.1,0,0
152,2020-01-09 12:37:36,0.0,0,0,9.1,0,0
153,2020-01-09 12:38:36,0.0,0,0,9.1,0,0
154,2020-01-09 12:39:36,0.0,0,0,9.1,0,0
155,2020-01-09 12:40:36,0.0,0,0,9.1,0,0
156,2020-01-09 12:41:36,0.0,0,0,9.1,0,0
157,2020-01-09 12:42:36,0.0,0,0,9.1,0,0
158,2020-01-09 12:43:36,0.0,0,0,9.1,0,0
159,2020-01-09 12:44:36,0.0,0,0,9.1,0,0
160,2020-01-09 12:45:36,0.0,0,0,9.1,0,0
161,2020-01-09 12:46:36,0.0,0,0,9.1,0,0
162,2020-01-09 12:47:36,0.0,0,0,9.1,0,0
163,2020-01-09 12:48:36,0.0,0,0,9.1,0,0
164,2020-01-09 12:49:36,0.0,0,0,9.1,0,0
165,2020-01-09 12:50:36,0.0,0,0,9.1,0,0
166,2020-01-09 12:51:36,0.0,0,0,9.1,0,0
167,2020-01-09 12:52:36,0.0,0,0,9.1,0,0
168,2020-01-09 12:53:36,0.0,0,0,9.1,0,0
169,2020-01-09 12:54:36,0.0,0,0,9.1,0,0
170,2020-01-09 12:55:36,0.0,0,0,9.1,0,0
171,2020-01-09 12:56:36,0.0,0,0,9.1,0,0
172,2020-01-09 12:57:36,0.0,0,0,9.1,0,0
173,2020-01-09 12:58:36,0.0,0,0,9.1,0,0
174,2020-01-09 12:59:36,0.0,0,0,9.1,0,0
175,2020-01-09 13:00:36,0.0,0,0,9.1,0,0
176,2020-01-09 13:01:36,0.0,0,0,9.1,0,0
177,2020-01-09 13:02:36,0.0,0,0,9.1,0,0
178,2020-01-09 13:03:36,0.0,0,0,9.1,0,0
179,2020-01-09 13:04:36,0.0,0,0,9.1,0,0
180,2020-01-09 13:05:36,0.0,0,0,9.1,0,0
181,2020-01-09 13:06:36,0.0,0,0,9.1,0,0
182,2020-01-09 13:07:36,0.0,0,0,9.1,0,0
183,2020-01-09 13:08:36,0.0,0,0,9.1,0,0
184,2020-01-09 13:09:36,0.0,0,0,9.1,0,0
185,2020-01-09 13:10:36,0.0,0,0,9.1,0,0
186,2020-01-09 13:11:36,0.0,0,0,9.1,0,0
187,2020-01-09 13:12:36,0.0,0,0,9.1,0,0
188,2020-01-09 15:32:39,0.0,0,0,9.1,0,0
33434,2020-01-09 15:41:38,,1,0,9.1,1248,0
189,2020-01-09 15:42:33,38.4,1,0,9.1,1760,0
190,2020-01-09 15:43:33,38.3,1,0,9.1,1088,1
191,2020-01-09 15:44:33,38.0,1,0,9.1,896,1
192,2020-01-09 15:45:33,37.7,1,0,9.1,1696,1
193,2020-01-09 15:46:33,37.7,1,0,9.1,1472,1
194,2020-01-09 15:47:33,37.7,1,0,9.1,2112,1
33435,2020-01-09 15:47:41,,1,48,39.5,1984,1
33436,2020-01-09 15:47:55,,1,27,37.4,1152,1
33437,2020-01-09 15:47:57,,1,20,35.9,1312,1
33438,2020-01-09 15:47:59,,1,22,36.9,1504,1
33439,2020-01-09 15:48:02,,1,32,38.5,2144,1
33440,2020-01-09 15:48:08,,1,53,38.8,2272,1
33441,2020-01-09 15:48:15,,1,59,25.8,2336,1
33442,2020-01-09 15:48:23,,1,53,26.2,2400,1
33443,2020-01-09 15:48:28,,1,61,26.2,2624,1
195,2020-01-09 15:48:33,37.9,1,61,23.5,2624,1
33444,2020-01-09 15:48:42,,1,62,19.6,2624,1
33445,2020-01-09 15:48:53,,1,46,16.2,1120,1
33446,2020-01-09 15:48:59,,1,17,13.6,832,1
33447,2020-01-09 15:49:27,,1,35,2.9,2112,1
33448,2020-01-09 15:49:32,,1,36,1.1,2080,1
196,2020-01-09 15:49:33,37.8,1,36,0.9,1920,1
33449,2020-01-09 15:49:42,,1,8,-1.4,2144,1
33450,2020-01-09 15:49:46,,1,11,-2.1,1632,1
33451,2020-01-09 15:49:53,,1,21,-1.9,3136,1
33452,2020-01-09 15:49:58,,1,42,0.7,2688,1
33453,2020-01-09 15:50:12,,1,69,6.2,2912,1
33454,2020-01-09 15:50:16,,1,67,4.3,2880,1
33455,2020-01-09 15:50:20,,1,68,1.1,2912,1
197,2020-01-09 15:50:33,37.3,1,61,-7.3,2176,1
33456,2020-01-09 15:50:37,,1,40,-10.2,1888,1
33457,2020-01-09 15:50:39,,1,36,-10.7,2112,1
33458,2020-01-09 15:50:41,,1,36,-10.3,2240,1
33459,2020-01-09 15:50:43,,1,40,-8.4,2560,1
33460,2020-01-09 15:50:46,,1,47,-5.8,3008,1
33461,2020-01-09 15:51:13,,1,74,10.9,2784,1
33462,2020-01-09 15:51:17,,1,75,10.4,2752,1
33463,2020-01-09 15:51:27,,1,77,14.0,2784,1
198,2020-01-09 15:51:33,37.0,1,73,16.2,2688,1
33464,2020-01-09 15:51:41,,1,81,17.6,3040,1
33465,2020-01-09 15:51:53,,1,90,17.5,3296,1
33466,2020-01-09 15:51:58,,1,91,17.4,3360,1
33467,2020-01-09 15:52:05,,1,92,15.6,3360,1
33468,2020-01-09 15:52:10,,1,92,15.5,3360,1
33469,2020-01-09 15:52:21,,1,89,13.1,3232,1
199,2020-01-09 15:52:33,36.8,1,61,10.8,2144,1
33470,2020-01-09 15:52:37,,1,54,11.2,2400,1
33471,2020-01-09 15:52:40,,1,59,11.7,2464,1
33472,2020-01-09 15:52:43,,1,57,12.7,2368,1
33473,2020-01-09 15:52:46,,1,54,13.6,2176,1
33474,2020-01-09 15:52:49,,1,45,13.8,1856,1
33475,2020-01-09 15:52:51,,1,43,13.9,1728,1
33476,2020-01-09 15:52:53,,1,40,13.8,1664,1
33477,2020-01-09 15:52:55,,1,40,13.4,1632,1
33478,2020-01-09 15:52:57,,1,41,12.8,1088,1
33479,2020-01-09 15:52:59,,1,39,12.1,2144,1
33480,2020-01-09 15:53:01,,1,39,11.3,2400,1
33481,2020-01-09 15:53:03,,1,42,10.6,2528,1
33482,2020-01-09 15:53:05,,1,44,9.4,2656,1
33483,2020-01-09 15:53:07,,1,47,8.4,2816,1
33484,2020-01-09 15:53:09,,1,49,8.0,2816,1
33485,2020-01-09 15:53:11,,1,50,8.4,3072,1
33486,2020-01-09 15:53:13,,1,54,8.5,3360,1
33487,2020-01-09 15:53:17,,1,60,8.4,2624,1
33488,2020-01-09 15:53:21,,1,69,9.2,3008,1
33489,2020-01-09 15:53:25,,1,79,9.0,3328,1
33490,2020-01-09 15:53:29,,1,78,9.1,2880,1
200,2020-01-09 15:53:33,36.2,1,83,9.3,3072,1
33491,2020-01-09 15:53:37,,1,88,10.1,3168,1
33492,2020-01-09 15:53:41,,1,89,9.6,3232,1
33493,2020-01-09 15:53:45,,1,89,9.8,3264,1
33494,2020-01-09 15:53:55,,1,89,11.5,3296,1
33495,2020-01-09 15:53:59,,1,91,11.4,3328,1
33496,2020-01-09 15:54:05,,1,93,10.7,3392,1
33497,2020-01-09 15:54:10,,1,94,10.8,3392,1
33498,2020-01-09 15:54:16,,1,94,12.2,3392,1
201,2020-01-09 15:54:33,36.5,1,91,17.6,3328,1
33499,2020-01-09 15:55:13,,1,89,16.8,3232,1
202,2020-01-09 15:55:33,36.7,1,94,19.5,3424,1
33500,2020-01-09 15:55:37,,1,92,21.9,3360,1
33501,2020-01-09 15:55:41,,1,91,23.7,3328,1
33502,2020-01-09 15:55:45,,1,90,24.3,3264,1
33503,2020-01-09 15:55:49,,1,90,26.0,3296,1
33504,2020-01-09 15:55:53,,1,89,28.6,3264,1
33505,2020-01-09 15:55:57,,1,91,30.0,3264,1
33506,2020-01-09 15:56:01,,1,87,30.5,3168,1
33507,2020-01-09 15:56:05,,1,86,29.9,3136,1
33508,2020-01-09 15:56:10,,1,88,28.0,3200,1
33509,2020-01-09 15:56:14,,1,88,26.5,3200,1
33510,2020-01-09 15:56:17,,1,87,24.2,3200,1
33511,2020-01-09 15:56:21,,1,93,21.3,3392,1
33512,2020-01-09 15:56:26,,1,93,18.2,3392,1
33513,2020-01-09 15:56:30,,1,92,16.3,3392,1
203,2020-01-09 15:56:33,36.2,1,94,15.2,3424,1
33514,2020-01-09 15:56:38,,1,94,13.3,3424,1
33515,2020-01-09 15:56:43,,1,93,13.1,3360,1
33516,2020-01-09 15:56:47,,1,92,12.7,3360,1
33517,2020-01-09 15:56:51,,1,93,12.8,3392,1
33518,2020-01-09 15:56:55,,1,93,12.7,3392,1
33519,2020-01-09 15:56:59,,1,93,13.0,3424,1
33520,2020-01-09 15:57:03,,1,94,13.3,3424,1
33521,2020-01-09 15:57:07,,1,95,13.9,3456,1
33522,2020-01-09 15:57:10,,1,95,13.6,3488,1
33523,2020-01-09 15:57:14,,1,93,13.5,3392,1
33524,2020-01-09 15:57:24,,1,94,16.3,3456,1
33525,2020-01-09 15:57:28,,1,94,16.9,3424,1
33526,2020-01-09 15:57:32,,1,94,17.5,3424,1
204,2020-01-09 15:57:33,36.3,1,94,17.6,3456,1
33527,2020-01-09 15:57:38,,1,96,18.8,3488,1
33528,2020-01-09 15:57:46,,1,96,21.0,3488,1
33529,2020-01-09 15:58:27,,1,86,29.9,3168,1
205,2020-01-09 15:58:33,36.4,1,91,29.6,3296,1
33530,2020-01-09 15:58:42,,1,93,26.7,3392,1
33531,2020-01-09 15:58:48,,1,94,24.3,3424,1
33532,2020-01-09 15:58:54,,1,95,20.4,3456,1
33533,2020-01-09 15:59:01,,1,95,15.8,3392,1
33534,2020-01-09 15:59:09,,1,89,12.2,3232,1
206,2020-01-09 15:59:33,36.2,1,86,15.3,3136,1
33535,2020-01-09 16:00:01,,1,89,16.7,3296,1
33536,2020-01-09 16:00:04,,1,90,17.0,3264,1
33537,2020-01-09 16:00:08,,1,89,18.6,3232,1
33538,2020-01-09 16:00:11,,1,89,20.0,3232,1
33539,2020-01-09 16:00:15,,1,89,21.6,3264,1
33540,2020-01-09 16:00:19,,1,90,23.3,3264,1
33541,2020-01-09 16:00:29,,1,89,27.2,3264,1
207,2020-01-09 16:00:33,35.8,1,90,27.5,3296,1
33542,2020-01-09 16:01:09,,1,92,14.5,3328,1
33543,2020-01-09 16:01:15,,1,92,15.6,3328,1
33544,2020-01-09 16:01:21,,1,92,17.1,3328,1
33545,2020-01-09 16:01:28,,1,92,17.8,3360,1
208,2020-01-09 16:01:33,35.8,1,92,17.3,3328,1
33546,2020-01-09 16:01:39,,1,89,16.7,3232,1
33547,2020-01-09 16:01:49,,1,89,17.7,3264,1
33548,2020-01-09 16:01:52,,1,89,19.2,3232,1
33549,2020-01-09 16:01:56,,1,89,20.4,3232,1
33550,2020-01-09 16:01:59,,1,88,20.7,3200,1
33551,2020-01-09 16:02:02,,1,88,21.0,3200,1
33552,2020-01-09 16:02:05,,1,88,20.8,3200,1
33553,2020-01-09 16:02:08,,1,88,21.3,3200,1
33554,2020-01-09 16:02:11,,1,89,21.2,3232,1
33555,2020-01-09 16:02:17,,1,90,19.7,3296,1
209,2020-01-09 16:02:33,35.7,1,96,17.1,3488,1
33556,2020-01-09 16:02:43,,1,96,20.0,3520,1
33557,2020-01-09 16:02:46,,1,97,21.0,3552,1
33558,2020-01-09 16:02:49,,1,98,23.1,3552,1
33559,2020-01-09 16:02:52,,1,98,24.6,3552,1
33560,2020-01-09 16:02:57,,1,97,27.0,3552,1
210,2020-01-09 16:03:33,35.8,1,97,28.6,3456,1
33561,2020-01-09 16:03:36,,1,96,25.6,3488,1
33562,2020-01-09 16:03:39,,1,96,23.1,3520,1
33563,2020-01-09 16:03:42,,1,96,20.7,3520,1
33564,2020-01-09 16:03:45,,1,95,17.4,3520,1
33565,2020-01-09 16:03:48,,1,97,14.9,3520,1
33566,2020-01-09 16:03:51,,1,96,13.0,3488,1
33567,2020-01-09 16:03:55,,1,95,10.4,3456,1
33568,2020-01-09 16:04:05,,1,94,8.0,3392,1
33569,2020-01-09 16:04:17,,1,93,9.9,3392,1
211,2020-01-09 16:04:33,36.0,1,93,12.6,3392,1
33570,2020-01-09 16:04:45,,1,92,12.4,3360,1
33571,2020-01-09 16:04:49,,1,91,11.5,3296,1
33572,2020-01-09 16:04:53,,1,89,11.1,3200,1
33573,2020-01-09 16:04:57,,1,90,10.1,3200,1
33574,2020-01-09 16:05:01,,1,91,9.6,3296,1
33575,2020-01-09 16:05:06,,1,91,9.0,3328,1
33576,2020-01-09 16:05:10,,1,92,9.6,3360,1
33577,2020-01-09 16:05:14,,1,93,10.5,3392,1
33578,2020-01-09 16:05:18,,1,95,11.1,3456,1
33579,2020-01-09 16:05:22,,1,96,11.0,3488,1
33580,2020-01-09 16:05:25,,1,97,11.2,3520,1
33581,2020-01-09 16:05:29,,1,96,11.1,3488,1
212,2020-01-09 16:05:33,35.6,1,95,10.2,3488,1
33582,2020-01-09 16:06:11,,1,97,8.5,3520,1
33583,2020-01-09 16:06:20,,1,98,8.6,3584,1
33584,2020-01-09 16:06:25,,1,100,10.1,3616,1
33585,2020-01-09 16:06:31,,1,100,12.7,3616,1
213,2020-01-09 16:06:33,35.3,1,98,13.4,3552,1
33586,2020-01-09 16:06:40,,1,97,15.7,3520,1
33587,2020-01-09 16:06:46,,1,96,18.5,3488,1
33588,2020-01-09 16:06:51,,1,97,18.6,3520,1
33589,2020-01-09 16:06:58,,1,97,17.4,3520,1
33590,2020-01-09 16:07:04,,1,97,14.5,3520,1
33591,2020-01-09 16:07:10,,1,98,11.2,3552,1
33592,2020-01-09 16:07:17,,1,90,8.9,3296,1
