i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
119,2020-01-13 10:09:17,32.15384615384616,1,54,9.3,2368,0
120,2020-01-13 10:10:17,33.28846153846154,1,20,-1.6,1952,0
121,2020-01-13 10:11:17,34.41153846153846,1,13,-0.3,1312,0
122,2020-01-13 10:12:17,35.550000000000004,1,29,9.4,1152,0
123,2020-01-13 10:13:17,36.69615384615385,1,49,11.1,2720,0
124,2020-01-13 10:14:17,37.81153846153846,1,55,10.1,2368,0
125,2020-01-13 10:15:17,38.911538461538456,1,42,10.9,1792,0
126,2020-01-13 10:16:17,40.01153846153846,1,24,6.4,992,0
127,2020-01-13 10:17:17,41.115384615384606,1,55,7.8,2336,0
128,2020-01-13 10:18:17,42.21923076923076,1,0,10.7,832,0
129,2020-01-13 10:19:17,43.280769230769224,1,0,11.7,832,0
130,2020-01-13 10:21:17,44.334615384615375,1,17,26.6,1536,1
131,2020-01-13 10:24:56,45.38846153846153,1,57,23.8,2368,0
132,2020-01-13 10:25:56,46.442307692307686,1,60,14.0,2560,0
133,2020-01-13 10:26:56,47.52692307692307,1,46,19.5,1952,0
134,2020-01-13 10:27:56,48.62692307692306,1,77,10.1,2816,0
135,2020-01-13 10:28:56,49.72692307692307,1,79,13.3,2912,0
136,2020-01-13 10:29:56,50.834615384615375,1,71,24.8,2528,0
137,2020-01-13 10:30:56,51.93076923076922,1,76,16.5,2752,0
138,2020-01-13 10:31:56,53.01923076923076,1,83,18.0,3040,0
139,2020-01-13 10:32:56,54.115384615384606,1,83,29.6,3008,0
140,2020-01-13 10:33:56,55.234615384615374,1,79,15.3,2944,0
141,2020-01-13 10:34:56,56.361538461538444,1,81,19.5,2944,0
142,2020-01-13 10:35:56,57.476923076923065,1,83,22.6,3040,0
143,2020-01-13 10:36:56,58.596153846153825,1,75,22.0,2688,0
144,2020-01-13 10:37:56,58.53846153846152,1,71,25.7,3104,0
145,2020-01-13 10:38:56,58.469230769230755,1,85,26.8,3104,0
146,2020-01-13 10:39:56,58.392307692307675,1,81,14.8,2976,0
147,2020-01-13 10:40:56,58.33461538461537,1,84,11.1,3072,0
148,2020-01-13 10:41:56,58.29230769230767,1,84,12.9,3072,0
149,2020-01-13 10:42:56,58.242307692307676,1,81,8.7,2976,0
150,2020-01-13 10:43:56,58.180769230769215,1,81,4.3,3008,0
151,2020-01-13 10:44:56,58.09999999999998,1,83,5.5,3008,0
152,2020-01-13 10:45:56,58.0230769230769,1,85,15.4,3136,0
153,2020-01-13 10:46:56,57.94230769230767,1,76,14.2,2784,0
154,2020-01-13 10:47:56,57.85384615384613,1,85,12.4,3104,0
155,2020-01-13 10:48:56,57.784615384615364,1,85,16.2,3072,0
156,2020-01-13 10:49:56,57.70384615384613,1,81,25.7,2944,0
157,2020-01-13 10:50:56,57.61923076923075,1,85,20.0,3104,0
158,2020-01-13 10:51:56,57.54999999999998,1,85,13.8,3104,0
159,2020-01-13 10:52:56,57.48076923076921,1,83,15.7,3008,0
160,2020-01-13 10:53:56,57.40769230769229,1,85,20.7,3072,0
161,2020-01-13 10:54:56,57.31153846153844,1,76,18.5,2784,0
162,2020-01-13 10:55:56,57.19999999999998,1,76,15.7,2752,0
163,2020-01-13 10:56:56,57.08461538461537,1,68,34.1,2464,0
164,2020-01-13 10:57:56,56.95769230769229,1,77,26.2,1152,0
165,2020-01-13 10:58:56,56.826923076923066,1,81,28.7,2944,0
166,2020-01-13 10:59:56,56.676923076923075,1,82,31.6,2976,0
167,2020-01-13 11:00:56,56.53076923076923,1,82,30.6,2976,0
168,2020-01-13 11:01:56,56.426923076923075,1,74,34.0,2656,0
169,2020-01-13 11:02:56,56.357692307692304,1,66,36.8,2368,0
170,2020-01-13 11:03:56,56.32692307692308,1,24,38.0,2400,0
171,2020-01-13 11:04:56,56.323076923076925,1,23,40.9,896,0
172,2020-01-13 11:05:56,56.3423076923077,1,56,38.7,2400,0
173,2020-01-13 11:06:56,56.353846153846156,1,47,63.5,1952,0
174,2020-01-13 11:07:56,56.33461538461539,1,29,68.2,2848,0
175,2020-01-13 11:08:56,56.30769230769231,1,59,44.4,2496,0
176,2020-01-13 11:09:56,56.284615384615385,1,58,38.8,2464,0
177,2020-01-13 11:10:56,56.27692307692309,1,48,38.2,1568,0
178,2020-01-13 11:11:56,56.26153846153848,1,30,35.6,1888,0
179,2020-01-13 11:12:56,56.23846153846156,1,2,31.8,1056,0
180,2020-01-13 11:13:56,56.20769230769233,1,0,31.8,832,0
181,2020-01-13 11:14:56,56.153846153846175,1,0,32.0,832,0
182,2020-01-13 11:15:56,56.10000000000002,1,0,32.7,832,0
183,2020-01-13 11:16:56,56.05384615384617,1,0,33.5,832,0
184,2020-01-13 11:17:56,55.98846153846156,1,0,33.7,832,0
185,2020-01-13 11:18:56,55.89230769230771,1,0,35.1,832,0
186,2020-01-13 11:19:56,55.78461538461541,1,0,34.4,832,0
187,2020-01-13 11:20:56,55.70000000000002,1,0,34.7,832,0
188,2020-01-13 14:29:02,55.62692307692309,1,0,69.0,1248,0
189,2020-01-13 14:33:52,55.55000000000002,1,0,54.3,1248,0
190,2020-01-13 14:34:52,55.484615384615395,1,0,58.0,1216,0
191,2020-01-13 14:35:52,55.43846153846155,1,36,40.4,2080,0
192,2020-01-13 14:36:52,55.41153846153847,1,52,37.4,2208,0
193,2020-01-13 14:37:52,55.40769230769232,1,64,34.8,2720,0
194,2020-01-13 14:38:52,55.36923076923078,1,65,46.3,2816,0
195,2020-01-13 14:39:52,55.27692307692309,1,33,71.2,1920,0
196,2020-01-13 14:40:52,55.15000000000001,1,51,73.1,2176,0
197,2020-01-13 14:41:52,54.9923076923077,1,58,84.1,2464,0
198,2020-01-13 14:42:52,54.82692307692309,1,40,70.4,2496,0
199,2020-01-13 14:43:52,54.66538461538463,1,26,61.8,1632,0
200,2020-01-13 14:44:52,54.51923076923079,1,35,58.3,2400,0
201,2020-01-13 14:45:52,54.396153846153865,1,0,54.3,832,0
202,2020-01-13 14:46:52,54.2846153846154,1,48,53.1,1984,0
203,2020-01-13 14:47:52,54.20769230769232,1,1,42.3,832,0
204,2020-01-13 14:48:52,54.11538461538463,1,0,42.6,864,0
205,2020-01-13 14:49:52,54.02307692307693,1,72,27.3,3040,0
206,2020-01-13 14:50:52,53.95384615384616,1,74,20.0,2720,0
207,2020-01-13 14:51:52,53.90384615384616,1,78,12.5,2848,0
208,2020-01-13 14:52:52,53.85769230769232,1,69,22.2,2496,0
209,2020-01-13 14:53:52,53.81153846153847,1,44,20.0,1504,0
210,2020-01-13 14:54:52,53.75769230769231,1,71,15.3,3008,0
211,2020-01-13 14:55:52,53.69615384615384,1,0,12.6,832,0
212,2020-01-13 14:56:52,53.638461538461534,1,0,12.1,832,0
213,2020-01-13 14:57:52,53.584615384615375,1,4,12.6,832,0
214,2020-01-13 14:58:52,53.53846153846153,1,0,18.7,832,0
215,2020-01-13 15:57:56,53.48846153846153,1,0,5.2,1056,0
216,2020-01-13 15:58:56,53.426923076923075,1,0,5.9,992,0
217,2020-01-13 15:59:56,53.357692307692304,1,0,6.5,928,0
218,2020-01-13 16:00:56,53.29615384615385,1,0,6.8,896,0
219,2020-01-13 16:01:56,53.19615384615384,1,0,1.3,864,0
220,2020-01-13 16:02:56,53.07692307692308,1,0,1.1,864,0
221,2020-01-13 16:03:56,52.99230769230769,1,75,8.8,2720,0
222,2020-01-13 16:04:56,52.919230769230765,1,78,8.4,2848,0
223,2020-01-13 16:05:56,52.83846153846154,1,58,8.7,2560,0
224,2020-01-13 16:06:56,52.75,1,82,11.2,2976,0
225,2020-01-13 16:07:56,52.67307692307692,1,73,7.7,3168,0
226,2020-01-13 16:08:56,52.58846153846154,1,68,9.5,2400,0
227,2020-01-13 16:09:56,52.46153846153846,1,86,7.8,3136,0
228,2020-01-13 16:10:56,52.3,1,85,14.1,3104,0
229,2020-01-13 16:11:56,52.107692307692304,1,89,21.8,3232,0
230,2020-01-13 16:12:56,51.96153846153846,1,89,20.5,3232,0
231,2020-01-13 16:13:56,51.83076923076923,1,82,31.5,2976,0
232,2020-01-13 16:14:56,51.699999999999996,1,92,34.5,3328,0
233,2020-01-13 16:15:56,51.5576923076923,1,88,29.8,3232,0
234,2020-01-13 16:16:56,51.38846153846153,1,95,25.4,3456,0
235,2020-01-13 16:17:56,51.2153846153846,1,87,28.5,3200,0
236,2020-01-13 16:18:56,51.06153846153845,1,84,28.0,3040,0
237,2020-01-13 16:19:56,50.96153846153845,1,90,24.1,3264,0
238,2020-01-13 16:20:56,50.89230769230768,1,84,27.5,3072,0
239,2020-01-13 16:21:56,50.81923076923077,1,89,21.5,3264,0
240,2020-01-13 16:22:56,50.70769230769231,1,82,17.7,2976,0
241,2020-01-13 16:23:56,50.55384615384616,1,87,27.6,3168,0
242,2020-01-13 16:24:56,50.396153846153844,1,87,13.9,3200,0
243,2020-01-13 16:25:56,50.25384615384615,1,69,20.7,2528,0
244,2020-01-13 16:26:56,50.09615384615384,1,54,16.3,2336,0
245,2020-01-13 16:27:56,49.93076923076922,1,67,29.5,2752,0
246,2020-01-13 16:28:56,49.780769230769224,1,27,17.0,1664,0
247,2020-01-13 16:29:56,49.615384615384606,1,29,14.9,1760,0
248,2020-01-13 16:30:56,49.43846153846153,1,0,16.9,832,0
249,2020-01-13 16:31:56,49.28461538461538,1,0,19.4,832,0
250,2020-01-13 16:32:56,49.161538461538456,1,2,22.7,896,0
251,2020-01-13 16:33:56,49.06153846153845,1,1,24.9,832,0
252,2020-01-13 16:34:56,49.0076923076923,1,0,25.1,832,0
253,2020-01-13 16:35:56,49.02692307692307,1,0,26.4,832,0
254,2020-01-14 07:42:31,49.09615384615384,1,0,31.8,1248,0
255,2020-01-14 07:43:31,49.16153846153845,1,0,31.8,1248,0
256,2020-01-14 07:44:31,49.20769230769229,1,0,31.8,1248,0
257,2020-01-14 07:45:31,49.2576923076923,1,0,31.8,1248,0
258,2020-01-14 07:46:31,49.31538461538461,1,0,31.8,1184,0
259,2020-01-14 07:47:31,49.38461538461537,1,0,31.8,1056,0
260,2020-01-14 07:48:31,49.48461538461538,1,0,31.8,1504,0
261,2020-01-14 07:49:31,49.599999999999994,1,0,31.8,1632,0
262,2020-01-14 07:50:31,49.70384615384615,1,0,31.8,1280,0
263,2020-01-14 07:51:31,49.77692307692307,1,3,32.0,864,0
264,2020-01-14 07:52:31,49.83846153846153,1,2,32.0,832,0
265,2020-01-14 07:53:31,49.9153846153846,1,2,32.0,832,0
266,2020-01-14 07:54:31,50.01923076923076,1,11,-6.4,1952,0
267,2020-01-14 07:55:31,50.138461538461534,1,0,1.8,864,0
268,2020-01-14 07:56:31,50.23461538461538,1,0,2.3,864,0
269,2020-01-14 07:57:31,50.29230769230769,1,0,3.1,864,0
270,2020-01-14 07:58:31,50.342307692307685,1,0,3.2,864,0
271,2020-01-14 07:59:31,50.39999999999999,1,0,4.4,864,0
272,2020-01-14 08:00:31,50.46923076923077,1,0,5.1,832,0
273,2020-01-14 08:01:31,50.542307692307695,1,0,5.6,864,0
274,2020-01-14 08:02:31,50.63076923076923,1,0,6.4,832,0
275,2020-01-14 08:03:31,50.72692307692308,1,0,8.0,864,0
276,2020-01-14 08:04:31,50.800000000000004,1,0,8.7,832,0
277,2020-01-14 08:05:31,50.8346153846154,1,26,12.5,2720,0
278,2020-01-14 08:06:31,50.82692307692309,1,4,20.4,1440,0
279,2020-01-14 08:07:31,50.77692307692309,1,37,28.6,2240,0
280,2020-01-14 08:08:31,50.71153846153848,1,12,29.5,3200,0
281,2020-01-14 08:09:31,50.65000000000002,1,38,26.2,2432,0
282,2020-01-14 08:10:31,50.58846153846155,1,0,27.7,832,0
283,2020-01-14 08:11:31,50.5346153846154,1,19,29.6,832,0
284,2020-01-14 08:12:31,50.484615384615395,1,15,41.1,832,0
285,2020-01-14 08:13:31,50.43846153846156,1,32,45.1,2048,0
286,2020-01-14 08:14:31,50.38846153846156,1,19,19.5,2272,0
287,2020-01-14 08:15:31,50.3269230769231,1,0,16.0,864,0
288,2020-01-14 08:16:31,50.26538461538465,1,27,15.5,2368,0
289,2020-01-14 08:17:31,50.18846153846157,1,0,16.1,832,0
290,2020-01-14 08:18:31,50.09230769230772,1,3,13.2,1312,0
291,2020-01-14 08:19:31,49.98461538461542,1,0,13.3,832,0
292,2020-01-14 08:20:31,49.8692307692308,1,3,19.1,864,0
293,2020-01-14 08:21:31,49.79615384615387,1,0,19.5,832,0
294,2020-01-14 08:22:31,49.76153846153849,1,0,19.9,832,0
295,2020-01-14 08:23:31,49.75769230769234,1,0,20.5,832,0
296,2020-01-14 08:24:31,49.780769230769266,1,0,20.7,832,0
297,2020-01-14 08:25:31,49.82307692307696,1,0,21.5,832,0
298,2020-01-14 08:26:31,49.82307692307696,1,0,22.0,832,0
299,2020-01-14 08:27:31,49.79230769230773,1,54,22.1,2368,0
300,2020-01-14 08:28:31,49.765384615384654,1,0,21.3,832,0
301,2020-01-14 08:29:31,49.726923076923114,1,56,21.1,2496,0
302,2020-01-14 08:30:31,49.67692307692312,1,45,19.9,1920,0
303,2020-01-14 08:31:31,49.60384615384619,1,0,20.8,800,0
304,2020-01-14 08:32:31,49.5192307692308,1,49,21.7,3072,0
305,2020-01-14 08:33:31,49.430769230769265,1,0,21.1,896,0
306,2020-01-14 08:34:31,49.31538461538465,1,58,28.7,2496,0
307,2020-01-14 08:35:31,49.19230769230773,1,75,23.4,3232,0
308,2020-01-14 08:36:31,49.05769230769234,1,84,31.3,3072,0
309,2020-01-14 08:37:31,48.923076923076955,1,82,27.0,3008,0
310,2020-01-14 08:38:31,48.80769230769234,1,74,31.4,2688,0
311,2020-01-14 08:39:31,48.70000000000003,1,67,33.4,2368,0
312,2020-01-14 08:40:31,48.60769230769233,1,64,33.3,2720,0
313,2020-01-14 08:41:31,48.52307692307694,1,1,41.0,832,0
314,2020-01-14 08:42:31,48.46153846153848,1,57,42.5,2496,0
315,2020-01-14 08:43:31,48.41923076923079,1,48,62.4,2144,0
316,2020-01-14 08:44:31,48.38461538461541,1,35,66.1,2400,0
317,2020-01-14 08:45:31,48.36538461538464,1,54,44.9,2240,0
318,2020-01-14 08:46:31,48.3769230769231,1,53,38.0,2368,0
319,2020-01-14 08:47:31,48.38461538461541,1,52,35.2,2240,0
320,2020-01-14 08:48:31,48.39615384615387,1,38,36.6,2336,0
321,2020-01-14 08:49:31,48.40000000000003,1,1,33.7,832,0
322,2020-01-14 08:50:31,48.38076923076926,1,0,38.2,832,0
323,2020-01-14 08:51:31,48.35000000000002,1,0,38.3,832,0
324,2020-01-14 10:06:59,48.35000000000002,1,0,23.4,1248,0
325,2020-01-14 10:07:59,48.357692307692325,1,0,29.8,1056,0
326,2020-01-14 10:08:59,48.34615384615386,1,0,30.3,960,0
327,2020-01-14 10:09:59,48.33846153846155,1,0,31.1,928,0
328,2020-01-14 10:10:59,48.342307692307706,1,0,33.3,864,0
329,2020-01-14 10:11:59,48.36923076923078,1,0,33.7,832,0
330,2020-01-14 10:12:59,48.40769230769232,1,0,35.2,864,0
331,2020-01-14 10:13:59,48.45000000000001,1,0,35.4,832,0
332,2020-01-14 10:14:59,48.51153846153847,1,0,37.6,864,0
333,2020-01-14 10:15:59,48.57692307692309,1,0,38.4,864,0
334,2020-01-14 10:16:59,48.65000000000001,1,0,39.6,832,0
335,2020-01-14 10:17:59,48.70769230769232,1,0,40.2,832,0
336,2020-01-14 10:18:59,48.734615384615395,1,0,40.0,832,0
337,2020-01-14 10:19:59,48.750000000000014,1,0,40.7,832,0
338,2020-01-14 10:20:59,48.750000000000014,1,0,41.3,832,0
339,2020-01-14 10:21:59,48.734615384615395,1,0,41.6,832,0
340,2020-01-14 10:22:59,48.69615384615386,1,0,42.8,832,0
341,2020-01-14 10:23:59,48.65769230769232,1,0,43.5,864,0
342,2020-01-14 10:24:59,48.630769230769246,1,0,44.3,832,0
343,2020-01-14 10:25:59,48.5846153846154,1,0,44.2,832,0
344,2020-01-14 10:26:59,48.515384615384626,1,0,44.7,832,0
345,2020-01-14 10:27:59,48.43461538461539,1,0,44.4,832,0
346,2020-01-14 10:28:59,48.3423076923077,1,0,46.0,832,0
347,2020-01-14 10:29:59,48.23076923076923,1,0,46.3,832,0
348,2020-01-14 10:30:59,48.11538461538461,1,0,46.4,832,0
349,2020-01-14 10:31:59,48.00384615384616,1,0,46.7,832,0
350,2020-01-14 10:43:29,47.892307692307696,1,45,43.0,2688,0
351,2020-01-14 10:44:29,47.78076923076924,1,56,37.8,2304,0
352,2020-01-14 10:45:29,47.66923076923077,1,31,33.5,1920,0
353,2020-01-14 10:46:29,47.55769230769231,1,7,46.2,1184,0
354,2020-01-14 10:47:29,47.44615384615384,1,54,68.6,2304,0
355,2020-01-14 10:48:29,47.357692307692304,1,71,69.3,2560,0
356,2020-01-14 10:49:29,47.3,1,62,75.4,2656,0
357,2020-01-14 10:50:29,47.25384615384615,1,65,33.3,2752,0
358,2020-01-14 10:51:29,47.207692307692305,1,17,20.8,2304,0
359,2020-01-14 10:52:29,47.161538461538456,1,48,31.5,2080,0
360,2020-01-14 10:53:29,47.115384615384606,1,62,27.7,2720,0
361,2020-01-14 10:54:29,47.06923076923076,1,73,43.7,3104,0
362,2020-01-14 10:55:29,47.023076923076914,1,40,28.1,2368,0
363,2020-01-14 10:56:29,46.976923076923065,1,30,38.3,2752,0
364,2020-01-14 10:57:29,46.930769230769215,1,46,38.9,2752,0
365,2020-01-14 10:58:29,46.892307692307675,1,3,33.2,960,0
366,2020-01-14 10:59:28,46.861538461538444,1,0,31.4,832,0
367,2020-01-14 11:00:29,46.83461538461537,1,0,31.2,832,0
368,2020-01-14 11:01:29,46.80769230769229,1,0,31.0,832,0
369,2020-01-14 11:02:29,46.79230769230767,1,0,30.7,832,0
370,2020-01-14 11:03:29,46.78846153846151,1,0,30.7,832,0
371,2020-01-14 11:04:29,46.79615384615382,1,0,30.0,832,0
372,2020-01-14 11:05:29,46.81538461538459,1,0,29.7,832,0
373,2020-01-14 11:06:29,46.85384615384613,1,0,30.3,832,0
374,2020-01-14 11:46:34,46.89230769230767,1,0,29.6,896,0
375,2020-01-14 11:47:34,46.911538461538434,1,0,31.0,864,0
376,2020-01-14 11:48:34,46.911538461538434,1,0,31.4,832,0
377,2020-01-14 11:49:34,46.911538461538434,1,0,32.2,832,0
378,2020-01-14 11:50:34,46.90384615384614,1,0,32.5,832,0
379,2020-01-14 11:51:34,46.88076923076922,1,0,33.2,864,0
380,2020-01-14 11:52:34,46.85384615384615,1,0,34.1,832,0
381,2020-01-14 11:53:34,46.80384615384615,1,0,36.5,832,0
382,2020-01-14 11:54:34,46.73461538461538,1,0,37.2,832,0
383,2020-01-14 11:55:34,46.676923076923075,1,0,38.8,832,0
384,2020-01-14 11:56:34,46.62307692307692,1,0,39.7,832,0
385,2020-01-14 12:05:48,46.550000000000004,1,59,42.4,2464,0
386,2020-01-14 12:06:48,46.45769230769232,1,7,43.8,832,0
387,2020-01-14 12:07:48,46.35384615384616,1,11,40.8,960,0
388,2020-01-14 12:08:48,46.24615384615386,1,27,42.9,1600,0
389,2020-01-14 12:09:48,46.138461538461556,1,54,47.1,2336,0
390,2020-01-14 12:10:48,46.01153846153848,1,64,37.4,2688,0
