i,dtime,fuellevel,ingection,speed,height,tachometer,refuel
67,2020-01-09 08:02:07,40.3,1,1,66.5,1538,1
4205,2020-01-09 08:02:56,,1,4,70.5,1553,1
68,2020-01-09 08:03:07,40.4,1,0,65.7,1558,1
69,2020-01-09 08:04:07,40.4,1,0,69.6,1574,1
4206,2020-01-09 08:04:23,,1,4,65.7,1564,1
4207,2020-01-09 08:04:46,,1,9,75.6,1571,1
70,2020-01-09 08:05:07,40.3,1,2,78.9,1566,1
4208,2020-01-09 08:05:20,,1,10,73.7,1572,1
71,2020-01-09 08:06:07,40.4,1,4,62.0,1566,1
4209,2020-01-09 08:06:37,,1,5,71.5,1564,1
4210,2020-01-09 08:06:42,,1,5,79.9,1564,1
4211,2020-01-09 08:06:58,,1,6,83.8,1562,1
72,2020-01-09 08:07:07,40.4,1,1,83.6,1540,1
73,2020-01-09 08:08:07,40.3,1,2,68.2,1543,1
74,2020-01-09 08:09:07,40.2,1,0,66.1,1514,1
4212,2020-01-09 08:09:23,,1,4,66.2,1555,1
4213,2020-01-09 08:09:48,,1,4,70.2,1564,1
4214,2020-01-09 08:09:53,,1,7,73.5,1568,1
75,2020-01-09 08:10:07,40.2,1,6,73.6,1560,1
4215,2020-01-09 08:10:31,,1,4,80.1,1553,1
4216,2020-01-09 08:10:40,,1,9,79.0,1570,1
76,2020-01-09 08:11:07,40.3,1,12,68.0,1577,1
4217,2020-01-09 08:11:42,,1,4,61.2,1575,1
77,2020-01-09 08:12:07,40.2,1,5,55.9,1575,1
4218,2020-01-09 08:12:35,,1,4,56.1,1584,1
4219,2020-01-09 08:12:54,,1,8,57.8,1585,1
78,2020-01-09 08:13:07,40.0,1,1,58.6,1582,1
4220,2020-01-09 08:13:27,,1,8,58.1,1584,1
79,2020-01-09 08:14:07,40.1,1,3,57.9,1576,1
80,2020-01-09 08:15:07,40.3,1,3,65.0,1567,1
81,2020-01-09 08:16:07,40.4,1,7,69.8,1574,1
4221,2020-01-09 08:16:40,,1,5,79.6,1576,1
82,2020-01-09 08:17:07,40.3,1,4,68.6,1581,1
83,2020-01-09 08:18:07,40.2,1,4,57.9,1591,1
84,2020-01-09 08:19:07,40.3,1,7,62.0,1628,1
85,2020-01-09 08:20:07,40.3,1,4,57.1,1619,1
86,2020-01-09 08:21:07,39.9,1,7,56.5,1624,1
87,2020-01-09 08:22:07,39.7,1,2,62.9,1592,1
4222,2020-01-09 08:22:43,,1,5,55.7,1603,1
88,2020-01-09 08:23:07,40.0,1,3,56.5,1597,1
89,2020-01-09 08:24:07,39.7,1,2,57.2,1601,1
90,2020-01-09 08:25:07,39.3,1,4,57.6,1595,1
91,2020-01-09 08:26:07,38.6,1,3,60.5,1582,1
92,2020-01-09 08:27:07,38.1,1,1,64.8,1554,1
93,2020-01-09 08:28:07,39.4,1,0,64.4,1516,1
94,2020-01-09 08:29:07,40.5,1,0,64.2,1469,1
95,2020-01-09 08:30:07,40.4,1,0,63.8,1446,1
96,2020-01-09 08:31:07,40.4,1,0,63.6,1399,1
97,2020-01-09 08:32:07,40.3,1,0,63.4,1369,1
98,2020-01-09 08:33:07,40.3,1,0,63.3,1338,1
99,2020-01-09 08:34:07,40.4,1,0,63.2,1291,1
100,2020-01-09 08:35:07,40.4,1,0,62.8,1258,1
101,2020-01-09 08:36:07,40.0,1,4,61.3,1258,1
102,2020-01-09 08:37:07,37.6,1,4,62.3,1251,1
4223,2020-01-09 08:37:39,,1,2,60.2,1240,1
4224,2020-01-09 08:38:00,,1,5,54.5,1239,1
103,2020-01-09 08:38:07,35.4,1,1,55.0,1213,1
104,2020-01-09 08:39:07,35.0,1,4,49.4,1219,1
4225,2020-01-09 08:39:58,,1,6,47.2,1214,1
105,2020-01-09 08:40:07,35.1,1,6,47.6,1228,1
106,2020-01-09 08:41:07,35.3,1,1,48.2,1212,1
4226,2020-01-09 08:42:01,,1,5,51.4,1205,1
107,2020-01-09 08:42:07,34.8,1,3,54.2,1210,1
108,2020-01-09 08:43:07,34.5,1,2,58.4,1220,1
4227,2020-01-09 08:43:49,,1,2,49.7,1256,1
109,2020-01-09 08:44:07,34.5,1,3,45.8,1285,1
110,2020-01-09 08:45:07,34.5,1,1,53.0,1323,1
111,2020-01-09 08:46:07,34.5,1,6,59.4,1360,1
4228,2020-01-09 08:46:17,,1,10,61.4,1408,1
112,2020-01-09 08:47:07,34.4,1,8,62.5,1456,1
113,2020-01-09 08:48:07,34.4,1,1,61.2,1503,1
114,2020-01-09 08:49:07,34.3,1,4,58.5,1531,1
115,2020-01-09 08:50:07,34.4,1,2,57.0,1526,1
116,2020-01-09 08:51:07,34.5,1,3,45.7,1522,1
117,2020-01-09 08:52:07,34.6,1,1,52.5,1512,1
118,2020-01-09 08:53:07,34.5,1,2,54.6,1506,1
119,2020-01-09 08:54:07,34.5,1,1,52.2,1503,1
120,2020-01-09 08:55:07,34.5,1,0,58.1,1524,1
4229,2020-01-09 08:55:55,,1,4,57.6,1517,1
121,2020-01-09 08:56:07,34.4,1,2,50.5,1501,1
4230,2020-01-09 08:56:20,,1,5,44.7,1506,1
122,2020-01-09 08:57:07,34.6,1,1,49.1,1482,1
4231,2020-01-09 08:57:23,,1,2,50.9,1472,1
123,2020-01-09 08:58:07,34.5,1,0,59.2,1461,1
124,2020-01-09 08:59:07,34.4,1,0,59.1,1426,1
125,2020-01-09 09:00:07,34.5,1,0,58.8,1396,1
126,2020-01-09 09:01:07,34.3,1,0,59.0,1359,1
127,2020-01-09 09:02:07,34.3,1,0,59.1,1322,1
128,2020-01-09 09:03:07,34.4,1,0,59.1,1274,1
129,2020-01-09 09:04:07,34.4,1,0,58.4,1226,1
130,2020-01-09 09:05:07,34.3,1,0,58.6,1179,1
131,2020-01-09 09:06:07,34.4,1,0,58.6,1143,1
132,2020-01-09 09:07:07,34.5,1,0,57.9,1119,1
133,2020-01-09 09:08:07,34.4,1,0,57.5,1089,1
134,2020-01-09 09:09:07,34.5,1,0,57.4,1070,1
135,2020-01-09 09:10:07,34.4,1,0,57.4,1045,1
136,2020-01-09 09:11:07,34.3,1,0,57.1,1027,1
137,2020-01-09 09:12:07,34.3,1,0,57.2,980,1
138,2020-01-09 09:13:07,34.2,1,0,57.6,948,1
139,2020-01-09 09:14:07,34.4,1,0,57.5,923,1
140,2020-01-09 09:15:07,34.3,1,0,57.4,887,1
141,2020-01-09 09:16:07,34.4,1,0,57.1,876,1
142,2020-01-09 09:17:07,34.4,1,0,57.6,852,1
143,2020-01-09 09:18:07,34.3,1,0,57.9,841,1
144,2020-01-09 09:19:07,34.3,1,0,58.2,841,1
145,2020-01-09 09:20:07,34.4,1,0,58.7,839,1
146,2020-01-09 09:21:07,34.3,1,0,59.1,838,1
147,2020-01-09 09:22:07,34.5,1,0,59.1,837,1
148,2020-01-09 09:23:07,34.4,1,0,59.5,836,1
149,2020-01-09 09:24:07,34.2,1,0,59.4,836,1
150,2020-01-09 09:25:07,34.3,1,0,58.8,835,1
151,2020-01-09 09:26:07,34.3,1,0,58.6,834,1
152,2020-01-09 09:27:07,34.2,1,0,58.4,833,1
153,2020-01-09 09:28:07,34.2,1,0,57.5,832,1
154,2020-01-09 09:29:07,34.3,1,0,57.4,832,1
155,2020-01-09 09:30:07,34.2,1,0,57.1,832,1
156,2020-01-09 09:31:07,34.3,1,0,57.0,832,1
157,2020-01-09 09:32:07,34.3,1,0,57.9,831,1
158,2020-01-09 09:33:07,34.3,1,0,58.5,859,1
4232,2020-01-09 09:33:26,,1,6,58.8,897,1
4233,2020-01-09 09:33:47,,1,4,60.5,941,1
4234,2020-01-09 09:33:52,,1,3,61.0,969,1
159,2020-01-09 09:34:07,34.4,1,0,61.3,986,1
4235,2020-01-09 09:34:54,,1,4,68.8,1032,1
160,2020-01-09 09:35:07,34.2,1,1,67.9,1052,1
4236,2020-01-09 09:35:27,,1,5,69.1,1098,1
161,2020-01-09 09:36:07,34.1,1,1,67.9,1127,1
4237,2020-01-09 09:36:33,,1,4,68.2,1161,1
162,2020-01-09 09:37:07,34.2,1,1,68.2,1197,1
4238,2020-01-09 09:38:03,,1,4,67.6,1231,1
163,2020-01-09 09:38:07,34.3,1,2,68.0,1259,1
4239,2020-01-09 09:38:19,,1,4,67.7,1294,1
164,2020-01-09 09:39:07,34.3,1,1,64.1,1332,1
4240,2020-01-09 09:39:25,,1,3,64.0,1372,1
165,2020-01-09 09:40:07,34.4,1,1,63.8,1387,1
166,2020-01-09 09:41:07,34.4,1,2,65.2,1419,1
4241,2020-01-09 09:41:25,,1,4,65.2,1450,1
167,2020-01-09 09:42:07,34.4,1,4,65.6,1483,1
168,2020-01-09 09:43:07,34.4,1,4,65.4,1490,1
169,2020-01-09 09:44:07,34.2,1,0,65.1,1484,1
4242,2020-01-09 09:44:21,,1,3,61.8,1473,1
170,2020-01-09 09:45:07,34.2,1,1,60.2,1481,1
171,2020-01-09 09:46:07,34.4,1,1,60.5,1498,1
4243,2020-01-09 09:46:55,,1,3,61.2,1483,1
172,2020-01-09 09:47:07,34.4,1,1,62.8,1493,1
4244,2020-01-09 09:47:38,,1,2,60.3,1475,1
173,2020-01-09 09:48:07,34.2,1,2,61.9,1474,1
4245,2020-01-09 09:48:12,,1,6,61.7,1480,1
4246,2020-01-09 09:48:29,,1,7,61.4,1486,1
174,2020-01-09 09:49:07,34.0,1,1,64.7,1488,1
175,2020-01-09 09:50:07,33.8,1,2,64.8,1487,1
4247,2020-01-09 09:50:41,,1,4,63.2,1490,1
176,2020-01-09 09:51:07,32.6,1,2,63.1,1484,1
4248,2020-01-09 09:51:37,,1,3,63.9,1478,1
177,2020-01-09 09:52:07,31.5,1,2,66.3,1492,1
4249,2020-01-09 09:52:20,,1,3,67.7,1500,1
178,2020-01-09 09:53:07,32.1,1,1,67.5,1504,1
4250,2020-01-09 09:53:52,,1,6,70.8,1514,1
179,2020-01-09 09:54:07,32.9,1,3,69.3,1506,1
180,2020-01-09 09:55:07,33.0,1,0,63.8,1475,1
181,2020-01-09 09:56:07,31.4,1,0,63.0,1442,1
182,2020-01-09 09:57:07,29.4,1,0,63.2,1408,1
183,2020-01-09 09:58:07,28.9,1,0,63.4,1375,1
184,2020-01-09 09:59:07,29.5,1,0,63.2,1344,1
185,2020-01-09 10:00:07,29.9,1,0,63.1,1316,1
186,2020-01-09 10:01:07,29.3,1,0,62.9,1288,1
187,2020-01-09 10:02:07,28.8,1,0,63.7,1261,1
4251,2020-01-09 10:02:16,,1,3,64.0,1248,1
4252,2020-01-09 10:02:40,,1,3,64.1,1232,1
4253,2020-01-09 10:02:48,,1,3,66.6,1234,1
4254,2020-01-09 10:02:59,,1,5,72.2,1244,1
188,2020-01-09 10:03:07,30.6,1,6,70.4,1241,1
189,2020-01-09 10:04:07,31.9,1,2,69.4,1244,1
190,2020-01-09 10:05:07,30.7,1,4,66.6,1250,1
4255,2020-01-09 10:05:20,,1,9,70.0,1262,1
191,2020-01-09 10:06:07,29.9,1,6,74.4,1253,1
192,2020-01-09 10:07:07,29.8,1,4,75.1,1255,1
193,2020-01-09 10:08:07,29.4,1,3,75.5,1245,1
194,2020-01-09 10:09:07,28.9,1,8,66.5,1261,1
195,2020-01-09 10:10:07,28.8,1,7,67.6,1304,1
196,2020-01-09 10:11:07,28.9,1,6,69.1,1339,1
197,2020-01-09 10:12:07,28.8,1,0,69.6,1359,1
4256,2020-01-09 10:12:17,,1,8,66.8,1400,1
4257,2020-01-09 10:12:23,,1,8,68.0,1441,1
198,2020-01-09 10:13:07,28.8,1,7,70.7,1484,1
199,2020-01-09 10:14:07,28.8,1,9,80.9,1529,1
200,2020-01-09 10:15:07,28.8,1,8,81.0,1565,1
201,2020-01-09 10:16:07,28.8,1,5,71.8,1571,1
202,2020-01-09 10:17:07,28.9,1,1,70.3,1575,1
203,2020-01-09 10:18:07,29.0,1,0,71.0,1541,1
204,2020-01-09 10:19:07,29.5,1,0,71.4,1504,1
205,2020-01-09 10:20:07,29.9,1,0,70.9,1471,1
206,2020-01-09 10:21:07,29.9,1,0,71.2,1437,1
207,2020-01-09 10:22:07,29.9,1,0,72.0,1398,1
208,2020-01-09 10:23:07,29.9,1,0,73.0,1359,1
209,2020-01-09 10:24:07,29.8,1,0,74.0,1329,1
210,2020-01-09 10:25:07,30.0,1,0,73.7,1293,1
211,2020-01-09 10:26:07,29.9,1,0,74.4,1262,1
212,2020-01-09 10:27:07,29.8,1,0,74.6,1220,1
213,2020-01-09 10:28:07,29.9,1,0,74.7,1177,1
214,2020-01-09 10:29:07,29.9,1,0,74.8,1141,1
215,2020-01-09 10:30:07,29.9,1,0,74.7,1121,1
216,2020-01-09 10:31:07,29.9,1,0,74.7,1081,1
217,2020-01-09 10:32:07,29.9,1,0,73.9,1039,1
218,2020-01-09 10:33:07,29.8,1,0,73.2,996,1
219,2020-01-09 10:34:07,29.9,1,0,73.2,951,1
220,2020-01-09 10:35:07,30.0,1,0,73.6,916,1
221,2020-01-09 10:36:07,29.9,1,0,74.1,884,1
222,2020-01-09 10:37:07,30.0,1,0,74.3,855,1
223,2020-01-09 10:38:07,29.9,1,0,73.6,854,1
224,2020-01-09 10:39:07,29.8,1,0,73.4,854,1
225,2020-01-09 10:40:07,29.9,1,0,73.6,853,1
226,2020-01-09 10:41:07,29.8,1,0,73.5,852,1
227,2020-01-09 10:42:07,29.9,1,0,73.6,852,1
228,2020-01-09 10:43:07,29.9,1,0,73.2,852,1
229,2020-01-09 10:44:07,29.9,1,0,72.9,852,1
230,2020-01-09 10:45:07,30.0,1,0,73.1,851,1
231,2020-01-09 10:46:07,29.9,1,0,73.1,851,1
232,2020-01-09 10:47:07,30.0,1,0,72.6,850,1
233,2020-01-09 10:48:07,30.0,1,0,72.2,850,1
234,2020-01-09 10:49:07,29.9,1,0,71.7,849,1
235,2020-01-09 10:50:07,29.9,1,0,71.4,848,1
236,2020-01-09 10:51:07,29.8,1,0,71.5,848,1
237,2020-01-09 10:52:07,29.8,1,0,72.1,848,1
238,2020-01-09 10:53:07,29.9,1,0,72.6,847,1
239,2020-01-09 10:54:07,30.0,1,0,73.6,847,1
240,2020-01-09 10:55:07,29.8,1,0,73.6,846,1
241,2020-01-09 10:56:07,29.9,1,0,72.3,845,1
242,2020-01-09 10:57:07,30.0,1,0,71.9,844,1
243,2020-01-09 10:58:07,29.9,1,0,71.6,843,1
244,2020-01-09 10:59:07,30.0,1,0,71.6,843,1
245,2020-01-09 11:00:07,29.9,1,0,71.5,843,1
246,2020-01-09 11:01:07,29.8,1,0,71.3,843,1
247,2020-01-09 11:02:07,29.9,1,0,71.7,842,1
248,2020-01-09 11:03:07,29.8,1,0,71.6,841,1
249,2020-01-09 11:04:07,29.7,1,0,71.2,841,1
250,2020-01-09 11:05:07,29.9,1,0,71.1,840,1
251,2020-01-09 11:06:07,29.9,1,0,70.6,839,1
252,2020-01-09 11:07:07,30.0,1,0,70.6,838,1
253,2020-01-09 11:08:07,29.9,1,0,70.0,838,1
254,2020-01-09 11:09:07,29.9,1,0,70.0,838,1
255,2020-01-09 11:10:07,29.9,1,0,69.7,839,1
256,2020-01-09 11:11:07,29.8,1,0,69.7,838,1
257,2020-01-09 11:12:07,29.9,1,0,70.2,838,1
258,2020-01-09 11:13:07,30.0,1,0,70.2,837,1
259,2020-01-09 11:14:07,30.0,1,0,70.1,836,1
260,2020-01-09 11:15:07,29.9,1,0,70.4,835,1
261,2020-01-09 11:16:07,29.9,1,0,71.4,835,1
262,2020-01-09 11:17:07,29.8,1,0,71.8,835,1
263,2020-01-09 11:18:07,29.9,1,0,71.8,835,1
264,2020-01-09 11:19:07,29.9,1,0,71.8,835,1
265,2020-01-09 11:20:07,29.8,1,0,72.0,835,1
266,2020-01-09 11:21:07,29.9,1,0,71.9,835,1
267,2020-01-09 11:22:07,29.9,1,0,72.0,834,1
268,2020-01-09 11:23:07,29.9,1,0,72.0,834,1
269,2020-01-09 11:24:07,30.0,1,0,72.1,834,1
270,2020-01-09 11:25:07,29.9,1,0,72.4,834,1
271,2020-01-09 11:26:07,29.9,1,0,72.2,834,1
272,2020-01-09 11:27:07,29.9,1,0,71.9,833,1
273,2020-01-09 11:28:07,29.9,1,0,71.8,833,1
274,2020-01-09 11:29:07,29.9,1,0,71.7,832,1
275,2020-01-09 11:30:07,29.8,1,0,71.7,831,1
276,2020-01-09 11:31:07,29.9,1,0,71.6,831,1
277,2020-01-09 11:32:07,29.9,1,0,71.8,831,1
278,2020-01-09 11:33:07,29.9,1,0,72.0,831,1
279,2020-01-09 11:34:07,30.0,1,0,72.1,831,1
280,2020-01-09 11:35:07,29.9,1,0,72.1,831,1
281,2020-01-09 11:36:07,29.9,1,0,71.0,831,1
282,2020-01-09 11:37:07,29.9,1,0,70.8,830,1
283,2020-01-09 11:38:07,29.9,1,0,70.0,830,1
284,2020-01-09 11:39:07,29.8,1,0,69.1,829,1
285,2020-01-09 11:40:07,29.7,1,0,67.6,829,1
286,2020-01-09 11:41:07,29.9,1,0,67.1,828,1
287,2020-01-09 11:42:07,29.9,1,0,66.9,828,1
288,2020-01-09 11:43:07,29.8,1,0,67.0,827,1
289,2020-01-09 11:44:07,30.0,1,0,67.9,827,1
290,2020-01-09 11:45:07,30.0,1,0,67.5,826,1
291,2020-01-09 11:46:07,29.9,1,0,68.3,827,1
292,2020-01-09 11:47:07,29.9,1,0,69.0,827,1
293,2020-01-09 11:48:07,29.9,1,0,70.1,828,1
294,2020-01-09 11:49:07,29.9,1,0,70.0,828,1
295,2020-01-09 11:50:07,29.9,1,0,69.6,827,1
296,2020-01-09 11:51:07,29.8,1,0,69.2,827,1
297,2020-01-09 11:52:07,29.7,1,0,69.6,826,1
298,2020-01-09 11:53:07,29.9,1,0,69.5,826,1
299,2020-01-09 11:54:07,29.9,1,0,70.3,826,1
300,2020-01-09 11:55:07,29.9,1,0,71.1,826,1
301,2020-01-09 11:56:07,30.1,1,0,71.4,827,1
302,2020-01-09 11:57:07,29.9,1,0,70.9,827,1
303,2020-01-09 11:58:07,29.9,1,0,70.4,827,1
304,2020-01-09 11:59:07,30.0,1,0,70.1,826,1
305,2020-01-09 12:00:07,29.9,1,0,69.7,826,1
306,2020-01-09 12:01:07,29.9,1,0,70.0,825,1
307,2020-01-09 12:02:07,29.9,1,0,70.8,825,1
308,2020-01-09 12:03:07,29.8,1,0,71.2,825,1
309,2020-01-09 12:04:07,29.8,1,0,71.4,826,1
310,2020-01-09 12:05:07,29.8,1,0,71.8,826,1
311,2020-01-09 12:06:07,29.9,1,0,71.7,826,1
312,2020-01-09 12:07:07,29.9,1,0,71.4,826,1
313,2020-01-09 12:08:07,29.9,1,0,71.5,826,1
314,2020-01-09 12:09:07,30.0,1,0,71.8,826,1
315,2020-01-09 12:10:07,30.0,1,0,72.0,826,1
316,2020-01-09 12:11:07,29.9,1,0,71.9,826,1
317,2020-01-09 12:12:07,29.9,1,0,71.3,826,1
318,2020-01-09 12:13:07,29.9,1,0,71.4,826,1
319,2020-01-09 12:14:07,29.9,1,0,71.5,827,1
320,2020-01-09 12:15:07,29.9,1,0,71.5,826,1
321,2020-01-09 12:16:07,29.8,1,0,71.2,826,1
322,2020-01-09 12:17:07,29.8,1,0,70.3,825,1
323,2020-01-09 12:18:07,29.9,1,0,69.7,825,1
324,2020-01-09 12:19:07,30.0,1,0,69.4,825,1
325,2020-01-09 12:20:07,30.0,1,0,69.4,826,1
326,2020-01-09 12:21:07,30.0,1,0,69.4,826,1
327,2020-01-09 12:22:07,29.9,1,0,68.7,826,1
328,2020-01-09 12:23:07,29.9,1,0,68.6,826,1
329,2020-01-09 12:24:07,29.9,1,0,68.0,825,1
330,2020-01-09 12:25:07,29.9,1,0,67.8,825,1
331,2020-01-09 12:26:07,29.9,1,0,67.7,825,1
332,2020-01-09 12:27:07,30.0,1,0,67.7,825,1
333,2020-01-09 12:28:07,29.8,1,0,67.7,824,1
334,2020-01-09 12:29:06,29.9,1,0,68.2,824,1
335,2020-01-09 12:30:07,29.9,1,0,68.3,824,1
336,2020-01-09 12:31:07,29.9,1,0,68.1,824,1
337,2020-01-09 12:32:07,29.9,1,0,68.0,824,1
338,2020-01-09 12:33:07,29.9,1,0,68.1,824,1
339,2020-01-09 12:34:07,29.5,1,0,68.8,847,1
4258,2020-01-09 12:34:14,,1,3,65.6,880,1
4259,2020-01-09 12:35:06,,1,3,58.7,918,1
340,2020-01-09 12:35:07,28.5,1,1,58.4,918,1
341,2020-01-09 12:36:07,28.1,1,4,58.7,951,1
342,2020-01-09 12:37:07,28.4,1,1,54.4,976,1
4260,2020-01-09 12:37:22,,1,4,58.1,1008,1
343,2020-01-09 12:38:07,28.3,1,0,52.0,1044,1
4261,2020-01-09 12:38:22,,1,6,53.1,1087,1
344,2020-01-09 12:39:07,28.0,1,2,56.7,1123,1
4262,2020-01-09 12:39:20,,1,3,64.1,1154,1
4263,2020-01-09 12:39:39,,1,0,66.8,1191,1
4264,2020-01-09 12:39:53,,1,3,66.7,1214,1
